BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	10	8	01	ἀλλὰ	01,02	Pero, ¿qué	expanded
romanos	10	8	02	τί	03	dice?	direct
romanos	10	8	03	λέγει;	04	«CERCA	direct
romanos	10	8	04	Ἐγγύς	05	DE	direct
romanos	10	8	05	σου	06	TI	direct
romanos	10	8	06	τὸ	07	ESTÁ	direct
romanos	10	8	07	ῥῆμά	08	LA	direct
romanos	10	8	08	ἐστιν,	09	PALABRA,	direct
romanos	10	8	09	ἐν	10,11,12	EN TU BOCA	expanded
romanos	10	8	10	τῷ	13	Y	direct
romanos	10	8	11	στόματί	14	EN	direct
romanos	10	8	12	σου	15	TU	direct
romanos	10	8	13	καὶ	16,17	CORAZÓN», es	expanded
romanos	10	8	14	ἐν	18,19,20	decir, la palabra	expanded
romanos	10	8	15	τῇ	21,22	de fe	expanded
romanos	10	8	16	καρδίᾳ	23	que	direct
romanos	10	8	17	σου,	24	predicamos:	direct
romanos	10	8	18	τοῦτʼ	-	-	missing
romanos	10	8	19	ἔστιν	-	-	missing
romanos	10	8	20	τὸ	-	-	missing
romanos	10	8	21	ῥῆμα	-	-	missing
romanos	10	8	22	τῆς	-	-	missing
romanos	10	8	23	πίστεως	-	-	missing
romanos	10	8	24	ὃ	-	-	missing
romanos	10	8	25	κηρύσσομεν.	-	-	missing
