BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	11	25	01	Οὐ	01	Porque	direct
romanos	11	25	02	γὰρ	02	no	direct
romanos	11	25	03	θέλω	03,04	quiero, hermanos,	expanded
romanos	11	25	04	ὑμᾶς	05	que	direct
romanos	11	25	05	ἀγνοεῖν,	06	ignoren	direct
romanos	11	25	06	ἀδελφοί,	07	este	direct
romanos	11	25	07	τὸ	08	misterio,	direct
romanos	11	25	08	μυστήριον	09	para	direct
romanos	11	25	09	τοῦτο,	10	que	direct
romanos	11	25	10	ἵνα	11,12,13,14	no sean sabios en	expanded
romanos	11	25	11	μὴ	15	su	direct
romanos	11	25	12	⸀ἦτε	16	propia	direct
romanos	11	25	13	ἑαυτοῖς	17	opinión:	direct
romanos	11	25	14	φρόνιμοι,	18	que	direct
romanos	11	25	15	ὅτι	19	a	direct
romanos	11	25	16	πώρωσις	20	Israel	direct
romanos	11	25	17	ἀπὸ	21	le	direct
romanos	11	25	18	μέρους	22	ha	direct
romanos	11	25	19	τῷ	23	acontecido	direct
romanos	11	25	20	Ἰσραὴλ	24	un	direct
romanos	11	25	21	γέγονεν	25	endurecimiento	direct
romanos	11	25	22	ἄχρι	26	parcial	direct
romanos	11	25	23	οὗ	27	hasta	direct
romanos	11	25	24	τὸ	28	que	direct
romanos	11	25	25	πλήρωμα	29	haya	direct
romanos	11	25	26	τῶν	33,34	de los	expanded
romanos	11	25	27	ἐθνῶν	35	gentiles.	direct
romanos	11	25	28	εἰσέλθῃ,	-	-	missing
