BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	14	22	01	σὺ	01	La	direct
romanos	14	22	02	πίστιν	02	fe	direct
romanos	14	22	03	⸀ἣν	03	que	direct
romanos	14	22	04	ἔχεις	04	tú	direct
romanos	14	22	05	κατὰ	05	tienes,	direct
romanos	14	22	06	σεαυτὸν	06	tenla	direct
romanos	14	22	07	ἔχε	07	conforme	direct
romanos	14	22	08	ἐνώπιον	08	a	direct
romanos	14	22	09	τοῦ	13	de	direct
romanos	14	22	10	θεοῦ.	14	Dios.	direct
romanos	14	22	11	μακάριος	15	Dichoso	direct
romanos	14	22	12	ὁ	16	el	direct
romanos	14	22	13	μὴ	18	no	direct
romanos	14	22	14	κρίνων	19	se	direct
romanos	14	22	15	ἑαυτὸν	20	condena	direct
romanos	14	22	16	ἐν	21,22,23	a sí mismo	expanded
romanos	14	22	17	ᾧ	24	en	direct
romanos	14	22	18	δοκιμάζει·	25	lo	direct
