BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	7	01	διότι	01	La	direct
romanos	8	7	02	τὸ	02	mente	direct
romanos	8	7	03	φρόνημα	03	puesta	direct
romanos	8	7	04	τῆς	04	en	direct
romanos	8	7	05	σαρκὸς	05	la	direct
romanos	8	7	06	ἔχθρα	06	carne	direct
romanos	8	7	07	εἰς	07	es	direct
romanos	8	7	08	θεόν,	08	enemiga	direct
romanos	8	7	09	τῷ	09	de	direct
romanos	8	7	10	γὰρ	10	Dios,	direct
romanos	8	7	11	νόμῳ	11	porque	direct
romanos	8	7	12	τοῦ	18	de	direct
romanos	8	7	13	θεοῦ	19,20	Dios, pues	expanded
romanos	8	7	14	οὐχ	21	ni	direct
romanos	8	7	15	ὑποτάσσεται,	22	siquiera	direct
romanos	8	7	16	οὐδὲ	23	puede	direct
romanos	8	7	17	γὰρ	24	hacerlo,	direct
romanos	8	7	18	δύναται·	-	-	missing
