BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	16	12	01	ἀσπάσασθε	01	Saluden	direct
romanos	16	12	02	Τρύφαιναν	02	a	direct
romanos	16	12	03	καὶ	03,04	Trifena y	expanded
romanos	16	12	04	Τρυφῶσαν	05	a	direct
romanos	16	12	05	τὰς	06	Trifosa,	direct
romanos	16	12	06	κοπιώσας	07	obreras	direct
romanos	16	12	07	ἐν	08,09,10	del Señor. Saluden	expanded
romanos	16	12	08	κυρίῳ.	11	a	direct
romanos	16	12	09	ἀσπάσασθε	12	la	direct
romanos	16	12	10	Περσίδα	13	querida	direct
romanos	16	12	11	τὴν	14	hermana	direct
romanos	16	12	12	ἀγαπητήν,	15	Pérsida,	direct
romanos	16	12	13	ἥτις	16	que	direct
romanos	16	12	14	πολλὰ	17	ha	direct
romanos	16	12	15	ἐκοπίασεν	18	trabajado	direct
romanos	16	12	16	ἐν	19,20,21	mucho en el	expanded
romanos	16	12	17	κυρίῳ.	22	Señor.	direct
