BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	3	9	01	Τί	01	¿Entonces	direct
romanos	3	9	02	οὖν;	02	qué?	direct
romanos	3	9	03	προεχόμεθα;	03	¿Somos	direct
romanos	3	9	04	οὐ	04	nosotros	direct
romanos	3	9	05	πάντως,	05	mejores	direct
romanos	3	9	06	προῃτιασάμεθα	06	que	direct
romanos	3	9	07	γὰρ	07	ellos?	direct
romanos	3	9	08	Ἰουδαίους	08	¡De	direct
romanos	3	9	09	τε	09	ninguna	direct
romanos	3	9	10	καὶ	10,11	manera! Porque	expanded
romanos	3	9	11	Ἕλληνας	12	ya	direct
romanos	3	9	12	πάντας	13	hemos	direct
romanos	3	9	13	ὑφʼ	14	denunciado	direct
romanos	3	9	14	ἁμαρτίαν	15	que	direct
romanos	3	9	15	εἶναι,	16	tanto	direct
