BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	14	5	01	Ὃς	01	Uno	direct
romanos	14	5	02	⸀μὲν	02	juzga	direct
romanos	14	5	03	κρίνει	03	que	direct
romanos	14	5	04	ἡμέραν	04	un	direct
romanos	14	5	05	παρʼ	05	día	direct
romanos	14	5	06	ἡμέραν,	06	es	direct
romanos	14	5	07	ὃς	07	superior	direct
romanos	14	5	08	δὲ	08,09	a otro,	expanded
romanos	14	5	09	κρίνει	10	otro	direct
romanos	14	5	10	πᾶσαν	11	juzga	direct
romanos	14	5	11	ἡμέραν·	12	iguales	direct
romanos	14	5	12	ἕκαστος	13,14	todos los	expanded
romanos	14	5	13	ἐν	15,16,17	días. Cada cual	expanded
romanos	14	5	14	τῷ	18	esté	direct
romanos	14	5	15	ἰδίῳ	19	plenamente	direct
romanos	14	5	16	νοῒ	20	convencido	direct
romanos	14	5	17	πληροφορείσθω·	21	según	direct
