BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	1	20	01	τὰ	01	Porque	direct
romanos	1	20	02	γὰρ	02	desde	direct
romanos	1	20	03	ἀόρατα	03	la	direct
romanos	1	20	04	αὐτοῦ	04	creación	direct
romanos	1	20	05	ἀπὸ	05	del	direct
romanos	1	20	06	κτίσεως	06	mundo,	direct
romanos	1	20	07	κόσμου	07	Sus	direct
romanos	1	20	08	τοῖς	08	atributos	direct
romanos	1	20	09	ποιήμασιν	09	invisibles,	direct
romanos	1	20	10	νοούμενα	10	Su	direct
romanos	1	20	11	καθορᾶται,	11	eterno	direct
romanos	1	20	12	ἥ	12	poder	direct
romanos	1	20	13	τε	13	y	direct
romanos	1	20	14	ἀΐδιος	14	divinidad,	direct
romanos	1	20	15	αὐτοῦ	15	se	direct
romanos	1	20	16	δύναμις	16	han	direct
romanos	1	20	17	καὶ	17,18	visto con	expanded
romanos	1	20	18	θειότης,	19	toda	direct
romanos	1	20	19	εἰς	20	claridad,	direct
romanos	1	20	20	τὸ	21	siendo	direct
romanos	1	20	21	εἶναι	22,23	entendidos por	expanded
romanos	1	20	22	αὐτοὺς	24	medio	direct
romanos	1	20	23	ἀναπολογήτους,	25	de	direct
