BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	13	9	01	τὸ	01	Porque	direct
romanos	13	9	02	γάρ·	02	esto:	direct
romanos	13	9	03	Οὐ	03	«NO	direct
romanos	13	9	04	μοιχεύσεις,	04	COMETERÁS	direct
romanos	13	9	05	Οὐ	05	ADULTERIO,	direct
romanos	13	9	06	φονεύσεις,	06	NO	direct
romanos	13	9	07	Οὐ	07	MATARÁS,	direct
romanos	13	9	08	κλέψεις,	08	NO	direct
romanos	13	9	09	Οὐκ	09	HURTARÁS,	direct
romanos	13	9	10	ἐπιθυμήσεις,	10	NO	direct
romanos	13	9	11	καὶ	11,12	CODICIARÁS», y	expanded
romanos	13	9	12	εἴ	13	cualquier	direct
romanos	13	9	13	τις	13	cualquier	shared
romanos	13	9	14	ἑτέρα	14	otro	direct
romanos	13	9	15	ἐντολή,	15	mandamiento,	direct
romanos	13	9	16	ἐν	16,17,18	en estas palabras	expanded
romanos	13	9	17	⸂τῷ	19	se	direct
romanos	13	9	18	λόγῳ	20	resume:	direct
romanos	13	9	19	τούτῳ⸃	21	«AMARÁS	direct
romanos	13	9	20	ἀνακεφαλαιοῦται,	22	A	direct
romanos	13	9	21	⸂ἐν	23	TU	direct
romanos	13	9	22	τῷ⸃·	24	PRÓJIMO	direct
romanos	13	9	23	Ἀγαπήσεις	25	COMO	direct
romanos	13	9	24	τὸν	26	A	direct
romanos	13	9	25	πλησίον	27	TI	direct
romanos	13	9	26	σου	28	MISMO».	direct
romanos	13	9	27	ὡς	-	-	missing
romanos	13	9	28	σεαυτόν.	-	-	missing
