BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	29	01	ὅτι	04	que	direct
romanos	8	29	02	οὓς	05	de	direct
romanos	8	29	03	προέγνω,	06	antemano	direct
romanos	8	29	04	καὶ	07,08	conoció, también	expanded
romanos	8	29	05	προώρισεν	09	los	direct
romanos	8	29	06	συμμόρφους	10	predestinó	direct
romanos	8	29	07	τῆς	11	a	direct
romanos	8	29	08	εἰκόνος	12	ser	direct
romanos	8	29	09	τοῦ	18	de	direct
romanos	8	29	10	υἱοῦ	19	Su	direct
romanos	8	29	11	αὐτοῦ,	20	Hijo,	direct
romanos	8	29	12	εἰς	21	para	direct
romanos	8	29	13	τὸ	25	el	direct
romanos	8	29	14	εἶναι	26,27	primogénito entre	expanded
romanos	8	29	15	αὐτὸν	28	muchos	direct
romanos	8	29	16	πρωτότοκον	29	hermanos.	direct
romanos	8	29	17	ἐν	-	-	missing
romanos	8	29	18	πολλοῖς	-	-	missing
romanos	8	29	19	ἀδελφοῖς·	-	-	missing
