BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	16	5	01	καὶ	01,02	Saluden también	expanded
romanos	16	5	02	τὴν	04	la	direct
romanos	16	5	03	κατʼ	05	iglesia	direct
romanos	16	5	04	οἶκον	06	que	direct
romanos	16	5	05	αὐτῶν	07	está	direct
romanos	16	5	06	ἐκκλησίαν.	08	en	direct
romanos	16	5	07	ἀσπάσασθε	09	su	direct
romanos	16	5	08	Ἐπαίνετον	10	casa.	direct
romanos	16	5	09	τὸν	11	Saluden	direct
romanos	16	5	10	ἀγαπητόν	12	a	direct
romanos	16	5	11	μου,	13	mi	direct
romanos	16	5	12	ὅς	14	querido	direct
romanos	16	5	13	ἐστιν	18	es	direct
romanos	16	5	14	ἀπαρχὴ	19	el	direct
romanos	16	5	15	τῆς	20	primer	direct
romanos	16	5	16	⸀Ἀσίας	21	convertido	direct
romanos	16	5	17	εἰς	22	a	direct
romanos	16	5	18	Χριστόν.	23	Cristo	direct
