BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	5	6	01	⸂Ἔτι	01	Porque	direct
romanos	5	6	02	γὰρ⸃	02	mientras	direct
romanos	5	6	03	Χριστὸς	03	aún	direct
romanos	5	6	04	ὄντων	04	éramos	direct
romanos	5	6	05	ἡμῶν	05	débiles,	direct
romanos	5	6	06	ἀσθενῶν	06	a	direct
romanos	5	6	07	⸀ἔτι	07	su	direct
romanos	5	6	08	κατὰ	08	tiempo	direct
romanos	5	6	09	καιρὸν	09,10	Cristo murió	expanded
romanos	5	6	10	ὑπὲρ	11	por	direct
romanos	5	6	11	ἀσεβῶν	12	los	direct
romanos	5	6	12	ἀπέθανεν.	13	impíos.	direct
