BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	16	11	01	ἀσπάσασθε	01	Saluden	direct
romanos	16	11	02	Ἡρῳδίωνα	02	a	direct
romanos	16	11	03	τὸν	03	Herodión,	direct
romanos	16	11	04	⸀συγγενῆ	04	mi	direct
romanos	16	11	05	μου.	05	pariente.	direct
romanos	16	11	06	ἀσπάσασθε	06	Saluden	direct
romanos	16	11	07	τοὺς	07	a	direct
romanos	16	11	08	ἐκ	08	los	direct
romanos	16	11	09	τῶν	09,10	de la	expanded
romanos	16	11	10	Ναρκίσσου	11	casa	direct
romanos	16	11	11	τοὺς	12	de	direct
romanos	16	11	12	ὄντας	13	Narciso,	direct
romanos	16	11	13	ἐν	14,15,16	que son del	expanded
romanos	16	11	14	κυρίῳ.	17	Señor.	direct
