BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	3	2	01	πολὺ	01	Grande,	direct
romanos	3	2	02	κατὰ	02	en	direct
romanos	3	2	03	πάντα	03	todo	direct
romanos	3	2	04	τρόπον.	04	sentido.	direct
romanos	3	2	05	πρῶτον	05	En	direct
romanos	3	2	06	μὲν	06	primer	direct
romanos	3	2	07	⸀γὰρ	07	lugar,	direct
romanos	3	2	08	ὅτι	08	porque	direct
romanos	3	2	09	ἐπιστεύθησαν	09	a	direct
romanos	3	2	10	τὰ	15	los	direct
romanos	3	2	11	λόγια	16	oráculos	direct
romanos	3	2	12	τοῦ	17	de	direct
romanos	3	2	13	θεοῦ.	18	Dios.	direct
