BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	12	8	01	εἴτε	01	el	direct
romanos	12	8	02	ὁ	02	que	direct
romanos	12	8	03	παρακαλῶν	03	exhorta,	direct
romanos	12	8	04	ἐν	04,05,06	en la exhortación;	expanded
romanos	12	8	05	τῇ	07,08	el que	expanded
romanos	12	8	06	παρακλήσει,	09	da,	direct
romanos	12	8	07	ὁ	10	con	direct
romanos	12	8	08	μεταδιδοὺς	11	liberalidad;	direct
romanos	12	8	09	ἐν	12,13,14	el que dirige,	expanded
romanos	12	8	10	ἁπλότητι,	15	con	direct
romanos	12	8	11	ὁ	16	diligencia;	direct
romanos	12	8	12	προϊστάμενος	17	el	direct
romanos	12	8	13	ἐν	18,19,20	que muestra misericordia,	expanded
romanos	12	8	14	σπουδῇ,	21	con	direct
romanos	12	8	15	ὁ	22	alegría.	direct
romanos	12	8	16	ἐλεῶν	-	-	missing
romanos	12	8	17	ἐν	-	-	missing
romanos	12	8	18	ἱλαρότητι.	-	-	missing
