BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	11	30	01	ὥσπερ	01	Pues	direct
romanos	11	30	02	⸀γὰρ	02	así	direct
romanos	11	30	03	ὑμεῖς	04	ustedes	direct
romanos	11	30	04	ποτε	05	en	direct
romanos	11	30	05	ἠπειθήσατε	06	otro	direct
romanos	11	30	06	τῷ	07	tiempo	direct
romanos	11	30	07	θεῷ,	08	fueron	direct
romanos	11	30	08	νῦν	12,13	pero ahora	expanded
romanos	11	30	09	δὲ	12,13	pero ahora	shared
romanos	11	30	10	ἠλεήθητε	14	se	direct
romanos	11	30	11	τῇ	15,16	les ha	expanded
romanos	11	30	12	τούτων	17	mostrado	direct
romanos	11	30	13	ἀπειθείᾳ,	18	misericordia	direct
