paso13_action_support_id	book	chapter	verse	reference	stream_index	predication_id	subject_support	verb_support	scope_support	paso9_candidate_labels	continuity_field_state	minimal_action_support	confidence	evidence	final_action_statement_assigned
P1300840	1corintios	14	38	14:38	840	1corintios-14-38-P01	unknown	ἀγνοεῖ		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	sujeto no resuelto — ἀγνοεῖ	low	"[""verb:ἀγνοεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300841	1corintios	14	38	14:38	841	1corintios-14-38-P02	implicit-3S	ἀγνοεῖται		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3S — ἀγνοεῖται	low	"[""verb:ἀγνοεῖται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300842	1corintios	14	39	14:39	842	1corintios-14-39-P01	implicit-2P	ζηλοῦτε		"[""RESULTADO"", ""ACLARA""]"	unstable	implicit-2P — ζηλοῦτε	low	"[""verb:ζηλοῦτε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:RESULTADO,ACLARA""]"	False
P1300843	1corintios	14	39	14:39	843	1corintios-14-39-P02	implicit-2P	κωλύετε		"[""EXPONE""]"	stable	implicit-2P — κωλύετε	low	"[""verb:κωλύετε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300844	1corintios	14	40	14:40	844	1corintios-14-40-P01	implicit-3S	γινέσθω		"[""ACLARA""]"	unstable	implicit-3S — γινέσθω	low	"[""verb:γινέσθω"", ""subject:implicit-3S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300845	1corintios	15	1	15:1	845	1corintios-15-1-P01	implicit-1S	γνωρίζω		"[""ACLARA""]"	transitioning	implicit-1S — γνωρίζω	low	"[""verb:γνωρίζω"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300846	1corintios	15	1	15:1	846	1corintios-15-1-P02	implicit-1S	εὐηγγελισάμην		"[""EXPONE""]"	stable	implicit-1S — εὐηγγελισάμην	low	"[""verb:εὐηγγελισάμην"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300847	1corintios	15	1	15:1	847	1corintios-15-1-P03	implicit-2P	παρελάβετε		"[""ACLARA""]"	transitioning	implicit-2P — παρελάβετε	low	"[""verb:παρελάβετε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300848	1corintios	15	1	15:1	848	1corintios-15-1-P04	implicit-2P	ἑστήκατε		"[""EXPONE""]"	stable	implicit-2P — ἑστήκατε	low	"[""verb:ἑστήκατε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300849	1corintios	15	2	15:2	849	1corintios-15-2-P01	implicit-2P	σῴζεσθε		"[""EXPONE""]"	stable	implicit-2P — σῴζεσθε	low	"[""verb:σῴζεσθε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300850	1corintios	15	2	15:2	850	1corintios-15-2-P02	implicit-1S	εὐηγγελισάμην		"[""ACLARA""]"	unstable	implicit-1S — εὐηγγελισάμην	low	"[""verb:εὐηγγελισάμην"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300851	1corintios	15	2	15:2	851	1corintios-15-2-P03	implicit-2P	κατέχετε		"[""ACLARA""]"	transitioning	implicit-2P — κατέχετε	low	"[""verb:κατέχετε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300852	1corintios	15	2	15:2	852	1corintios-15-2-P04	implicit-2P	ἐπιστεύσατε		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-2P — ἐπιστεύσατε	low	"[""verb:ἐπιστεύσατε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300853	1corintios	15	3	15:3	853	1corintios-15-3-P01	implicit-1S	παρέδωκα		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	implicit-1S — παρέδωκα	low	"[""verb:παρέδωκα"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300854	1corintios	15	3	15:3	854	1corintios-15-3-P02	implicit-1S	παρέλαβον		"[""EXPONE""]"	stable	implicit-1S — παρέλαβον	low	"[""verb:παρέλαβον"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300855	1corintios	15	3	15:3	855	1corintios-15-3-P03	unknown	ἀπέθανεν		"[""ACLARA""]"	transitioning	sujeto no resuelto — ἀπέθανεν	low	"[""verb:ἀπέθανεν"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300856	1corintios	15	4	15:4	856	1corintios-15-4-P01	implicit-3S	ἐτάφη		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-3S — ἐτάφη	low	"[""verb:ἐτάφη"", ""subject:implicit-3S"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300857	1corintios	15	4	15:4	857	1corintios-15-4-P02	implicit-3S	ἐγήγερται		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-3S — ἐγήγερται	low	"[""verb:ἐγήγερται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300858	1corintios	15	5	15:5	858	1corintios-15-5-P01	implicit-3S	ὤφθη		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-3S — ὤφθη	low	"[""verb:ὤφθη"", ""subject:implicit-3S"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300859	1corintios	15	6	15:6	859	1corintios-15-6-P01	implicit-3S	ὤφθη		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-3S — ὤφθη	low	"[""verb:ὤφθη"", ""subject:implicit-3S"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300860	1corintios	15	6	15:6	860	1corintios-15-6-P02	unknown	μένουσιν		"[""ACLARA""]"	recovering	sujeto no resuelto — μένουσιν	low	"[""verb:μένουσιν"", ""subject:unknown"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300861	1corintios	15	6	15:6	861	1corintios-15-6-P03	implicit-3P	ἐκοιμήθησαν		"[""EXPONE""]"	stable	implicit-3P — ἐκοιμήθησαν	low	"[""verb:ἐκοιμήθησαν"", ""subject:implicit-3P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300862	1corintios	15	7	15:7	862	1corintios-15-7-P01	implicit-3S	ὤφθη		"[""ACLARA""]"	recovering	implicit-3S — ὤφθη	low	"[""verb:ὤφθη"", ""subject:implicit-3S"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300863	1corintios	15	8	15:8	863	1corintios-15-8-P01	implicit-3S	ὤφθη		"[""EXPONE""]"	stable	implicit-3S — ὤφθη	low	"[""verb:ὤφθη"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300864	1corintios	15	9	15:9	864	1corintios-15-9-P01	implicit-1S	εἰμι		"[""ACLARA""]"	transitioning	implicit-1S — εἰμι	low	"[""verb:εἰμι"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300865	1corintios	15	9	15:9	865	1corintios-15-9-P02	implicit-1S	εἰμὶ		"[""EXPONE""]"	stable	implicit-1S — εἰμὶ	low	"[""verb:εἰμὶ"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300866	1corintios	15	9	15:9	866	1corintios-15-9-P03	implicit-1S	ἐδίωξα		"[""EXPONE""]"	stable	implicit-1S — ἐδίωξα	low	"[""verb:ἐδίωξα"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300867	1corintios	15	10	15:10	867	1corintios-15-10-P01	implicit-1S	εἰμι		"[""EXPONE""]"	stable	implicit-1S — εἰμι	low	"[""verb:εἰμι"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300868	1corintios	15	10	15:10	868	1corintios-15-10-P02	implicit-1S	εἰμι		"[""EXPONE""]"	stable	implicit-1S — εἰμι	low	"[""verb:εἰμι"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300869	1corintios	15	10	15:10	869	1corintios-15-10-P03	unknown	ἐγενήθη		"[""ACLARA""]"	unstable	sujeto no resuelto — ἐγενήθη	low	"[""verb:ἐγενήθη"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300870	1corintios	15	10	15:10	870	1corintios-15-10-P04	implicit-1S	ἐκοπίασα		"[""ACLARA""]"	unstable	implicit-1S — ἐκοπίασα	low	"[""verb:ἐκοπίασα"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300871	1corintios	15	11	15:11	871	1corintios-15-11-P01	implicit-1P	κηρύσσομεν		"[""ACLARA""]"	recovering	implicit-1P — κηρύσσομεν	low	"[""verb:κηρύσσομεν"", ""subject:implicit-1P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300872	1corintios	15	11	15:11	872	1corintios-15-11-P02	implicit-2P	ἐπιστεύσατε		"[""ACLARA""]"	unstable	implicit-2P — ἐπιστεύσατε	low	"[""verb:ἐπιστεύσατε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300873	1corintios	15	12	15:12	873	1corintios-15-12-P01	unknown	κηρύσσεται		"[""ACLARA""]"	unstable	sujeto no resuelto — κηρύσσεται	low	"[""verb:κηρύσσεται"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300874	1corintios	15	12	15:12	874	1corintios-15-12-P02	implicit-3S	ἐγήγερται		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3S — ἐγήγερται	low	"[""verb:ἐγήγερται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300875	1corintios	15	12	15:12	875	1corintios-15-12-P03	implicit-3P	λέγουσιν		"[""RAZÓN"", ""ACLARA""]"	recovering	implicit-3P — λέγουσιν	low	"[""verb:λέγουσιν"", ""subject:implicit-3P"", ""field:recovering"", ""paso9:RAZÓN,ACLARA""]"	False
P1300876	1corintios	15	12	15:12	876	1corintios-15-12-P04	unknown	ἔστιν		"[""ACLARA""]"	recovering	sujeto no resuelto — ἔστιν	low	"[""verb:ἔστιν"", ""subject:unknown"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300877	1corintios	15	13	15:13	877	1corintios-15-13-P01	unknown	ἔστιν		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	sujeto no resuelto — ἔστιν	low	"[""verb:ἔστιν"", ""subject:unknown"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300878	1corintios	15	13	15:13	878	1corintios-15-13-P02	unknown	ἐγήγερται		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — ἐγήγερται	low	"[""verb:ἐγήγερται"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300879	1corintios	15	14	15:14	879	1corintios-15-14-P01	unknown	ἐγήγερται		"[""EXPONE""]"	stable	sujeto no resuelto — ἐγήγερται	low	"[""verb:ἐγήγερται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300880	1corintios	15	15	15:15	880	1corintios-15-15-P01	implicit-1P	εὑρισκόμεθα		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	implicit-1P — εὑρισκόμεθα	low	"[""verb:εὑρισκόμεθα"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300881	1corintios	15	15	15:15	881	1corintios-15-15-P02	implicit-1P	ἐμαρτυρήσαμεν		"[""EXPONE""]"	stable	implicit-1P — ἐμαρτυρήσαμεν	low	"[""verb:ἐμαρτυρήσαμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300882	1corintios	15	15	15:15	882	1corintios-15-15-P03	implicit-3S	ἤγειρεν		"[""RAZÓN"", ""ACLARA""]"	transitioning	implicit-3S — ἤγειρεν	low	"[""verb:ἤγειρεν"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:RAZÓN,ACLARA""]"	False
P1300883	1corintios	15	15	15:15	883	1corintios-15-15-P04	implicit-3S	ἤγειρεν		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-3S — ἤγειρεν	low	"[""verb:ἤγειρεν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300884	1corintios	15	15	15:15	884	1corintios-15-15-P05	unknown	ἐγείρονται		"[""ACLARA""]"	recovering	sujeto no resuelto — ἐγείρονται	low	"[""verb:ἐγείρονται"", ""subject:unknown"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300885	1corintios	15	16	15:16	885	1corintios-15-16-P01	unknown	ἐγείρονται		"[""EXPONE""]"	stable	sujeto no resuelto — ἐγείρονται	low	"[""verb:ἐγείρονται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300886	1corintios	15	16	15:16	886	1corintios-15-16-P02	unknown	ἐγήγερται		"[""CONDICIÓN"", ""ACLARA""]"	recovering	sujeto no resuelto — ἐγήγερται	low	"[""verb:ἐγήγερται"", ""subject:unknown"", ""field:recovering"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300887	1corintios	15	17	15:17	887	1corintios-15-17-P01	unknown	ἐγήγερται		"[""EXPONE""]"	stable	sujeto no resuelto — ἐγήγερται	low	"[""verb:ἐγήγερται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300888	1corintios	15	17	15:17	888	1corintios-15-17-P02	implicit-2P	ἐστὲ		"[""CONDICIÓN"", ""ACLARA""]"	unstable	implicit-2P — ἐστὲ	low	"[""verb:ἐστὲ"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300889	1corintios	15	18	15:18	889	1corintios-15-18-P01	unknown	ἀπώλοντο		"[""ACLARA""]"	unstable	sujeto no resuelto — ἀπώλοντο	low	"[""verb:ἀπώλοντο"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300890	1corintios	15	19	15:19	890	1corintios-15-19-P01	implicit-1P	ἐσμὲν		"[""ACLARA""]"	unstable	implicit-1P — ἐσμὲν	low	"[""verb:ἐσμὲν"", ""subject:implicit-1P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300891	1corintios	15	19	15:19	891	1corintios-15-19-P02	implicit-1P	ἐσμέν		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-1P — ἐσμέν	low	"[""verb:ἐσμέν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300892	1corintios	15	20	15:20	892	1corintios-15-20-P01	unknown	ἐγήγερται		"[""ACLARA""]"	unstable	sujeto no resuelto — ἐγήγερται	low	"[""verb:ἐγήγερται"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300893	1corintios	15	22	15:22	893	1corintios-15-22-P01	unknown	ἀποθνῄσκουσιν		"[""ACLARA""]"	recovering	sujeto no resuelto — ἀποθνῄσκουσιν	low	"[""verb:ἀποθνῄσκουσιν"", ""subject:unknown"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300894	1corintios	15	22	15:22	894	1corintios-15-22-P02	unknown	ζῳοποιηθήσονται		"[""EXPONE""]"	stable	sujeto no resuelto — ζῳοποιηθήσονται	low	"[""verb:ζῳοποιηθήσονται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300895	1corintios	15	24	15:24	895	1corintios-15-24-P01	unknown	παραδιδῷ		"[""ACLARA""]"	recovering	sujeto no resuelto — παραδιδῷ	low	"[""verb:παραδιδῷ"", ""subject:unknown"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300896	1corintios	15	24	15:24	896	1corintios-15-24-P02	implicit-3S	καταργήσῃ		"[""EXPONE""]"	stable	implicit-3S — καταργήσῃ	low	"[""verb:καταργήσῃ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300897	1corintios	15	25	15:25	897	1corintios-15-25-P01	implicit-3S	δεῖ		"[""EXPONE""]"	stable	implicit-3S — δεῖ	low	"[""verb:δεῖ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300898	1corintios	15	25	15:25	898	1corintios-15-25-P02	implicit-3S	θῇ		"[""EXPONE""]"	stable	implicit-3S — θῇ	low	"[""verb:θῇ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300899	1corintios	15	26	15:26	899	1corintios-15-26-P01	unknown	καταργεῖται		"[""EXPONE""]"	stable	sujeto no resuelto — καταργεῖται	low	"[""verb:καταργεῖται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300900	1corintios	15	27	15:27	900	1corintios-15-27-P01	implicit-3S	ὑπέταξεν		"[""EXPONE""]"	stable	implicit-3S — ὑπέταξεν	low	"[""verb:ὑπέταξεν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300901	1corintios	15	27	15:27	901	1corintios-15-27-P02	implicit-3S	εἴπῃ		"[""EXPONE""]"	stable	implicit-3S — εἴπῃ	low	"[""verb:εἴπῃ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300902	1corintios	15	27	15:27	902	1corintios-15-27-P03	unknown	ὑποτέτακται		"[""EXPONE""]"	stable	sujeto no resuelto — ὑποτέτακται	low	"[""verb:ὑποτέτακται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300903	1corintios	15	28	15:28	903	1corintios-15-28-P01	implicit-3S	ὑποταγῇ		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-3S — ὑποταγῇ	low	"[""verb:ὑποταγῇ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300904	1corintios	15	28	15:28	904	1corintios-15-28-P02	unknown	ὑποταγήσεται		"[""EXPONE""]"	stable	sujeto no resuelto — ὑποταγήσεται	low	"[""verb:ὑποταγήσεται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300905	1corintios	15	28	15:28	905	1corintios-15-28-P03	implicit-3S	ᾖ		"[""EXPONE""]"	stable	implicit-3S — ᾖ	low	"[""verb:ᾖ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300906	1corintios	15	29	15:29	906	1corintios-15-29-P01	implicit-3P	ποιήσουσιν		"[""PROPÓSITO"", ""ACLARA""]"	recovering	implicit-3P — ποιήσουσιν	low	"[""verb:ποιήσουσιν"", ""subject:implicit-3P"", ""field:recovering"", ""paso9:PROPÓSITO,ACLARA""]"	False
P1300907	1corintios	15	29	15:29	907	1corintios-15-29-P02	unknown	ἐγείρονται		"[""EXPONE""]"	stable	sujeto no resuelto — ἐγείρονται	low	"[""verb:ἐγείρονται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300908	1corintios	15	29	15:29	908	1corintios-15-29-P03	implicit-3P	βαπτίζονται		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3P — βαπτίζονται	low	"[""verb:βαπτίζονται"", ""subject:implicit-3P"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300909	1corintios	15	30	15:30	909	1corintios-15-30-P01	implicit-1P	κινδυνεύομεν		"[""ACLARA""]"	transitioning	implicit-1P — κινδυνεύομεν	low	"[""verb:κινδυνεύομεν"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300910	1corintios	15	31	15:31	910	1corintios-15-31-P01	implicit-1S	ἀποθνῄσκω		"[""ACLARA""]"	recovering	implicit-1S — ἀποθνῄσκω	low	"[""verb:ἀποθνῄσκω"", ""subject:implicit-1S"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300911	1corintios	15	31	15:31	911	1corintios-15-31-P02	implicit-1S	ἔχω		"[""EXPONE""]"	stable	implicit-1S — ἔχω	low	"[""verb:ἔχω"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300912	1corintios	15	32	15:32	912	1corintios-15-32-P01	implicit-1S	ἐθηριομάχησα		"[""EXPONE""]"	stable	implicit-1S — ἐθηριομάχησα	low	"[""verb:ἐθηριομάχησα"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300913	1corintios	15	32	15:32	913	1corintios-15-32-P02	unknown	ἐγείρονται		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	sujeto no resuelto — ἐγείρονται	low	"[""verb:ἐγείρονται"", ""subject:unknown"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300914	1corintios	15	32	15:32	914	1corintios-15-32-P03	implicit-1P	φάγωμεν		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	implicit-1P — φάγωμεν	low	"[""verb:φάγωμεν"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300915	1corintios	15	32	15:32	915	1corintios-15-32-P04	implicit-1P	πίωμεν		"[""EXPONE""]"	stable	implicit-1P — πίωμεν	low	"[""verb:πίωμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300916	1corintios	15	32	15:32	916	1corintios-15-32-P05	implicit-1P	ἀποθνῄσκομεν		"[""EXPONE""]"	stable	implicit-1P — ἀποθνῄσκομεν	low	"[""verb:ἀποθνῄσκομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300917	1corintios	15	33	15:33	917	1corintios-15-33-P01	implicit-2P	πλανᾶσθε		"[""ACLARA""]"	unstable	implicit-2P — πλανᾶσθε	low	"[""verb:πλανᾶσθε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300918	1corintios	15	33	15:33	918	1corintios-15-33-P02	implicit-3P	φθείρουσιν		"[""ACLARA""]"	unstable	implicit-3P — φθείρουσιν	low	"[""verb:φθείρουσιν"", ""subject:implicit-3P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300919	1corintios	15	34	15:34	919	1corintios-15-34-P01	implicit-2P	ἐκνήψατε		"[""ACLARA""]"	unstable	implicit-2P — ἐκνήψατε	low	"[""verb:ἐκνήψατε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300920	1corintios	15	34	15:34	920	1corintios-15-34-P02	implicit-2P	ἁμαρτάνετε		"[""EXPONE""]"	stable	implicit-2P — ἁμαρτάνετε	low	"[""verb:ἁμαρτάνετε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300921	1corintios	15	34	15:34	921	1corintios-15-34-P03	unknown	ἔχουσιν		"[""ACLARA""]"	unstable	sujeto no resuelto — ἔχουσιν	low	"[""verb:ἔχουσιν"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300922	1corintios	15	34	15:34	922	1corintios-15-34-P04	implicit-1S	λαλῶ		"[""ACLARA""]"	unstable	implicit-1S — λαλῶ	low	"[""verb:λαλῶ"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300923	1corintios	15	35	15:35	923	1corintios-15-35-P01	implicit-3S	ἐρεῖ		"[""ACLARA""]"	unstable	implicit-3S — ἐρεῖ	low	"[""verb:ἐρεῖ"", ""subject:implicit-3S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300924	1corintios	15	35	15:35	924	1corintios-15-35-P02	implicit-3P	ἐγείρονται		"[""ACLARA""]"	recovering	implicit-3P — ἐγείρονται	low	"[""verb:ἐγείρονται"", ""subject:implicit-3P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300925	1corintios	15	35	15:35	925	1corintios-15-35-P03	implicit-3P	ἔρχονται		"[""EXPONE""]"	stable	implicit-3P — ἔρχονται	low	"[""verb:ἔρχονται"", ""subject:implicit-3P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300926	1corintios	15	36	15:36	926	1corintios-15-36-P01	implicit-2S	σπείρεις		"[""ACLARA""]"	unstable	implicit-2S — σπείρεις	low	"[""verb:σπείρεις"", ""subject:implicit-2S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300927	1corintios	15	36	15:36	927	1corintios-15-36-P02	implicit-3S	ζῳοποιεῖται		"[""ACLARA""]"	transitioning	implicit-3S — ζῳοποιεῖται	low	"[""verb:ζῳοποιεῖται"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300928	1corintios	15	36	15:36	928	1corintios-15-36-P03	implicit-3S	ἀποθάνῃ		"[""EXPONE""]"	stable	implicit-3S — ἀποθάνῃ	low	"[""verb:ἀποθάνῃ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300929	1corintios	15	37	15:37	929	1corintios-15-37-P01	implicit-2S	σπείρεις		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	implicit-2S — σπείρεις	low	"[""verb:σπείρεις"", ""subject:implicit-2S"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300930	1corintios	15	37	15:37	930	1corintios-15-37-P02	implicit-2S	σπείρεις		"[""EXPONE""]"	stable	implicit-2S — σπείρεις	low	"[""verb:σπείρεις"", ""subject:implicit-2S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300931	1corintios	15	37	15:37	931	1corintios-15-37-P03	implicit-3S	τύχοι		"[""ACLARA""]"	transitioning	implicit-3S — τύχοι	low	"[""verb:τύχοι"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300932	1corintios	15	38	15:38	932	1corintios-15-38-P01	unknown	δίδωσιν		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — δίδωσιν	low	"[""verb:δίδωσιν"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300933	1corintios	15	38	15:38	933	1corintios-15-38-P02	implicit-3S	ἠθέλησεν		"[""EXPONE""]"	stable	implicit-3S — ἠθέλησεν	low	"[""verb:ἠθέλησεν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300934	1corintios	15	41	15:41	934	1corintios-15-41-P01	implicit-3S	διαφέρει		"[""ACLARA"", ""EXPONE""]"	stable	implicit-3S — διαφέρει	low	"[""verb:διαφέρει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:ACLARA,EXPONE""]"	False
P1300935	1corintios	15	42	15:42	935	1corintios-15-42-P01	unknown	σπείρεται		"[""EXPONE""]"	stable	sujeto no resuelto — σπείρεται	low	"[""verb:σπείρεται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300936	1corintios	15	42	15:42	936	1corintios-15-42-P02	implicit-3S	ἐγείρεται		"[""EXPONE""]"	stable	implicit-3S — ἐγείρεται	low	"[""verb:ἐγείρεται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
