BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	10	01	παρακαλῶ	01	te	direct
filemon	1	10	02	σε	02	ruego	direct
filemon	1	10	03	περὶ	03,04,05	por mi hijo	expanded
filemon	1	10	04	τοῦ	06	Onésimo,	direct
filemon	1	10	05	ἐμοῦ	07	a	direct
filemon	1	10	06	τέκνου,	08	quien	direct
filemon	1	10	07	ὃν	09	he	direct
filemon	1	10	08	ἐγέννησα	10	engendrado	direct
filemon	1	10	09	ἐν	11,12,13	en mis prisiones;	expanded
filemon	1	10	10	τοῖς	-	-	missing
filemon	1	10	11	⸀δεσμοῖς	-	-	missing
filemon	1	10	12	Ὀνήσιμον,	-	-	missing
