BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	15	01	τάχα	02	quizá	direct
filemon	1	15	02	γὰρ	01	Porque	direct
filemon	1	15	03	διὰ	03	por	direct
filemon	1	15	04	τοῦτο	04	esto	direct
filemon	1	15	05	ἐχωρίσθη	05,06,07,08	se apartó de ti	expanded
filemon	1	15	06	πρὸς	09	por	direct
filemon	1	15	07	ὥραν	10,11	algún tiempo,	expanded
filemon	1	15	08	ἵνα	12,13	para que	expanded
filemon	1	15	09	αἰώνιον	18,19	para siempre,	expanded
filemon	1	15	10	αὐτὸν	14	lo	direct
filemon	1	15	11	ἀπέχῃς,	15,16,17	volvieras a recibir	expanded
