BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	7	01	⸀χαρὰν	06,07	mucho gozo	expanded
filemon	1	7	02	γὰρ	01	Pues	direct
filemon	1	7	03	⸂πολλὴν	06	mucho	shared
filemon	1	7	04	ἔσχον⸃	02,03,04,05	he llegado a tener	expanded
filemon	1	7	05	καὶ	08	y	direct
filemon	1	7	06	παράκλησιν	09	consuelo	direct
filemon	1	7	07	ἐπὶ	10	en	direct
filemon	1	7	08	τῇ	11	tu	direct
filemon	1	7	09	ἀγάπῃ	12	amor,	direct
filemon	1	7	10	σου,	11	tu	shared
filemon	1	7	11	ὅτι	13	porque	direct
filemon	1	7	12	τὰ	14	los	direct
filemon	1	7	13	σπλάγχνα	15	corazones	direct
filemon	1	7	14	τῶν	16,17	de los	expanded
filemon	1	7	15	ἁγίων	18	santos	direct
filemon	1	7	16	ἀναπέπαυται	19,20,21	han sido confortados	expanded
filemon	1	7	17	διὰ	22	por	direct
filemon	1	7	18	σοῦ,	23	ti,	direct
filemon	1	7	19	ἀδελφέ.	24	hermano.	direct
