BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	21	01	πεποιθὼς	01	Te	direct
filemon	1	21	02	τῇ	02,03	escribo confiado	expanded
filemon	1	21	03	ὑπακοῇ	04	en	direct
filemon	1	21	04	σου	05	tu	direct
filemon	1	21	05	ἔγραψά	06	obediencia,	direct
filemon	1	21	06	σοι,	07	sabiendo	direct
filemon	1	21	07	εἰδὼς	08	que	direct
filemon	1	21	08	ὅτι	14	que	direct
filemon	1	21	09	καὶ	15	digo.	expanded
filemon	1	21	10	ὑπὲρ	-	-	missing
filemon	1	21	11	⸀ἃ	-	-	missing
filemon	1	21	12	λέγω	-	-	missing
filemon	1	21	13	ποιήσεις.	-	-	missing
