BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	6	01	ὅπως	01	Ruego	direct
filemon	1	6	02	ἡ	03	la	direct
filemon	1	6	03	κοινωνία	04	comunión	direct
filemon	1	6	04	τῆς	05	de	direct
filemon	1	6	05	πίστεώς	06	tu	direct
filemon	1	6	06	σου	07	fe	direct
filemon	1	6	07	ἐνεργὴς	08	llegue	direct
filemon	1	6	08	γένηται	09	a	direct
filemon	1	6	09	ἐν	10,11,12	ser eficaz por	expanded
filemon	1	6	10	ἐπιγνώσει	13	el	direct
filemon	1	6	11	παντὸς	14	conocimiento	direct
filemon	1	6	12	ἀγαθοῦ	15	de	direct
filemon	1	6	13	⸀τοῦ	16	todo	direct
filemon	1	6	14	ἐν	17,18,19	lo bueno que	expanded
filemon	1	6	15	ἡμῖν	20	hay	direct
filemon	1	6	16	εἰς	21	en	direct
filemon	1	6	17	⸀Χριστόν·	22	ustedes	direct
