BOOK	CH	VS	REFERENCE	SOURCE_LINE	TOKEN_IN_VERSE	GREEK	LEMMA	POS	PARSING	MORPH	CATEGORY	FINITE	MOOD	PERSON	NUMBER	RAW
1corintios	6	5	1corintios 6:5	1754	7	ἔνι	ἔνι	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070605 V- 3PAI-S-- ἔνι ἔνι ἔνι ἔνι
1corintios	6	5	1corintios 6:5	1760	13	δυνήσεται	δύναμαι	V-	3FMI-S--	V-3FMI-S--	finite_counted	yes	indicative	3	S	070605 V- 3FMI-S-- δυνήσεται δυνήσεται δυνήσεται δύναμαι
1corintios	6	5	1corintios 6:5	1761	14	διακρῖναι	διακρίνω	V-	-AAN----	V--AAN----	nonfinite_infinitive	no				070605 V- -AAN---- διακρῖναι διακρῖναι διακρῖναι διακρίνω
1corintios	6	6	1corintios 6:6	1771	5	κρίνεται,	κρίνω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	070606 V- 3PPI-S-- κρίνεται, κρίνεται κρίνεται κρίνω
1corintios	6	7	1corintios 6:7	1782	7	ἐστιν	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070607 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
1corintios	6	7	1corintios 6:7	1785	10	ἔχετε	ἔχω	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	070607 V- 2PAI-P-- ἔχετε ἔχετε ἔχετε ἔχω
1corintios	6	7	1corintios 6:7	1792	17	ἀδικεῖσθε;	ἀδικέω	V-	2PPI-P--	V-2PPI-P--	finite_counted	yes	indicative	2	P	070607 V- 2PPI-P-- ἀδικεῖσθε; ἀδικεῖσθε ἀδικεῖσθε ἀδικέω
1corintios	6	7	1corintios 6:7	1797	22	ἀποστερεῖσθε;	ἀποστερέω	V-	2PPI-P--	V-2PPI-P--	finite_counted	yes	indicative	2	P	070607 V- 2PPI-P-- ἀποστερεῖσθε; ἀποστερεῖσθε ἀποστερεῖσθε ἀποστερέω
1corintios	6	8	1corintios 6:8	1800	3	ἀδικεῖτε	ἀδικέω	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	070608 V- 2PAI-P-- ἀδικεῖτε ἀδικεῖτε ἀδικεῖτε ἀδικέω
1corintios	6	8	1corintios 6:8	1802	5	ἀποστερεῖτε,	ἀποστερέω	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	070608 V- 2PAI-P-- ἀποστερεῖτε, ἀποστερεῖτε ἀποστερεῖτε ἀποστερέω
1corintios	6	9	1corintios 6:9	1808	3	οἴδατε	οἶδα	V-	2XAI-P--	V-2XAI-P--	finite_counted	yes	indicative	2	P	070609 V- 2XAI-P-- οἴδατε οἴδατε οἴδατε οἶδα
1corintios	6	9	1corintios 6:9	1814	9	κληρονομήσουσιν;	κληρονομέω	V-	3FAI-P--	V-3FAI-P--	finite_counted	yes	indicative	3	P	070609 V- 3FAI-P-- κληρονομήσουσιν; κληρονομήσουσιν κληρονομήσουσι(ν) κληρονομέω
1corintios	6	9	1corintios 6:9	1816	11	πλανᾶσθε·	πλανάω	V-	2PPD-P--	V-2PPD-P--	finite_counted	yes	imperative	2	P	070609 V- 2PPD-P-- πλανᾶσθε· πλανᾶσθε πλανᾶσθε πλανάω
1corintios	6	10	1corintios 6:10	1839	13	κληρονομήσουσιν.	κληρονομέω	V-	3FAI-P--	V-3FAI-P--	finite_counted	yes	indicative	3	P	070610 V- 3FAI-P-- κληρονομήσουσιν. κληρονομήσουσιν κληρονομήσουσι(ν) κληρονομέω
1corintios	6	11	1corintios 6:11	1843	4	ἦτε·	εἰμί	V-	2IAI-P--	V-2IAI-P--	finite_counted	yes	indicative	2	P	070611 V- 2IAI-P-- ἦτε· ἦτε ἦτε εἰμί
1corintios	6	11	1corintios 6:11	1845	6	ἀπελούσασθε,	ἀπολούομαι	V-	2AMI-P--	V-2AMI-P--	finite_counted	yes	indicative	2	P	070611 V- 2AMI-P-- ἀπελούσασθε, ἀπελούσασθε ἀπελούσασθε ἀπολούομαι
1corintios	6	11	1corintios 6:11	1847	8	ἡγιάσθητε,	ἁγιάζω	V-	2API-P--	V-2API-P--	finite_counted	yes	indicative	2	P	070611 V- 2API-P-- ἡγιάσθητε, ἡγιάσθητε ἡγιάσθητε ἁγιάζω
1corintios	6	11	1corintios 6:11	1849	10	ἐδικαιώθητε	δικαιόω	V-	2API-P--	V-2API-P--	finite_counted	yes	indicative	2	P	070611 V- 2API-P-- ἐδικαιώθητε ἐδικαιώθητε ἐδικαιώθητε δικαιόω
1corintios	6	12	1corintios 6:12	1865	3	ἔξεστιν·	ἔξεστι(ν)	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070612 V- 3PAI-S-- ἔξεστιν· ἔξεστιν ἔξεστι(ν) ἔξεστι(ν)
1corintios	6	12	1corintios 6:12	1869	7	συμφέρει.	συμφέρω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070612 V- 3PAI-S-- συμφέρει. συμφέρει συμφέρει συμφέρω
1corintios	6	12	1corintios 6:12	1872	10	ἔξεστιν·	ἔξεστι(ν)	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070612 V- 3PAI-S-- ἔξεστιν· ἔξεστιν ἔξεστι(ν) ἔξεστι(ν)
1corintios	6	12	1corintios 6:12	1876	14	ἐξουσιασθήσομαι	ἐξουσιάζω	V-	1FPI-S--	V-1FPI-S--	finite_counted	yes	indicative	1	S	070612 V- 1FPI-S-- ἐξουσιασθήσομαι ἐξουσιασθήσομαι ἐξουσιασθήσομαι ἐξουσιάζω
1corintios	6	13	1corintios 6:13	1895	17	καταργήσει.	καταργέω	V-	3FAI-S--	V-3FAI-S--	finite_counted	yes	indicative	3	S	070613 V- 3FAI-S-- καταργήσει. καταργήσει καταργήσει καταργέω
1corintios	6	14	1corintios 6:14	1916	7	ἤγειρεν	ἐγείρω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070614 V- 3AAI-S-- ἤγειρεν ἤγειρεν ἤγειρε(ν) ἐγείρω
1corintios	6	14	1corintios 6:14	1919	10	ἐξεγερεῖ	ἐξεγείρω	V-	3FAI-S--	V-3FAI-S--	finite_counted	yes	indicative	3	S	070614 V- 3FAI-S-- ἐξεγερεῖ ἐξεγερεῖ ἐξεγερεῖ ἐξεγείρω
1corintios	6	15	1corintios 6:15	1925	2	οἴδατε	οἶδα	V-	2XAI-P--	V-2XAI-P--	finite_counted	yes	indicative	2	P	070615 V- 2XAI-P-- οἴδατε οἴδατε οἴδατε οἶδα
1corintios	6	15	1corintios 6:15	1932	9	ἐστιν;	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070615 V- 3PAI-S-- ἐστιν; ἐστιν ἐστί(ν) εἰμί
1corintios	6	15	1corintios 6:15	1933	10	ἄρας	αἴρω	V-	-AAPNSM-	V--AAPNSM-	nonfinite_participle	no				070615 V- -AAPNSM- ἄρας ἄρας ἄρας αἴρω
1corintios	6	15	1corintios 6:15	1939	16	ποιήσω	ποιέω	V-	1AAS-S--	V-1AAS-S--	finite_counted	yes	subjunctive	1	S	070615 V- 1AAS-S-- ποιήσω ποιήσω ποιήσω ποιέω
1corintios	6	15	1corintios 6:15	1943	20	γένοιτο.	γίνομαι	V-	3AMO-S--	V-3AMO-S--	finite_counted	yes	optative	3	S	070615 V- 3AMO-S-- γένοιτο. γένοιτο γένοιτο γίνομαι
1corintios	6	16	1corintios 6:16	1946	3	οἴδατε	οἶδα	V-	2XAI-P--	V-2XAI-P--	finite_counted	yes	indicative	2	P	070616 V- 2XAI-P-- οἴδατε οἴδατε οἴδατε οἶδα
1corintios	6	16	1corintios 6:16	1949	6	κολλώμενος	κολλάομαι	V-	-PPPNSM-	V--PPPNSM-	nonfinite_participle	no				070616 V- -PPPNSM- κολλώμενος κολλώμενος κολλώμενος κολλάομαι
1corintios	6	16	1corintios 6:16	1954	11	ἐστιν;	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070616 V- 3PAI-S-- ἐστιν; ἐστιν ἐστί(ν) εἰμί
1corintios	6	16	1corintios 6:16	1955	12	Ἔσονται	εἰμί	V-	3FMI-P--	V-3FMI-P--	finite_counted	yes	indicative	3	P	070616 V- 3FMI-P-- Ἔσονται Ἔσονται ἔσονται εἰμί
1corintios	6	16	1corintios 6:16	1957	14	φησίν,	φημί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070616 V- 3PAI-S-- φησίν, φησίν φησί(ν) φημί
1corintios	6	17	1corintios 6:17	1965	3	κολλώμενος	κολλάομαι	V-	-PPPNSM-	V--PPPNSM-	nonfinite_participle	no				070617 V- -PPPNSM- κολλώμενος κολλώμενος κολλώμενος κολλάομαι
1corintios	6	17	1corintios 6:17	1970	8	ἐστιν.	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070617 V- 3PAI-S-- ἐστιν. ἐστιν ἐστί(ν) εἰμί
1corintios	6	18	1corintios 6:18	1971	1	φεύγετε	φεύγω	V-	2PAD-P--	V-2PAD-P--	finite_counted	yes	imperative	2	P	070618 V- 2PAD-P-- φεύγετε φεύγετε φεύγετε φεύγω
1corintios	6	18	1corintios 6:18	1978	8	ποιήσῃ	ποιέω	V-	3AAS-S--	V-3AAS-S--	finite_counted	yes	subjunctive	3	S	070618 V- 3AAS-S-- ποιήσῃ ποιήσῃ ποιήσῃ ποιέω
1corintios	6	18	1corintios 6:18	1983	13	ἐστιν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070618 V- 3PAI-S-- ἐστιν, ἐστιν ἐστί(ν) εἰμί
1corintios	6	18	1corintios 6:18	1986	16	πορνεύων	πορνεύω	V-	-PAPNSM-	V--PAPNSM-	nonfinite_participle	no				070618 V- -PAPNSM- πορνεύων πορνεύων πορνεύων πορνεύω
1corintios	6	18	1corintios 6:18	1991	21	ἁμαρτάνει.	ἁμαρτάνω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070618 V- 3PAI-S-- ἁμαρτάνει. ἁμαρτάνει ἁμαρτάνει ἁμαρτάνω
1corintios	6	19	1corintios 6:19	1994	3	οἴδατε	οἶδα	V-	2XAI-P--	V-2XAI-P--	finite_counted	yes	indicative	2	P	070619 V- 2XAI-P-- οἴδατε οἴδατε οἴδατε οἶδα
1corintios	6	19	1corintios 6:19	2005	14	ἐστιν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070619 V- 3PAI-S-- ἐστιν, ἐστιν ἐστί(ν) εἰμί
1corintios	6	19	1corintios 6:19	2007	16	ἔχετε	ἔχω	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	070619 V- 2PAI-P-- ἔχετε ἔχετε ἔχετε ἔχω
1corintios	6	19	1corintios 6:19	2012	21	ἐστὲ	εἰμί	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	070619 V- 2PAI-P-- ἐστὲ ἐστὲ ἐστέ εἰμί
1corintios	6	20	1corintios 6:20	2014	1	ἠγοράσθητε	ἀγοράζω	V-	2API-P--	V-2API-P--	finite_counted	yes	indicative	2	P	070620 V- 2API-P-- ἠγοράσθητε ἠγοράσθητε ἠγοράσθητε ἀγοράζω
1corintios	6	20	1corintios 6:20	2017	4	δοξάσατε	δοξάζω	V-	2AAD-P--	V-2AAD-P--	finite_counted	yes	imperative	2	P	070620 V- 2AAD-P-- δοξάσατε δοξάσατε δοξάσατε δοξάζω
1corintios	7	1	1corintios 7:1	2028	4	⸀ἐγράψατε,	γράφω	V-	2AAI-P--	V-2AAI-P--	finite_counted	yes	indicative	2	P	070701 V- 2AAI-P-- ⸀ἐγράψατε, ἐγράψατε ἐγράψατε γράφω
1corintios	7	1	1corintios 7:1	2033	9	ἅπτεσθαι·	ἅπτω	V-	-PMN----	V--PMN----	nonfinite_infinitive	no				070701 V- -PMN---- ἅπτεσθαι· ἅπτεσθαι ἅπτεσθαι ἅπτω
1corintios	7	2	1corintios 7:2	2042	9	ἐχέτω,	ἔχω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070702 V- 3PAD-S-- ἐχέτω, ἐχέτω ἐχέτω ἔχω
1corintios	7	2	1corintios 7:2	2048	15	ἐχέτω.	ἔχω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070702 V- 3PAD-S-- ἐχέτω. ἐχέτω ἐχέτω ἔχω
1corintios	7	3	1corintios 7:3	2055	7	ἀποδιδότω,	ἀποδίδωμι	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070703 V- 3PAD-S-- ἀποδιδότω, ἀποδιδότω ἀποδιδότω ἀποδίδωμι
1corintios	7	4	1corintios 7:4	2069	7	ἐξουσιάζει	ἐξουσιάζω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070704 V- 3PAI-S-- ἐξουσιάζει ἐξουσιάζει ἐξουσιάζει ἐξουσιάζω
1corintios	7	4	1corintios 7:4	2082	20	ἐξουσιάζει	ἐξουσιάζω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070704 V- 3PAI-S-- ἐξουσιάζει ἐξουσιάζει ἐξουσιάζει ἐξουσιάζω
1corintios	7	5	1corintios 7:5	2087	2	ἀποστερεῖτε	ἀποστερέω	V-	2PAD-P--	V-2PAD-P--	finite_counted	yes	imperative	2	P	070705 V- 2PAD-P-- ἀποστερεῖτε ἀποστερεῖτε ἀποστερεῖτε ἀποστερέω
1corintios	7	5	1corintios 7:5	2097	12	⸀σχολάσητε	σχολάζω	V-	2AAS-P--	V-2AAS-P--	finite_counted	yes	subjunctive	2	P	070705 V- 2AAS-P-- ⸀σχολάσητε σχολάσητε σχολάσητε σχολάζω
1corintios	7	5	1corintios 7:5	2105	20	⸀ἦτε,	εἰμί	V-	2PAS-P--	V-2PAS-P--	finite_counted	yes	subjunctive	2	P	070705 V- 2PAS-P-- ⸀ἦτε, ἦτε ἦτε εἰμί
1corintios	7	5	1corintios 7:5	2108	23	πειράζῃ	πειράζω	V-	3PAS-S--	V-3PAS-S--	finite_counted	yes	subjunctive	3	S	070705 V- 3PAS-S-- πειράζῃ πειράζῃ πειράζῃ πειράζω
1corintios	7	6	1corintios 7:6	2118	3	λέγω	λέγω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070706 V- 1PAI-S-- λέγω λέγω λέγω λέγω
1corintios	7	7	1corintios 7:7	2124	1	θέλω	θέλω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070707 V- 1PAI-S-- θέλω θέλω θέλω θέλω
1corintios	7	7	1corintios 7:7	2128	5	εἶναι	εἰμί	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				070707 V- -PAN---- εἶναι εἶναι εἶναι εἰμί
1corintios	7	7	1corintios 7:7	2135	12	⸂ἔχει	ἔχω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070707 V- 3PAI-S-- ⸂ἔχει ἔχει ἔχει ἔχω
1corintios	7	8	1corintios 7:8	2145	1	Λέγω	λέγω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070708 V- 1PAI-S-- Λέγω Λέγω λέγω λέγω
1corintios	7	8	1corintios 7:8	2155	11	μείνωσιν	μένω	V-	3AAS-P--	V-3AAS-P--	finite_counted	yes	subjunctive	3	P	070708 V- 3AAS-P-- μείνωσιν μείνωσιν μείνωσι(ν) μένω
1corintios	7	9	1corintios 7:9	2161	4	ἐγκρατεύονται,	ἐγκρατεύομαι	V-	3PMI-P--	V-3PMI-P--	finite_counted	yes	indicative	3	P	070709 V- 3PMI-P-- ἐγκρατεύονται, ἐγκρατεύονται ἐγκρατεύονται ἐγκρατεύομαι
1corintios	7	9	1corintios 7:9	2162	5	γαμησάτωσαν,	γαμέω	V-	3AAD-P--	V-3AAD-P--	finite_counted	yes	imperative	3	P	070709 V- 3AAD-P-- γαμησάτωσαν, γαμησάτωσαν γαμησάτωσαν γαμέω
1corintios	7	9	1corintios 7:9	2165	8	ἐστιν	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070709 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
1corintios	7	9	1corintios 7:9	2166	9	⸀γαμῆσαι	γαμέω	V-	-AAN----	V--AAN----	nonfinite_infinitive	no				070709 V- -AAN---- ⸀γαμῆσαι γαμῆσαι γαμῆσαι γαμέω
1corintios	7	9	1corintios 7:9	2168	11	πυροῦσθαι.	πυρόομαι	V-	-PPN----	V--PPN----	nonfinite_infinitive	no				070709 V- -PPN---- πυροῦσθαι. πυροῦσθαι πυροῦσθαι πυρόομαι
1corintios	7	10	1corintios 7:10	2171	3	γεγαμηκόσιν	γαμέω	V-	-XAPDPM-	V--XAPDPM-	nonfinite_participle	no				070710 V- -XAPDPM- γεγαμηκόσιν γεγαμηκόσιν γεγαμηκόσι(ν) γαμέω
1corintios	7	10	1corintios 7:10	2172	4	παραγγέλλω,	παραγγέλλω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070710 V- 1PAI-S-- παραγγέλλω, παραγγέλλω παραγγέλλω παραγγέλλω
1corintios	7	10	1corintios 7:10	2182	14	χωρισθῆναι—	χωρίζω	V-	-APN----	V--APN----	nonfinite_infinitive	no				070710 V- -APN---- χωρισθῆναι— χωρισθῆναι χωρισθῆναι χωρίζω
1corintios	7	11	1corintios 7:11	2186	4	χωρισθῇ,	χωρίζω	V-	3APS-S--	V-3APS-S--	finite_counted	yes	subjunctive	3	S	070711 V- 3APS-S-- χωρισθῇ, χωρισθῇ χωρισθῇ χωρίζω
1corintios	7	11	1corintios 7:11	2187	5	μενέτω	μένω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070711 V- 3PAD-S-- μενέτω μενέτω μενέτω μένω
1corintios	7	11	1corintios 7:11	2192	10	καταλλαγήτω—	καταλλάσσω	V-	3APD-S--	V-3APD-S--	finite_counted	yes	imperative	3	S	070711 V- 3APD-S-- καταλλαγήτω— καταλλαγήτω καταλλαγήτω καταλλάσσω
1corintios	7	11	1corintios 7:11	2197	15	ἀφιέναι.	ἀφίημι	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				070711 V- -PAN---- ἀφιέναι. ἀφιέναι ἀφιέναι ἀφίημι
1corintios	7	12	1corintios 7:12	2201	4	⸂λέγω	λέγω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070712 V- 1PAI-S-- ⸂λέγω λέγω λέγω λέγω
1corintios	7	12	1corintios 7:12	2210	13	ἔχει	ἔχω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070712 V- 3PAI-S-- ἔχει ἔχει ἔχει ἔχω
1corintios	7	12	1corintios 7:12	2214	17	συνευδοκεῖ	συνευδοκέω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070712 V- 3PAI-S-- συνευδοκεῖ συνευδοκεῖ συνευδοκεῖ συνευδοκέω
1corintios	7	12	1corintios 7:12	2215	18	οἰκεῖν	οἰκέω	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				070712 V- -PAN---- οἰκεῖν οἰκεῖν οἰκεῖν οἰκέω
1corintios	7	12	1corintios 7:12	2219	22	ἀφιέτω	ἀφίημι	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070712 V- 3PAD-S-- ἀφιέτω ἀφιέτω ἀφιέτω ἀφίημι
1corintios	7	13	1corintios 7:13	2225	5	ἔχει	ἔχω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070713 V- 3PAI-S-- ἔχει ἔχει ἔχει ἔχω
1corintios	7	13	1corintios 7:13	2230	10	συνευδοκεῖ	συνευδοκέω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070713 V- 3PAI-S-- συνευδοκεῖ συνευδοκεῖ συνευδοκεῖ συνευδοκέω
1corintios	7	13	1corintios 7:13	2231	11	οἰκεῖν	οἰκέω	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				070713 V- -PAN---- οἰκεῖν οἰκεῖν οἰκεῖν οἰκέω
1corintios	7	13	1corintios 7:13	2235	15	ἀφιέτω	ἀφίημι	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070713 V- 3PAD-S-- ἀφιέτω ἀφιέτω ἀφιέτω ἀφίημι
1corintios	7	14	1corintios 7:14	2238	1	ἡγίασται	ἁγιάζω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	070714 V- 3XPI-S-- ἡγίασται ἡγίασται ἡγίασται ἁγιάζω
1corintios	7	14	1corintios 7:14	2248	11	ἡγίασται	ἁγιάζω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	070714 V- 3XPI-S-- ἡγίασται ἡγίασται ἡγίασται ἁγιάζω
1corintios	7	14	1corintios 7:14	2262	25	ἐστιν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070714 V- 3PAI-S-- ἐστιν, ἐστιν ἐστί(ν) εἰμί
1corintios	7	14	1corintios 7:14	2266	29	ἐστιν.	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070714 V- 3PAI-S-- ἐστιν. ἐστιν ἐστί(ν) εἰμί
1corintios	7	15	1corintios 7:15	2271	5	χωρίζεται,	χωρίζω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	070715 V- 3PPI-S-- χωρίζεται, χωρίζεται χωρίζεται χωρίζω
1corintios	7	15	1corintios 7:15	2272	6	χωριζέσθω·	χωρίζω	V-	3PPD-S--	V-3PPD-S--	finite_counted	yes	imperative	3	S	070715 V- 3PPD-S-- χωριζέσθω· χωριζέσθω χωριζέσθω χωρίζω
1corintios	7	15	1corintios 7:15	2274	8	δεδούλωται	δουλόω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	070715 V- 3XPI-S-- δεδούλωται δεδούλωται δεδούλωται δουλόω
1corintios	7	15	1corintios 7:15	2286	20	κέκληκεν	καλέω	V-	3XAI-S--	V-3XAI-S--	finite_counted	yes	indicative	3	S	070715 V- 3XAI-S-- κέκληκεν κέκληκεν κέκληκε(ν) καλέω
1corintios	7	16	1corintios 7:16	2292	3	οἶδας,	οἶδα	V-	2XAI-S--	V-2XAI-S--	finite_counted	yes	indicative	2	S	070716 V- 2XAI-S-- οἶδας, οἶδας οἶδας οἶδα
1corintios	7	16	1corintios 7:16	2297	8	σώσεις;	σῴζω	V-	2FAI-S--	V-2FAI-S--	finite_counted	yes	indicative	2	S	070716 V- 2FAI-S-- σώσεις; σώσεις σώσεις σῴζω
1corintios	7	16	1corintios 7:16	2300	11	οἶδας,	οἶδα	V-	2XAI-S--	V-2XAI-S--	finite_counted	yes	indicative	2	S	070716 V- 2XAI-S-- οἶδας, οἶδας οἶδας οἶδα
1corintios	7	16	1corintios 7:16	2305	16	σώσεις;	σῴζω	V-	2FAI-S--	V-2FAI-S--	finite_counted	yes	indicative	2	S	070716 V- 2FAI-S-- σώσεις; σώσεις σώσεις σῴζω
1corintios	7	17	1corintios 7:17	2310	5	⸀ἐμέρισεν	μερίζω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070717 V- 3AAI-S-- ⸀ἐμέρισεν ἐμέρισεν ἐμέρισε(ν) μερίζω
1corintios	7	17	1corintios 7:17	2315	10	κέκληκεν	καλέω	V-	3XAI-S--	V-3XAI-S--	finite_counted	yes	indicative	3	S	070717 V- 3XAI-S-- κέκληκεν κέκληκεν κέκληκε(ν) καλέω
1corintios	7	17	1corintios 7:17	2319	14	περιπατείτω·	περιπατέω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070717 V- 3PAD-S-- περιπατείτω· περιπατείτω περιπατείτω περιπατέω
1corintios	7	17	1corintios 7:17	2326	21	διατάσσομαι.	διατάσσω	V-	1PMI-S--	V-1PMI-S--	finite_counted	yes	indicative	1	S	070717 V- 1PMI-S-- διατάσσομαι. διατάσσομαι διατάσσομαι διατάσσω
1corintios	7	18	1corintios 7:18	2327	1	περιτετμημένος	περιτέμνω	V-	-XPPNSM-	V--XPPNSM-	nonfinite_participle	no				070718 V- -XPPNSM- περιτετμημένος περιτετμημένος περιτετμημένος περιτέμνω
1corintios	7	18	1corintios 7:18	2329	3	ἐκλήθη;	καλέω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	070718 V- 3API-S-- ἐκλήθη; ἐκλήθη ἐκλήθη καλέω
1corintios	7	18	1corintios 7:18	2331	5	ἐπισπάσθω·	ἐπισπάομαι	V-	3PMD-S--	V-3PMD-S--	finite_counted	yes	imperative	3	S	070718 V- 3PMD-S-- ἐπισπάσθω· ἐπισπάσθω ἐπισπάσθω ἐπισπάομαι
1corintios	7	18	1corintios 7:18	2334	8	⸂κέκληταί	καλέω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	070718 V- 3XPI-S-- ⸂κέκληταί κέκληταί κέκληται καλέω
1corintios	7	18	1corintios 7:18	2337	11	περιτεμνέσθω.	περιτέμνω	V-	3PPD-S--	V-3PPD-S--	finite_counted	yes	imperative	3	S	070718 V- 3PPD-S-- περιτεμνέσθω. περιτεμνέσθω περιτεμνέσθω περιτέμνω
1corintios	7	19	1corintios 7:19	2341	4	ἐστιν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070719 V- 3PAI-S-- ἐστιν, ἐστιν ἐστί(ν) εἰμί
1corintios	7	19	1corintios 7:19	2346	9	ἐστιν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070719 V- 3PAI-S-- ἐστιν, ἐστιν ἐστί(ν) εἰμί
1corintios	7	20	1corintios 7:20	2356	6	ἐκλήθη	καλέω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	070720 V- 3API-S-- ἐκλήθη ἐκλήθη ἐκλήθη καλέω
1corintios	7	20	1corintios 7:20	2359	9	μενέτω.	μένω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070720 V- 3PAD-S-- μενέτω. μενέτω μενέτω μένω
1corintios	7	21	1corintios 7:21	2361	2	ἐκλήθης;	καλέω	V-	2API-S--	V-2API-S--	finite_counted	yes	indicative	2	S	070721 V- 2API-S-- ἐκλήθης; ἐκλήθης ἐκλήθης καλέω
1corintios	7	21	1corintios 7:21	2364	5	μελέτω·	μέλει	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	070721 V- 3PAD-S-- μελέτω· μελέτω μελέτω μέλει
1corintios	7	21	1corintios 7:21	2368	9	δύνασαι	δύναμαι	V-	2PMI-S--	V-2PMI-S--	finite_counted	yes	indicative	2	S	070721 V- 2PMI-S-- δύνασαι δύνασαι δύνασαι δύναμαι
1corintios	7	21	1corintios 7:21	2370	11	γενέσθαι,	γίνομαι	V-	-AMN----	V--AMN----	nonfinite_infinitive	no				070721 V- -AMN---- γενέσθαι, γενέσθαι γενέσθαι γίνομαι
