BOOK	CH	VS	REFERENCE	SOURCE_LINE	TOKEN_IN_VERSE	GREEK	LEMMA	POS	PARSING	MORPH	CATEGORY	FINITE	MOOD	PERSON	NUMBER	RAW
1corintios	1	2	1corintios 1:2	17	5	⸂ἡγιασμένοις	ἁγιάζω	V-	-XPPDPM-	V--XPPDPM-	nonfinite_participle	no				070102 V- -XPPDPM- ⸂ἡγιασμένοις ἡγιασμένοις ἡγιασμένοις ἁγιάζω
1corintios	1	2	1corintios 1:2	22	10	οὔσῃ	εἰμί	V-	-PAPDSF-	V--PAPDSF-	nonfinite_participle	no				070102 V- -PAPDSF- οὔσῃ οὔσῃ οὔσῃ εἰμί
1corintios	1	2	1corintios 1:2	30	18	ἐπικαλουμένοις	ἐπικαλέω	V-	-PMPDPM-	V--PMPDPM-	nonfinite_participle	no				070102 V- -PMPDPM- ἐπικαλουμένοις ἐπικαλουμένοις ἐπικαλουμένοις ἐπικαλέω
1corintios	1	4	1corintios 1:4	56	1	Εὐχαριστῶ	εὐχαριστέω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070104 V- 1PAI-S-- Εὐχαριστῶ Εὐχαριστῶ εὐχαριστῶ εὐχαριστέω
1corintios	1	4	1corintios 1:4	69	14	δοθείσῃ	δίδωμι	V-	-APPDSF-	V--APPDSF-	nonfinite_participle	no				070104 V- -APPDSF- δοθείσῃ δοθείσῃ δοθείσῃ δίδωμι
1corintios	1	5	1corintios 1:5	77	4	ἐπλουτίσθητε	πλουτίζω	V-	2API-P--	V-2API-P--	finite_counted	yes	indicative	2	P	070105 V- 2API-P-- ἐπλουτίσθητε ἐπλουτίσθητε ἐπλουτίσθητε πλουτίζω
1corintios	1	6	1corintios 1:6	91	6	ἐβεβαιώθη	βεβαιόω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	070106 V- 3API-S-- ἐβεβαιώθη ἐβεβαιώθη ἐβεβαιώθη βεβαιόω
1corintios	1	7	1corintios 1:7	97	4	ὑστερεῖσθαι	ὑστερέω	V-	-PPN----	V--PPN----	nonfinite_infinitive	no				070107 V- -PPN---- ὑστερεῖσθαι ὑστερεῖσθαι ὑστερεῖσθαι ὑστερέω
1corintios	1	7	1corintios 1:7	101	8	ἀπεκδεχομένους	ἀπεκδέχομαι	V-	-PMPAPM-	V--PMPAPM-	nonfinite_participle	no				070107 V- -PMPAPM- ἀπεκδεχομένους ἀπεκδεχομένους ἀπεκδεχομένους ἀπεκδέχομαι
1corintios	1	8	1corintios 1:8	111	3	βεβαιώσει	βεβαιόω	V-	3FAI-S--	V-3FAI-S--	finite_counted	yes	indicative	3	S	070108 V- 3FAI-S-- βεβαιώσει βεβαιώσει βεβαιώσει βεβαιόω
1corintios	1	9	1corintios 1:9	129	6	ἐκλήθητε	καλέω	V-	2API-P--	V-2API-P--	finite_counted	yes	indicative	2	P	070109 V- 2API-P-- ἐκλήθητε ἐκλήθητε ἐκλήθητε καλέω
1corintios	1	10	1corintios 1:10	140	1	Παρακαλῶ	παρακαλέω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070110 V- 1PAI-S-- Παρακαλῶ Παρακαλῶ παρακαλῶ παρακαλέω
1corintios	1	10	1corintios 1:10	155	16	λέγητε	λέγω	V-	2PAS-P--	V-2PAS-P--	finite_counted	yes	subjunctive	2	P	070110 V- 2PAS-P-- λέγητε λέγητε λέγητε λέγω
1corintios	1	10	1corintios 1:10	159	20	ᾖ	εἰμί	V-	3PAS-S--	V-3PAS-S--	finite_counted	yes	subjunctive	3	S	070110 V- 3PAS-S-- ᾖ ᾖ ᾖ εἰμί
1corintios	1	10	1corintios 1:10	163	24	ἦτε	εἰμί	V-	2PAS-P--	V-2PAS-P--	finite_counted	yes	subjunctive	2	P	070110 V- 2PAS-P-- ἦτε ἦτε ἦτε εἰμί
1corintios	1	10	1corintios 1:10	165	26	κατηρτισμένοι	καταρτίζω	V-	-XPPNPM-	V--XPPNPM-	nonfinite_participle	no				070110 V- -XPPNPM- κατηρτισμένοι κατηρτισμένοι κατηρτισμένοι καταρτίζω
1corintios	1	11	1corintios 1:11	175	1	ἐδηλώθη	δηλόω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	070111 V- 3API-S-- ἐδηλώθη ἐδηλώθη ἐδηλώθη δηλόω
1corintios	1	11	1corintios 1:11	189	15	εἰσιν.	εἰμί	V-	3PAI-P--	V-3PAI-P--	finite_counted	yes	indicative	3	P	070111 V- 3PAI-P-- εἰσιν. εἰσιν εἰσί(ν) εἰμί
1corintios	1	12	1corintios 1:12	190	1	λέγω	λέγω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070112 V- 1PAI-S-- λέγω λέγω λέγω λέγω
1corintios	1	12	1corintios 1:12	196	7	λέγει·	λέγω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070112 V- 3PAI-S-- λέγει· λέγει λέγει λέγω
1corintios	1	12	1corintios 1:12	199	10	εἰμι	εἰμί	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070112 V- 1PAI-S-- εἰμι εἰμι εἰμί εἰμί
1corintios	1	13	1corintios 1:13	210	1	μεμέρισται	μερίζω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	070113 V- 3XPI-S-- μεμέρισται μεμέρισται μεμέρισται μερίζω
1corintios	1	13	1corintios 1:13	215	6	ἐσταυρώθη	σταυρόω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	070113 V- 3API-S-- ἐσταυρώθη ἐσταυρώθη ἐσταυρώθη σταυρόω
1corintios	1	13	1corintios 1:13	223	14	ἐβαπτίσθητε;	βαπτίζω	V-	2API-P--	V-2API-P--	finite_counted	yes	indicative	2	P	070113 V- 2API-P-- ἐβαπτίσθητε; ἐβαπτίσθητε ἐβαπτίσθητε βαπτίζω
1corintios	1	14	1corintios 1:14	224	1	⸀εὐχαριστῶ	εὐχαριστέω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	070114 V- 1PAI-S-- ⸀εὐχαριστῶ εὐχαριστῶ εὐχαριστῶ εὐχαριστέω
1corintios	1	14	1corintios 1:14	228	5	ἐβάπτισα	βαπτίζω	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	070114 V- 1AAI-S-- ἐβάπτισα ἐβάπτισα ἐβάπτισα βαπτίζω
1corintios	1	15	1corintios 1:15	237	4	εἴπῃ	λέγω	V-	3AAS-S--	V-3AAS-S--	finite_counted	yes	subjunctive	3	S	070115 V- 3AAS-S-- εἴπῃ εἴπῃ εἴπῃ λέγω
1corintios	1	15	1corintios 1:15	243	10	⸀ἐβαπτίσθητε·	βαπτίζω	V-	2API-P--	V-2API-P--	finite_counted	yes	indicative	2	P	070115 V- 2API-P-- ⸀ἐβαπτίσθητε· ἐβαπτίσθητε ἐβαπτίσθητε βαπτίζω
1corintios	1	16	1corintios 1:16	244	1	ἐβάπτισα	βαπτίζω	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	070116 V- 1AAI-S-- ἐβάπτισα ἐβάπτισα ἐβάπτισα βαπτίζω
1corintios	1	16	1corintios 1:16	252	9	οἶδα	οἶδα	V-	1XAI-S--	V-1XAI-S--	finite_counted	yes	indicative	1	S	070116 V- 1XAI-S-- οἶδα οἶδα οἶδα οἶδα
1corintios	1	16	1corintios 1:16	256	13	ἐβάπτισα.	βαπτίζω	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	070116 V- 1AAI-S-- ἐβάπτισα. ἐβάπτισα ἐβάπτισα βαπτίζω
1corintios	1	17	1corintios 1:17	259	3	ἀπέστειλέν	ἀποστέλλω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070117 V- 3AAI-S-- ἀπέστειλέν ἀπέστειλέν ἀπέστειλε(ν) ἀποστέλλω
1corintios	1	17	1corintios 1:17	262	6	βαπτίζειν	βαπτίζω	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				070117 V- -PAN---- βαπτίζειν βαπτίζειν βαπτίζειν βαπτίζω
1corintios	1	17	1corintios 1:17	264	8	εὐαγγελίζεσθαι,	εὐαγγελίζω	V-	-PMN----	V--PMN----	nonfinite_infinitive	no				070117 V- -PMN---- εὐαγγελίζεσθαι, εὐαγγελίζεσθαι εὐαγγελίζεσθαι εὐαγγελίζω
1corintios	1	17	1corintios 1:17	271	15	κενωθῇ	κενόω	V-	3APS-S--	V-3APS-S--	finite_counted	yes	subjunctive	3	S	070117 V- 3APS-S-- κενωθῇ κενωθῇ κενωθῇ κενόω
1corintios	1	18	1corintios 1:18	284	9	ἀπολλυμένοις	ἀπόλλυμι	V-	-PMPDPM-	V--PMPDPM-	nonfinite_participle	no				070118 V- -PMPDPM- ἀπολλυμένοις ἀπολλυμένοις ἀπολλυμένοις ἀπόλλυμι
1corintios	1	18	1corintios 1:18	286	11	ἐστίν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070118 V- 3PAI-S-- ἐστίν, ἐστίν ἐστί(ν) εἰμί
1corintios	1	18	1corintios 1:18	289	14	σῳζομένοις	σῴζω	V-	-PPPDPM-	V--PPPDPM-	nonfinite_participle	no				070118 V- -PPPDPM- σῳζομένοις σῳζομένοις σῳζομένοις σῴζω
1corintios	1	18	1corintios 1:18	293	18	ἐστιν.	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070118 V- 3PAI-S-- ἐστιν. ἐστιν ἐστί(ν) εἰμί
1corintios	1	19	1corintios 1:19	294	1	γέγραπται	γράφω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	070119 V- 3XPI-S-- γέγραπται γέγραπται γέγραπται γράφω
1corintios	1	19	1corintios 1:19	296	3	Ἀπολῶ	ἀπόλλυμι	V-	1FAI-S--	V-1FAI-S--	finite_counted	yes	indicative	1	S	070119 V- 1FAI-S-- Ἀπολῶ Ἀπολῶ ἀπολῶ ἀπόλλυμι
1corintios	1	19	1corintios 1:19	306	13	ἀθετήσω.	ἀθετέω	V-	1FAI-S--	V-1FAI-S--	finite_counted	yes	indicative	1	S	070119 V- 1FAI-S-- ἀθετήσω. ἀθετήσω ἀθετήσω ἀθετέω
1corintios	1	20	1corintios 1:20	317	11	ἐμώρανεν	μωραίνω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070120 V- 3AAI-S-- ἐμώρανεν ἐμώρανεν ἐμώρανε(ν) μωραίνω
1corintios	1	21	1corintios 1:21	332	9	ἔγνω	γινώσκω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070121 V- 3AAI-S-- ἔγνω ἔγνω ἔγνω γινώσκω
1corintios	1	21	1corintios 1:21	340	17	εὐδόκησεν	εὐδοκέω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070121 V- 3AAI-S-- εὐδόκησεν εὐδόκησεν εὐδόκησε(ν) εὐδοκέω
1corintios	1	21	1corintios 1:21	348	25	σῶσαι	σῴζω	V-	-AAN----	V--AAN----	nonfinite_infinitive	no				070121 V- -AAN---- σῶσαι σῶσαι σῶσαι σῴζω
1corintios	1	21	1corintios 1:21	350	27	πιστεύοντας.	πιστεύω	V-	-PAPAPM-	V--PAPAPM-	nonfinite_participle	no				070121 V- -PAPAPM- πιστεύοντας. πιστεύοντας πιστεύοντας πιστεύω
1corintios	1	22	1corintios 1:22	355	5	αἰτοῦσιν	αἰτέω	V-	3PAI-P--	V-3PAI-P--	finite_counted	yes	indicative	3	P	070122 V- 3PAI-P-- αἰτοῦσιν αἰτοῦσιν αἰτοῦσι(ν) αἰτέω
1corintios	1	22	1corintios 1:22	359	9	ζητοῦσιν·	ζητέω	V-	3PAI-P--	V-3PAI-P--	finite_counted	yes	indicative	3	P	070122 V- 3PAI-P-- ζητοῦσιν· ζητοῦσιν ζητοῦσι(ν) ζητέω
1corintios	1	23	1corintios 1:23	362	3	κηρύσσομεν	κηρύσσω	V-	1PAI-P--	V-1PAI-P--	finite_counted	yes	indicative	1	P	070123 V- 1PAI-P-- κηρύσσομεν κηρύσσομεν κηρύσσομεν κηρύσσω
1corintios	1	23	1corintios 1:23	364	5	ἐσταυρωμένον,	σταυρόω	V-	-XPPASM-	V--XPPASM-	nonfinite_participle	no				070123 V- -XPPASM- ἐσταυρωμένον, ἐσταυρωμένον ἐσταυρωμένον σταυρόω
1corintios	1	25	1corintios 1:25	393	9	ἐστίν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070125 V- 3PAI-S-- ἐστίν, ἐστίν ἐστί(ν) εἰμί
1corintios	1	26	1corintios 1:26	402	1	Βλέπετε	βλέπω	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	070126 V- 2PAI-P-- Βλέπετε Βλέπετε βλέπετε βλέπω
1corintios	1	27	1corintios 1:27	425	6	ἐξελέξατο	ἐκλέγομαι	V-	3AMI-S--	V-3AMI-S--	finite_counted	yes	indicative	3	S	070127 V- 3AMI-S-- ἐξελέξατο ἐξελέξατο ἐξελέξατο ἐκλέγομαι
1corintios	1	27	1corintios 1:27	429	10	⸂καταισχύνῃ	καταισχύνω	V-	3PAS-S--	V-3PAS-S--	finite_counted	yes	subjunctive	3	S	070127 V- 3PAS-S-- ⸂καταισχύνῃ καταισχύνῃ καταισχύνῃ καταισχύνω
1corintios	1	27	1corintios 1:27	437	18	ἐξελέξατο	ἐκλέγομαι	V-	3AMI-S--	V-3AMI-S--	finite_counted	yes	indicative	3	S	070127 V- 3AMI-S-- ἐξελέξατο ἐξελέξατο ἐξελέξατο ἐκλέγομαι
1corintios	1	27	1corintios 1:27	441	22	καταισχύνῃ	καταισχύνω	V-	3PAS-S--	V-3PAS-S--	finite_counted	yes	subjunctive	3	S	070127 V- 3PAS-S-- καταισχύνῃ καταισχύνῃ καταισχύνῃ καταισχύνω
1corintios	1	28	1corintios 1:28	451	8	ἐξουθενημένα	ἐξουθενέω	V-	-XPPAPN-	V--XPPAPN-	nonfinite_participle	no				070128 V- -XPPAPN- ἐξουθενημένα ἐξουθενημένα ἐξουθενημένα ἐξουθενέω
1corintios	1	28	1corintios 1:28	452	9	ἐξελέξατο	ἐκλέγομαι	V-	3AMI-S--	V-3AMI-S--	finite_counted	yes	indicative	3	S	070128 V- 3AMI-S-- ἐξελέξατο ἐξελέξατο ἐξελέξατο ἐκλέγομαι
1corintios	1	28	1corintios 1:28	457	14	ὄντα,	εἰμί	V-	-PAPAPN-	V--PAPAPN-	nonfinite_participle	no				070128 V- -PAPAPN- ὄντα, ὄντα ὄντα εἰμί
1corintios	1	28	1corintios 1:28	460	17	ὄντα	εἰμί	V-	-PAPAPN-	V--PAPAPN-	nonfinite_participle	no				070128 V- -PAPAPN- ὄντα ὄντα ὄντα εἰμί
1corintios	1	28	1corintios 1:28	461	18	καταργήσῃ,	καταργέω	V-	3AAS-S--	V-3AAS-S--	finite_counted	yes	subjunctive	3	S	070128 V- 3AAS-S-- καταργήσῃ, καταργήσῃ καταργήσῃ καταργέω
1corintios	1	29	1corintios 1:29	464	3	καυχήσηται	καυχάομαι	V-	3AMS-S--	V-3AMS-S--	finite_counted	yes	subjunctive	3	S	070129 V- 3AMS-S-- καυχήσηται καυχήσηται καυχήσηται καυχάομαι
1corintios	1	30	1corintios 1:30	474	5	ἐστε	εἰμί	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	070130 V- 2PAI-P-- ἐστε ἐστε ἐστέ εἰμί
1corintios	1	30	1corintios 1:30	479	10	ἐγενήθη	γίνομαι	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	070130 V- 3API-S-- ἐγενήθη ἐγενήθη ἐγενήθη γίνομαι
1corintios	1	31	1corintios 1:31	492	3	γέγραπται·	γράφω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	070131 V- 3XPI-S-- γέγραπται· γέγραπται γέγραπται γράφω
1corintios	1	31	1corintios 1:31	494	5	καυχώμενος	καυχάομαι	V-	-PMPNSM-	V--PMPNSM-	nonfinite_participle	no				070131 V- -PMPNSM- καυχώμενος καυχώμενος καυχώμενος καυχάομαι
1corintios	1	31	1corintios 1:31	497	8	καυχάσθω.	καυχάομαι	V-	3PMD-S--	V-3PMD-S--	finite_counted	yes	imperative	3	S	070131 V- 3PMD-S-- καυχάσθω. καυχάσθω καυχάσθω καυχάομαι
1corintios	2	1	1corintios 2:1	499	2	ἐλθὼν	ἔρχομαι	V-	-AAPNSM-	V--AAPNSM-	nonfinite_participle	no				070201 V- -AAPNSM- ἐλθὼν ἐλθὼν ἐλθών ἔρχομαι
1corintios	2	1	1corintios 2:1	503	6	ἦλθον	ἔρχομαι	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	070201 V- 1AAI-S-- ἦλθον ἦλθον ἦλθον ἔρχομαι
1corintios	2	1	1corintios 2:1	510	13	καταγγέλλων	καταγγέλλω	V-	-PAPNSM-	V--PAPNSM-	nonfinite_participle	no				070201 V- -PAPNSM- καταγγέλλων καταγγέλλων καταγγέλλων καταγγέλλω
1corintios	2	2	1corintios 2:2	518	3	ἔκρινά	κρίνω	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	070202 V- 1AAI-S-- ἔκρινά ἔκρινά ἔκρινα κρίνω
1corintios	2	2	1corintios 2:2	520	5	εἰδέναι⸃	οἶδα	V-	-XAN----	V--XAN----	nonfinite_infinitive	no				070202 V- -XAN---- εἰδέναι⸃ εἰδέναι εἰδέναι οἶδα
1corintios	2	2	1corintios 2:2	529	14	ἐσταυρωμένον·	σταυρόω	V-	-XPPASM-	V--XPPASM-	nonfinite_participle	no				070202 V- -XPPASM- ἐσταυρωμένον· ἐσταυρωμένον ἐσταυρωμένον σταυρόω
1corintios	2	3	1corintios 2:3	540	11	ἐγενόμην	γίνομαι	V-	1AMI-S--	V-1AMI-S--	finite_counted	yes	indicative	1	S	070203 V- 1AMI-S-- ἐγενόμην ἐγενόμην ἐγενόμην γίνομαι
1corintios	2	5	1corintios 2:5	566	6	ᾖ	εἰμί	V-	3PAS-S--	V-3PAS-S--	finite_counted	yes	subjunctive	3	S	070205 V- 3PAS-S-- ᾖ ᾖ ᾖ εἰμί
1corintios	2	6	1corintios 2:6	576	3	λαλοῦμεν	λαλέω	V-	1PAI-P--	V-1PAI-P--	finite_counted	yes	indicative	1	P	070206 V- 1PAI-P-- λαλοῦμεν λαλοῦμεν λαλοῦμεν λαλέω
1corintios	2	6	1corintios 2:6	593	20	καταργουμένων·	καταργέω	V-	-PPPGPM-	V--PPPGPM-	nonfinite_participle	no				070206 V- -PPPGPM- καταργουμένων· καταργουμένων καταργουμένων καταργέω
1corintios	2	7	1corintios 2:7	595	2	λαλοῦμεν	λαλέω	V-	1PAI-P--	V-1PAI-P--	finite_counted	yes	indicative	1	P	070207 V- 1PAI-P-- λαλοῦμεν λαλοῦμεν λαλοῦμεν λαλέω
1corintios	2	7	1corintios 2:7	601	8	ἀποκεκρυμμένην,	ἀποκρύπτω	V-	-XPPASF-	V--XPPASF-	nonfinite_participle	no				070207 V- -XPPASF- ἀποκεκρυμμένην, ἀποκεκρυμμένην ἀποκεκρυμμένην ἀποκρύπτω
1corintios	2	7	1corintios 2:7	603	10	προώρισεν	προορίζω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070207 V- 3AAI-S-- προώρισεν προώρισεν προώρισε(ν) προορίζω
1corintios	2	8	1corintios 2:8	619	8	ἔγνωκεν,	γινώσκω	V-	3XAI-S--	V-3XAI-S--	finite_counted	yes	indicative	3	S	070208 V- 3XAI-S-- ἔγνωκεν, ἔγνωκεν ἔγνωκε(ν) γινώσκω
1corintios	2	8	1corintios 2:8	622	11	ἔγνωσαν,	γινώσκω	V-	3AAI-P--	V-3AAI-P--	finite_counted	yes	indicative	3	P	070208 V- 3AAI-P-- ἔγνωσαν, ἔγνωσαν ἔγνωσαν γινώσκω
1corintios	2	8	1corintios 2:8	629	18	ἐσταύρωσαν·	σταυρόω	V-	3AAI-P--	V-3AAI-P--	finite_counted	yes	indicative	3	P	070208 V- 3AAI-P-- ἐσταύρωσαν· ἐσταύρωσαν ἐσταύρωσαν σταυρόω
1corintios	2	9	1corintios 2:9	632	3	γέγραπται·	γράφω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	070209 V- 3XPI-S-- γέγραπται· γέγραπται γέγραπται γράφω
1corintios	2	9	1corintios 2:9	636	7	εἶδεν	ὁράω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070209 V- 3AAI-S-- εἶδεν εἶδεν εἶδε(ν) ὁράω
1corintios	2	9	1corintios 2:9	640	11	ἤκουσεν	ἀκούω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070209 V- 3AAI-S-- ἤκουσεν ἤκουσεν ἤκουσε(ν) ἀκούω
1corintios	2	9	1corintios 2:9	646	17	ἀνέβη,	ἀναβαίνω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070209 V- 3AAI-S-- ἀνέβη, ἀνέβη ἀνέβη ἀναβαίνω
1corintios	2	9	1corintios 2:9	648	19	ἡτοίμασεν	ἑτοιμάζω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070209 V- 3AAI-S-- ἡτοίμασεν ἡτοίμασεν ἡτοίμασε(ν) ἑτοιμάζω
1corintios	2	9	1corintios 2:9	652	23	ἀγαπῶσιν	ἀγαπάω	V-	-PAPDPM-	V--PAPDPM-	nonfinite_participle	no				070209 V- -PAPDPM- ἀγαπῶσιν ἀγαπῶσιν ἀγαπῶσι(ν) ἀγαπάω
1corintios	2	10	1corintios 2:10	656	3	⸂ἀπεκάλυψεν	ἀποκαλύπτω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070210 V- 3AAI-S-- ⸂ἀπεκάλυψεν ἀπεκάλυψεν ἀπεκάλυψε(ν) ἀποκαλύπτω
1corintios	2	10	1corintios 2:10	666	13	ἐραυνᾷ,	ἐραυνάω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070210 V- 3PAI-S-- ἐραυνᾷ, ἐραυνᾷ ἐραυνᾷ ἐραυνάω
1corintios	2	11	1corintios 2:11	674	3	οἶδεν	οἶδα	V-	3XAI-S--	V-3XAI-S--	finite_counted	yes	indicative	3	S	070211 V- 3XAI-S-- οἶδεν οἶδεν οἶδε(ν) οἶδα
1corintios	2	11	1corintios 2:11	694	23	⸀ἔγνωκεν	γινώσκω	V-	3XAI-S--	V-3XAI-S--	finite_counted	yes	indicative	3	S	070211 V- 3XAI-S-- ⸀ἔγνωκεν ἔγνωκεν ἔγνωκε(ν) γινώσκω
1corintios	2	12	1corintios 2:12	708	8	ἐλάβομεν	λαμβάνω	V-	1AAI-P--	V-1AAI-P--	finite_counted	yes	indicative	1	P	070212 V- 1AAI-P-- ἐλάβομεν ἐλάβομεν ἐλάβομεν λαμβάνω
1corintios	2	12	1corintios 2:12	717	17	εἰδῶμεν	οἶδα	V-	1XAS-P--	V-1XAS-P--	finite_counted	yes	subjunctive	1	P	070212 V- 1XAS-P-- εἰδῶμεν εἰδῶμεν εἰδῶμεν οἶδα
1corintios	2	12	1corintios 2:12	722	22	χαρισθέντα	χαρίζομαι	V-	-APPAPN-	V--APPAPN-	nonfinite_participle	no				070212 V- -APPAPN- χαρισθέντα χαρισθέντα χαρισθέντα χαρίζομαι
1corintios	2	13	1corintios 2:13	726	3	λαλοῦμεν	λαλέω	V-	1PAI-P--	V-1PAI-P--	finite_counted	yes	indicative	1	P	070213 V- 1PAI-P-- λαλοῦμεν λαλοῦμεν λαλοῦμεν λαλέω
1corintios	2	13	1corintios 2:13	739	16	συγκρίνοντες.	συγκρίνω	V-	-PAPNPM-	V--PAPNPM-	nonfinite_participle	no				070213 V- -PAPNPM- συγκρίνοντες. συγκρίνοντες συγκρίνοντες συγκρίνω
1corintios	2	14	1corintios 2:14	744	5	δέχεται	δέχομαι	V-	3PMI-S--	V-3PMI-S--	finite_counted	yes	indicative	3	S	070214 V- 3PMI-S-- δέχεται δέχεται δέχεται δέχομαι
1corintios	2	14	1corintios 2:14	753	14	ἐστίν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070214 V- 3PAI-S-- ἐστίν, ἐστίν ἐστί(ν) εἰμί
1corintios	2	14	1corintios 2:14	756	17	δύναται	δύναμαι	V-	3PMI-S--	V-3PMI-S--	finite_counted	yes	indicative	3	S	070214 V- 3PMI-S-- δύναται δύναται δύναται δύναμαι
1corintios	2	14	1corintios 2:14	757	18	γνῶναι,	γινώσκω	V-	-AAN----	V--AAN----	nonfinite_infinitive	no				070214 V- -AAN---- γνῶναι, γνῶναι γνῶναι γινώσκω
1corintios	2	14	1corintios 2:14	760	21	ἀνακρίνεται·	ἀνακρίνω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	070214 V- 3PPI-S-- ἀνακρίνεται· ἀνακρίνεται ἀνακρίνεται ἀνακρίνω
1corintios	2	15	1corintios 2:15	764	4	ἀνακρίνει	ἀνακρίνω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	070215 V- 3PAI-S-- ἀνακρίνει ἀνακρίνει ἀνακρίνει ἀνακρίνω
1corintios	2	15	1corintios 2:15	771	11	ἀνακρίνεται.	ἀνακρίνω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	070215 V- 3PPI-S-- ἀνακρίνεται. ἀνακρίνεται ἀνακρίνεται ἀνακρίνω
1corintios	2	16	1corintios 2:16	774	3	ἔγνω	γινώσκω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	070216 V- 3AAI-S-- ἔγνω ἔγνω ἔγνω γινώσκω
1corintios	2	16	1corintios 2:16	778	7	συμβιβάσει	συμβιβάζω	V-	3FAI-S--	V-3FAI-S--	finite_counted	yes	indicative	3	S	070216 V- 3FAI-S-- συμβιβάσει συμβιβάσει συμβιβάσει συμβιβάζω
1corintios	2	16	1corintios 2:16	784	13	ἔχομεν.	ἔχω	V-	1PAI-P--	V-1PAI-P--	finite_counted	yes	indicative	1	P	070216 V- 1PAI-P-- ἔχομεν. ἔχομεν ἔχομεν ἔχω
1corintios	3	1	1corintios 3:1	788	4	ἠδυνήθην	δύναμαι	V-	1API-S--	V-1API-S--	finite_counted	yes	indicative	1	S	070301 V- 1API-S-- ἠδυνήθην ἠδυνήθην ἠδυνήθην δύναμαι
1corintios	3	1	1corintios 3:1	789	5	⸂λαλῆσαι	λαλέω	V-	-AAN----	V--AAN----	nonfinite_infinitive	no				070301 V- -AAN---- ⸂λαλῆσαι λαλῆσαι λαλῆσαι λαλέω
1corintios	3	2	1corintios 3:2	802	3	ἐπότισα,	ποτίζω	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	070302 V- 1AAI-S-- ἐπότισα, ἐπότισα ἐπότισα ποτίζω
1corintios	3	2	1corintios 3:2	807	8	ἐδύνασθε.	δύναμαι	V-	2IMI-P--	V-2IMI-P--	finite_counted	yes	indicative	2	P	070302 V- 2IMI-P-- ἐδύνασθε. ἐδύνασθε ἐδύνασθε δύναμαι
1corintios	3	2	1corintios 3:2	812	13	δύνασθε,	δύναμαι	V-	2PMI-P--	V-2PMI-P--	finite_counted	yes	indicative	2	P	070302 V- 2PMI-P-- δύνασθε, δύνασθε δύνασθε δύναμαι
