stream_index	book	chapter	verse	predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_status	subject_source	subject_refinement_status	subject_refinement_source	subject_inherited_from	independence_status	subordination_status
144	1corintios	4	3	1corintios-4-3-P03	ἀνακρίνω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
145	1corintios	4	4	1corintios-4-4-P01	σύνοιδα	V-XAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
146	1corintios	4	4	1corintios-4-4-P02	δεδικαίωμαι	V-XPI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
147	1corintios	4	4	1corintios-4-4-P03	ἐστιν	V-PAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-4-4-P02	candidate	not_detected
148	1corintios	4	5	1corintios-4-5-P01	κρίνετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
149	1corintios	4	5	1corintios-4-5-P02	ἔλθῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
150	1corintios	4	5	1corintios-4-5-P03	φωτίσει	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
151	1corintios	4	5	1corintios-4-5-P04	φανερώσει	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
152	1corintios	4	5	1corintios-4-5-P05	γενήσεται	V-FMI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-4-5-P04	candidate	not_detected
153	1corintios	4	6	1corintios-4-6-P01	μετεσχημάτισα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
154	1corintios	4	6	1corintios-4-6-P02	μάθητε	V-AAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
155	1corintios	4	6	1corintios-4-6-P03	γέγραπται	V-XPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
156	1corintios	4	6	1corintios-4-6-P04	φυσιοῦσθε	V-PPI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
157	1corintios	4	7	1corintios-4-7-P01	διακρίνει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
158	1corintios	4	7	1corintios-4-7-P02	ἔχεις	V-PAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
159	1corintios	4	7	1corintios-4-7-P03	ἔλαβες	V-AAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
160	1corintios	4	7	1corintios-4-7-P04	ἔλαβες	V-AAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
161	1corintios	4	7	1corintios-4-7-P05	καυχᾶσαι	V-PMI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
162	1corintios	4	8	1corintios-4-8-P01	ἐστέ	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
163	1corintios	4	8	1corintios-4-8-P02	ἐπλουτήσατε	V-AAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
164	1corintios	4	8	1corintios-4-8-P03	ἐβασιλεύσατε	V-AAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
165	1corintios	4	8	1corintios-4-8-P04	ἐβασιλεύσατε	V-AAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
166	1corintios	4	8	1corintios-4-8-P05	συμβασιλεύσωμεν	V-AAS-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
167	1corintios	4	9	1corintios-4-9-P01	δοκῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
168	1corintios	4	9	1corintios-4-9-P02	ἀπέδειξεν	V-AAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-4-9-P01	candidate	not_detected
169	1corintios	4	9	1corintios-4-9-P03	ἐγενήθημεν	V-API-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
170	1corintios	4	11	1corintios-4-11-P01	πεινῶμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
171	1corintios	4	11	1corintios-4-11-P02	διψῶμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
172	1corintios	4	11	1corintios-4-11-P03	γυμνιτεύομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
173	1corintios	4	11	1corintios-4-11-P04	κολαφιζόμεθα	V-PPI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
174	1corintios	4	11	1corintios-4-11-P05	ἀστατοῦμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
175	1corintios	4	12	1corintios-4-12-P01	κοπιῶμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
176	1corintios	4	12	1corintios-4-12-P02	εὐλογοῦμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
177	1corintios	4	12	1corintios-4-12-P03	ἀνεχόμεθα	V-PMI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
178	1corintios	4	13	1corintios-4-13-P01	παρακαλοῦμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
179	1corintios	4	13	1corintios-4-13-P02	ἐγενήθημεν	V-API-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
180	1corintios	4	14	1corintios-4-14-P01	γράφω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
181	1corintios	4	15	1corintios-4-15-P01	ἔχητε	V-PAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
182	1corintios	4	15	1corintios-4-15-P02	ἐγέννησα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
183	1corintios	4	16	1corintios-4-16-P01	παρακαλῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
184	1corintios	4	16	1corintios-4-16-P02	γίνεσθε	V-PMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
185	1corintios	4	17	1corintios-4-17-P01	ἔπεμψα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
186	1corintios	4	17	1corintios-4-17-P02	ἐστίν	V-PAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-4-17-P01	candidate	not_detected
187	1corintios	4	17	1corintios-4-17-P03	ἀναμνήσει	V-FAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-4-17-P02	candidate	not_detected
188	1corintios	4	17	1corintios-4-17-P04	διδάσκω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
189	1corintios	4	18	1corintios-4-18-P01	ἐφυσιώθησάν	V-API-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
190	1corintios	4	19	1corintios-4-19-P01	ἐλεύσομαι	V-FMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
191	1corintios	4	19	1corintios-4-19-P02	θελήσῃ	V-AAS-3S	3	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-4-18-P01	unresolved	candidate
192	1corintios	4	19	1corintios-4-19-P03	γνώσομαι	V-FMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
193	1corintios	4	21	1corintios-4-21-P01	θέλετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
194	1corintios	4	21	1corintios-4-21-P02	ἔλθω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
195	1corintios	5	1	1corintios-5-1-P01	ἀκούεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
196	1corintios	5	2	1corintios-5-2-P01	ἐστέ	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
197	1corintios	5	2	1corintios-5-2-P02	ἐπενθήσατε	V-AAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
198	1corintios	5	2	1corintios-5-2-P03	ἀρθῇ	V-APS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
199	1corintios	5	3	1corintios-5-3-P01	κέκρικα	V-XAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
200	1corintios	5	5	1corintios-5-5-P01	σωθῇ	V-APS-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-5-2-P03	unresolved	candidate
201	1corintios	5	6	1corintios-5-6-P01	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
202	1corintios	5	6	1corintios-5-6-P02	ζυμοῖ	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-5-5-P01	unresolved	candidate
203	1corintios	5	7	1corintios-5-7-P01	ἐκκαθάρατε	V-AAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
204	1corintios	5	7	1corintios-5-7-P02	ἦτε	V-PAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
205	1corintios	5	7	1corintios-5-7-P03	ἐστε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
206	1corintios	5	7	1corintios-5-7-P04	ἐτύθη	V-API-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-5-7-P01	candidate	not_detected
207	1corintios	5	8	1corintios-5-8-P01	ἑορτάζωμεν	V-PAS-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
208	1corintios	5	9	1corintios-5-9-P01	ἔγραψα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
209	1corintios	5	10	1corintios-5-10-P01	ὠφείλετε	V-IAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
210	1corintios	5	11	1corintios-5-11-P01	ἔγραψα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
211	1corintios	5	11	1corintios-5-11-P02	ᾖ	V-PAS-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-5-10-P01	unresolved	candidate
212	1corintios	5	12	1corintios-5-12-P01	κρίνετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
213	1corintios	5	13	1corintios-5-13-P01	κρίνει;	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-5-12-P01	candidate	not_detected
214	1corintios	5	13	1corintios-5-13-P02	ἐξάρατε	V-AAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
215	1corintios	6	1	1corintios-6-1-P01	τολμᾷ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
216	1corintios	6	2	1corintios-6-2-P01	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
217	1corintios	6	2	1corintios-6-2-P02	κρινοῦσιν	V-FAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
218	1corintios	6	2	1corintios-6-2-P03	κρίνεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
219	1corintios	6	2	1corintios-6-2-P04	ἐστε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
220	1corintios	6	3	1corintios-6-3-P01	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
221	1corintios	6	3	1corintios-6-3-P02	κρινοῦμεν	V-FAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
222	1corintios	6	4	1corintios-6-4-P01	ἔχητε	V-PAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
223	1corintios	6	4	1corintios-6-4-P02	καθίζετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
224	1corintios	6	5	1corintios-6-5-P01	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
225	1corintios	6	5	1corintios-6-5-P02	ἔνι	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
226	1corintios	6	5	1corintios-6-5-P03	δυνήσεται	V-FMI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-6-5-P02	candidate	not_detected
227	1corintios	6	6	1corintios-6-6-P01	κρίνεται	V-PPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-6-5-P03	candidate	not_detected
228	1corintios	6	7	1corintios-6-7-P01	ἐστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-6-6-P01	candidate	not_detected
229	1corintios	6	7	1corintios-6-7-P02	ἔχετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
230	1corintios	6	7	1corintios-6-7-P03	ἀδικεῖσθε	V-PPI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
231	1corintios	6	7	1corintios-6-7-P04	ἀποστερεῖσθε	V-PPI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
232	1corintios	6	8	1corintios-6-8-P01	ἀδικεῖτε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
233	1corintios	6	8	1corintios-6-8-P02	ἀποστερεῖτε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
234	1corintios	6	9	1corintios-6-9-P01	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
235	1corintios	6	9	1corintios-6-9-P02	κληρονομήσουσιν	V-FAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
236	1corintios	6	9	1corintios-6-9-P03	πλανᾶσθε	V-PPD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
237	1corintios	6	10	1corintios-6-10-P01	κληρονομήσουσιν	V-FAI-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-6-9-P03	candidate	not_detected
238	1corintios	6	11	1corintios-6-11-P01	ἦτε	V-IAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
239	1corintios	6	11	1corintios-6-11-P02	ἀπελούσασθε	V-AMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
240	1corintios	6	11	1corintios-6-11-P03	ἡγιάσθητε	V-API-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
241	1corintios	6	11	1corintios-6-11-P04	ἐδικαιώθητε	V-API-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
242	1corintios	6	12	1corintios-6-12-P01	ἔξεστιν	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-6-11-P04	candidate	not_detected
243	1corintios	6	12	1corintios-6-12-P02	συμφέρει	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-6-12-P01	candidate	not_detected
244	1corintios	6	12	1corintios-6-12-P03	ἔξεστιν	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-6-12-P02	candidate	not_detected
245	1corintios	6	12	1corintios-6-12-P04	ἐξουσιασθήσομαι	V-FPI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
246	1corintios	6	13	1corintios-6-13-P01	καταργήσει	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
247	1corintios	6	14	1corintios-6-14-P01	ἤγειρεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
248	1corintios	6	14	1corintios-6-14-P02	ἐξεγερεῖ	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
249	1corintios	6	15	1corintios-6-15-P01	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
