structural_regime_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	record_count	total_structural_weight	movement_class_counts	movement_status_counts	first_predication_id	last_predication_id	first_finite_verb	last_finite_verb
SR0419	419	1corintios	949	949	15:50	15:50	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-50-P01	1corintios-15-50-P01	φημι	φημι
SR0420	420	1corintios	950	951	15:50	15:50	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-15-50-P02	1corintios-15-50-P03	δύναται	κληρονομεῖ
SR0421	421	1corintios	952	952	15:51	15:51	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-51-P01	1corintios-15-51-P01	λέγω	λέγω
SR0422	422	1corintios	953	954	15:51	15:51	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-15-51-P02	1corintios-15-51-P03	κοιμηθησόμεθα	ἀλλαγησόμεθα
SR0423	423	1corintios	955	955	15:52	15:52	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-52-P01	1corintios-15-52-P01	σαλπίσει	σαλπίσει
SR0424	424	1corintios	956	956	15:52	15:52	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-52-P02	1corintios-15-52-P02	ἐγερθήσονται	ἐγερθήσονται
SR0425	425	1corintios	957	957	15:52	15:52	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-52-P03	1corintios-15-52-P03	ἀλλαγησόμεθα	ἀλλαγησόμεθα
SR0426	426	1corintios	958	962	15:53	15:54	5	10	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 2, ""strong"": 1}"	1corintios-15-53-P01	1corintios-15-54-P04	δεῖ	κατεπόθη
SR0427	427	1corintios	963	963	15:58	15:58	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-58-P01	1corintios-15-58-P01	γίνεσθε	γίνεσθε
SR0428	428	1corintios	964	964	15:58	15:58	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-58-P02	1corintios-15-58-P02	ἔστιν	ἔστιν
SR0429	429	1corintios	965	965	16:1	16:1	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-1-P01	1corintios-16-1-P01	διέταξα	διέταξα
SR0430	430	1corintios	966	966	16:1	16:1	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-1-P02	1corintios-16-1-P02	ποιήσατε	ποιήσατε
SR0431	431	1corintios	967	968	16:2	16:2	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-16-2-P01	1corintios-16-2-P02	τιθέτω	εὐοδῶται
SR0432	432	1corintios	969	969	16:2	16:2	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-2-P03	1corintios-16-2-P03	ἔλθω	ἔλθω
SR0433	433	1corintios	970	970	16:2	16:2	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-2-P04	1corintios-16-2-P04	γίνωνται	γίνωνται
SR0434	434	1corintios	971	971	16:3	16:3	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-3-P01	1corintios-16-3-P01	παραγένωμαι	παραγένωμαι
SR0435	435	1corintios	972	972	16:3	16:3	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-3-P02	1corintios-16-3-P02	δοκιμάσητε	δοκιμάσητε
SR0436	436	1corintios	973	973	16:3	16:3	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-3-P03	1corintios-16-3-P03	πέμψω	πέμψω
SR0437	437	1corintios	974	974	16:4	16:4	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-4-P01	1corintios-16-4-P01	ᾖ	ᾖ
SR0438	438	1corintios	975	975	16:4	16:4	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-4-P02	1corintios-16-4-P02	πορεύσονται	πορεύσονται
SR0439	439	1corintios	976	980	16:5	16:6	5	10	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 2, ""strong"": 1}"	1corintios-16-5-P01	1corintios-16-6-P02	ἐλεύσομαι	παραχειμάσω
SR0440	440	1corintios	981	981	16:6	16:6	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-6-P03	1corintios-16-6-P03	προπέμψητε	προπέμψητε
SR0441	441	1corintios	982	984	16:6	16:7	3	8	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-16-6-P04	1corintios-16-7-P02	πορεύωμαι	ἐλπίζω
SR0442	442	1corintios	985	985	16:7	16:7	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-7-P03	1corintios-16-7-P03	ἐπιτρέψῃ	ἐπιτρέψῃ
SR0443	443	1corintios	986	986	16:8	16:8	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-8-P01	1corintios-16-8-P01	ἐπιμενῶ	ἐπιμενῶ
SR0444	444	1corintios	987	988	16:9	16:10	2	6	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2}"	1corintios-16-9-P01	1corintios-16-10-P01	ἀνέῳγεν	ἔλθῃ
SR0445	445	1corintios	989	989	16:10	16:10	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-10-P02	1corintios-16-10-P02	βλέπετε	βλέπετε
SR0446	446	1corintios	990	992	16:10	16:11	3	10	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-16-10-P03	1corintios-16-11-P01	γένηται	ἐξουθενήσῃ
SR0447	447	1corintios	993	993	16:11	16:11	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-11-P02	1corintios-16-11-P02	προπέμψατε	προπέμψατε
SR0448	448	1corintios	994	994	16:11	16:11	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-11-P03	1corintios-16-11-P03	ἔλθῃ	ἔλθῃ
SR0449	449	1corintios	995	996	16:11	16:12	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-16-11-P04	1corintios-16-12-P01	ἐκδέχομαι	παρεκάλεσα
SR0450	450	1corintios	997	1002	16:12	16:14	6	16	"{""structural"": 1, ""turbulence"": 5}"	"{""candidate"": 5, ""strong"": 1}"	1corintios-16-12-P02	1corintios-16-14-P01	ἔλθῃ	γινέσθω
SR0451	451	1corintios	1003	1003	16:15	16:15	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-15-P01	1corintios-16-15-P01	παρακαλῶ	παρακαλῶ
SR0452	452	1corintios	1004	1004	16:15	16:15	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-15-P02	1corintios-16-15-P02	οἴδατε	οἴδατε
SR0453	453	1corintios	1005	1005	16:15	16:15	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-15-P03	1corintios-16-15-P03	ἐστὶν	ἐστὶν
SR0454	454	1corintios	1006	1006	16:15	16:15	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-15-P04	1corintios-16-15-P04	ἔταξαν	ἔταξαν
SR0455	455	1corintios	1007	1007	16:16	16:16	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-16-P01	1corintios-16-16-P01	ὑποτάσσησθε	ὑποτάσσησθε
SR0456	456	1corintios	1008	1008	16:17	16:17	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-17-P01	1corintios-16-17-P01	χαίρω	χαίρω
SR0457	457	1corintios	1009	1010	16:17	16:18	2	10	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-16-17-P02	1corintios-16-18-P01	ἀνεπλήρωσαν	ἀνέπαυσαν
SR0458	458	1corintios	1011	1011	16:18	16:18	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-18-P02	1corintios-16-18-P02	ἐπιγινώσκετε	ἐπιγινώσκετε
SR0459	459	1corintios	1012	1012	16:19	16:19	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-19-P01	1corintios-16-19-P01	ἀσπάζονται	ἀσπάζονται
SR0460	460	1corintios	1013	1013	16:19	16:19	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-19-P02	1corintios-16-19-P02	ἀσπάζεται	ἀσπάζεται
SR0461	461	1corintios	1014	1014	16:20	16:20	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-20-P01	1corintios-16-20-P01	ἀσπάζονται	ἀσπάζονται
SR0462	462	1corintios	1015	1015	16:20	16:20	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-20-P02	1corintios-16-20-P02	ἀσπάσασθε	ἀσπάσασθε
SR0463	463	1corintios	1016	1017	16:22	16:22	2	10	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-16-22-P01	1corintios-16-22-P02	φιλεῖ	ἤτω
SR0464	464	1corintios	1018	1018	16:22	16:22	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-22-P03	1corintios-16-22-P03	θά	θά
