BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	15	24	01	ὡς	01	cuando	direct
romanos	15	24	02	⸀ἂν	02	vaya	direct
romanos	15	24	03	πορεύωμαι	03	a	direct
romanos	15	24	04	εἰς	04	España	direct
romanos	15	24	05	τὴν	05	los	direct
romanos	15	24	06	⸀Σπανίαν,	06	visitaré.	direct
romanos	15	24	07	ἐλπίζω	07	Porque	direct
romanos	15	24	08	γὰρ	08	espero	direct
romanos	15	24	09	διαπορευόμενος	09	verlos	direct
romanos	15	24	10	θεάσασθαι	10	al	direct
romanos	15	24	11	ὑμᾶς	11	pasar	direct
romanos	15	24	12	καὶ	12,13	y que	expanded
romanos	15	24	13	ὑφʼ	14	me	direct
romanos	15	24	14	ὑμῶν	-	-	missing
romanos	15	24	15	προπεμφθῆναι	15	ayuden	direct
romanos	15	24	16	ἐκεῖ	16	a	direct
romanos	15	24	17	ἐὰν	17	continuar	direct
romanos	15	24	18	ὑμῶν	-	-	missing
romanos	15	24	19	πρῶτον	18	hacia	direct
romanos	15	24	20	ἀπὸ	19	allá,	direct
romanos	15	24	21	μέρους	20	después	direct
romanos	15	24	22	ἐμπλησθῶ—	21	de	direct
