BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	5	13	01	ἄχρι	01	Pues	direct
romanos	5	13	02	γὰρ	02	antes	direct
romanos	5	13	03	νόμου	03	de	direct
romanos	5	13	04	ἁμαρτία	04	la	direct
romanos	5	13	05	ἦν	05	ley	direct
romanos	5	13	06	ἐν	06,07,08	había pecado en	expanded
romanos	5	13	07	κόσμῳ,	09	el	direct
romanos	5	13	08	ἁμαρτία	10	mundo,	direct
romanos	5	13	09	δὲ	11,12	pero el	expanded
romanos	5	13	10	οὐκ	14	no	direct
romanos	5	13	11	ἐλλογεῖται	15	se	direct
romanos	5	13	12	μὴ	20	no	direct
romanos	5	13	13	ὄντος	21	hay	direct
romanos	5	13	14	νόμου,	22	ley.	direct
