BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	5	1	01	Δικαιωθέντες	01	Por	direct
romanos	5	1	02	οὖν	02	tanto,	direct
romanos	5	1	03	ἐκ	03	habiendo	direct
romanos	5	1	04	πίστεως	04	sido	direct
romanos	5	1	05	εἰρήνην	05	justificados	direct
romanos	5	1	06	⸀ἔχομεν	06	por	direct
romanos	5	1	07	πρὸς	07	la	direct
romanos	5	1	08	τὸν	08	fe,	direct
romanos	5	1	09	θεὸν	09	tenemos	direct
romanos	5	1	10	διὰ	10,11,12	paz para con	expanded
romanos	5	1	11	τοῦ	16	de	direct
romanos	5	1	12	κυρίου	17,18	nuestro Señor	expanded
romanos	5	1	13	ἡμῶν	19	Jesucristo,	direct
romanos	5	1	14	Ἰησοῦ	-	-	missing
romanos	5	1	15	Χριστοῦ,	-	-	missing
