BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	9	9	01	ἐπαγγελίας	01	Porque	direct
romanos	9	9	02	γὰρ	02	la	direct
romanos	9	9	03	ὁ	03	palabra	direct
romanos	9	9	04	λόγος	04	de	direct
romanos	9	9	05	οὗτος·	05	promesa	direct
romanos	9	9	06	Κατὰ	06	es	direct
romanos	9	9	07	τὸν	07	esta:	direct
romanos	9	9	08	καιρὸν	08,09	«POR ESTE	expanded
romanos	9	9	09	τοῦτον	10	TIEMPO	direct
romanos	9	9	10	ἐλεύσομαι	11	VOLVERÉ,	direct
romanos	9	9	11	καὶ	12,13	Y SARA	expanded
romanos	9	9	12	ἔσται	14	TENDRÁ	direct
romanos	9	9	13	τῇ	15,16	UN HIJO».	expanded
romanos	9	9	14	Σάρρᾳ	-	-	missing
romanos	9	9	15	υἱός.	-	-	missing
