summary_type	name	count
diagnostic_count	field_volatility	1
diagnostic_count	flat_region_detection	15
diagnostic_count	label_dependence	12
diagnostic_count	oscillation_detection	1
diagnostic_count	overlap_stability	5
diagnostic_count	pressure_inflation	12
diagnostic_count	window_sensitivity	5
