BOOK	CH	VS	CLAUSE_ID	CLAUSE_TYPE	FINITE_G_IDX	FINITE_GREEK	FINITE_LEMMA	FINITE_RMAC	FINITE_CERTAINTY	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	CONNECTOR_FUNCTION_STATUS	CONNECTOR_FUNCTION	SOURCE_CLAUSE	TARGET_CLAUSE	CONNECTION_CONFIDENCE	STATUS	NOTES
1corintios	14	1	C2	finite-anchor	04	ζηλοῦτε	ζηλόω	V-PAD-2P	certain	cn3	ἵνα	subordinating	purpose/result	suggested	purpose/result	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	1	C3	finite-anchor	11	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	1	C3	finite-anchor	11	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	1	C3	finite-anchor	11	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn3	ἵνα	subordinating	purpose/result	suggested	purpose/result	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	2	C1	finite-anchor	07	λαλεῖ	λαλέω	V-PAI-3S	certain	cn1	γὰρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	2	C1	finite-anchor	07	λαλεῖ	λαλέω	V-PAI-3S	certain	cn3	ἀλλὰ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	2	C1	finite-anchor	07	λαλεῖ	λαλέω	V-PAI-3S	certain	cn4	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	2	C2	finite-anchor	12	ἀκούει	ἀκούω	V-PAI-3S	certain	cn3	ἀλλὰ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	2	C2	finite-anchor	12	ἀκούει	ἀκούω	V-PAI-3S	certain	cn4	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	2	C2	finite-anchor	12	ἀκούει	ἀκούω	V-PAI-3S	certain	cn5	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	2	C3	finite-anchor	15	λαλεῖ	λαλέω	V-PAI-3S	certain	cn5	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	3	C1	finite-anchor	05	λαλεῖ	λαλέω	V-PAI-3S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	3	C1	finite-anchor	05	λαλεῖ	λαλέω	V-PAI-3S	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	3	C1	finite-anchor	05	λαλεῖ	λαλέω	V-PAI-3S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	4	C1	finite-anchor	05	οἰκοδομεῖ	οἰκοδομέω	V-PAI-3S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	4	C2	finite-anchor	10	οἰκοδομεῖ	οἰκοδομέω	V-PAI-3S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	C1	finite-anchor	01	θέλω	θέλω	V-PAI-1S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	C1	finite-anchor	01	θέλω	θέλω	V-PAI-1S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	C1	finite-anchor	01	θέλω	θέλω	V-PAI-1S	certain	cn3	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	5	C2	finite-anchor	10	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	C2	finite-anchor	10	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	C2	finite-anchor	10	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn3	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	5	C2	finite-anchor	10	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn4	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	C2	finite-anchor	10	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn5	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	14	5	C2	finite-anchor	10	προφητεύητε	προφητεύω	V-PAS-2P	certain	cn6	εἰ	subordinating	condition	suggested	condition	C2	C3	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	14	5	C3	finite-anchor	22	διερμηνεύῃ	διερμηνεύω	V-PAS-3S	certain	cn4	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	C3	finite-anchor	22	διερμηνεύῃ	διερμηνεύω	V-PAS-3S	certain	cn5	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	14	5	C3	finite-anchor	22	διερμηνεύῃ	διερμηνεύω	V-PAS-3S	certain	cn6	εἰ	subordinating	condition	suggested	condition	C2	C3	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	14	5	C3	finite-anchor	22	διερμηνεύῃ	διερμηνεύω	V-PAS-3S	certain	cn8	ἵνα	subordinating	purpose/result	suggested	purpose/result	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	5	C4	finite-anchor	27	λάβῃ	λαμβάνω	V-AAS-3S	certain	cn8	ἵνα	subordinating	purpose/result	suggested	purpose/result	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	6	C1	finite-anchor	05	ἔλθω	ἔρχομαι	V-AAS-1S	certain	cn1	δέ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	6	C1	finite-anchor	05	ἔλθω	ἔρχομαι	V-AAS-1S	certain	cn2	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	6	C2	finite-anchor	12	ὠφελήσω	ὠφελέω	V-FAI-1S	certain	cn3	ἐὰν	subordinating	condition	suggested	condition	C2	C3	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	14	6	C3	finite-anchor	16	λαλήσω	λαλέω	V-AAS-1S	certain	cn3	ἐὰν	subordinating	condition	suggested	condition	C2	C3	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	14	6	C3	finite-anchor	16	λαλήσω	λαλέω	V-AAS-1S	certain	cn5	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C3		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	6	C3	finite-anchor	16	λαλήσω	λαλέω	V-AAS-1S	certain	cn6	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C3		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	6	C3	finite-anchor	16	λαλήσω	λαλέω	V-AAS-1S	certain	cn7	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C3		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	6	C3	finite-anchor	16	λαλήσω	λαλέω	V-AAS-1S	certain	cn8	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C3		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	7	C1	finite-anchor	15	δῷ	δίδωμι	V-AAS-3S	certain	cn1	εἴτε	coordinating	alternative	suggested	alternative		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	7	C1	finite-anchor	15	δῷ	δίδωμι	V-AAS-3S	certain	cn2	εἴτε	coordinating	alternative	suggested	alternative		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	7	C1	finite-anchor	15	δῷ	δίδωμι	V-AAS-3S	certain	cn3	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	7	C2	finite-anchor	17	γνωσθήσεται	γινώσκω	V-FPI-3S	certain	cn5	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	8	C1	finite-anchor	07	δῷ	δίδωμι	V-AAS-3S	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	8	C1	finite-anchor	07	δῷ	δίδωμι	V-AAS-3S	certain	cn2	γὰρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	8	C1	finite-anchor	07	δῷ	δίδωμι	V-AAS-3S	certain	cn3	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	8	C2	finite-anchor	09	παρασκευάσεται	παρασκευάζω	V-FMI-3S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	14	9	C1	finite-anchor	11	δῶτε	δίδωμι	V-AAS-2P	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	9	C1	finite-anchor	11	δῶτε	δίδωμι	V-AAS-2P	certain	cn2	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	9	C2	finite-anchor	13	γνωσθήσεται	γινώσκω	V-FPI-3S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	14	9	C3	finite-anchor	16	ἔσεσθε	εἰμί	V-FMI-2P	certain	cn4	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C3		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	10	C1	finite-anchor	06	εἰσιν	εἰμί	V-PAI-3P	certain	cn1	εἰ	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	10	C1	finite-anchor	06	εἰσιν	εἰμί	V-PAI-3P	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	11	C1	finite-anchor	04	εἰδῶ	οἶδα	V-XAS-1S	certain	cn1	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	11	C1	finite-anchor	04	εἰδῶ	οἶδα	V-XAS-1S	certain	cn2	οὖν	coordinating	inference	suggested	inference/result		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	11	C2	finite-anchor	09	ἔσομαι	εἰμί	V-FMI-1S	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C2		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	12	C1	finite-anchor	06	ἐστε	εἰμί	V-PAI-2P	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	12	C1	finite-anchor	06	ἐστε	εἰμί	V-PAI-2P	certain	cn2	ἐπεὶ	subordinating	cause/temporal	suggested	cause-or-temporal		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	14	12	C2	finite-anchor	13	ζητεῖτε	ζητέω	V-PAD-2P	certain	cn3	ἵνα	subordinating	purpose/result	suggested	purpose/result	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	12	C3	finite-anchor	15	περισσεύητε	περισσεύω	V-PAS-2P	certain	cn3	ἵνα	subordinating	purpose/result	suggested	purpose/result	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	13	C1	finite-anchor	05	προσευχέσθω	προσεύχομαι	V-PMD-3S	certain	cn1	διὸ	coordinating	inference	suggested	inference/result		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	13	C1	finite-anchor	05	προσευχέσθω	προσεύχομαι	V-PMD-3S	certain	cn2	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	13	C2	finite-anchor	07	διερμηνεύῃ	διερμηνεύω	V-PAS-3S	certain	cn2	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	14	C1	finite-anchor	03	προσεύχωμαι	προσεύχομαι	V-PMS-1S	certain	cn1	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	14	C1	finite-anchor	03	προσεύχωμαι	προσεύχομαι	V-PMS-1S	certain	cn2	γὰρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	14	C2	finite-anchor	08	προσεύχεται	προσεύχομαι	V-PMI-3S	certain	cn3	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	14	C3	finite-anchor	14	ἐστιν	εἰμί	V-PAI-3S	certain	cn3	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	15	C1	finite-anchor	03	ἐστιν	εἰμί	V-PAI-3S	certain	cn1	οὖν	coordinating	inference	suggested	inference/result		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	15	C2	finite-anchor	04	προσεύξομαι	προσεύχομαι	V-FMI-1S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	14	15	C3	finite-anchor	07	προσεύξομαι	προσεύχομαι	V-FMI-1S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	15	C3	finite-anchor	07	προσεύξομαι	προσεύχομαι	V-FMI-1S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	15	C4	finite-anchor	12	ψαλῶ	ψάλλω	V-FAI-1S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	15	C4	finite-anchor	12	ψαλῶ	ψάλλω	V-FAI-1S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	15	C5	finite-anchor	15	ψαλῶ	ψάλλω	V-FAI-1S	certain	cn4	δὲ	coordinating	coordination	suggested	coordinate/add	C5		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	15	C5	finite-anchor	15	ψαλῶ	ψάλλω	V-FAI-1S	certain	cn5	καὶ	coordinating	coordination	suggested	coordinate/add	C5		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	16	C1	finite-anchor	03	εὐλογῇς	εὐλογέω	V-PAS-2S	certain	cn1	ἐπεὶ	subordinating	cause/temporal	suggested	cause-or-temporal		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	14	16	C1	finite-anchor	03	εὐλογῇς	εὐλογέω	V-PAS-2S	certain	cn2	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	16	C2	finite-anchor	12	ἐρεῖ	λέγω	V-FAI-3S	certain	cn3	ἐπειδὴ	subordinating	cause/ground	suggested	ground/explanation	C2	C3	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	14	16	C3	finite-anchor	21	λέγεις	λέγω	V-PAI-2S	certain	cn3	ἐπειδὴ	subordinating	cause/ground	suggested	ground/explanation	C2	C3	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	14	16	C4	finite-anchor	23	οἶδεν	οἶδα	V-XAI-3S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	14	17	C1	finite-anchor	05	εὐχαριστεῖς	εὐχαριστέω	V-PAI-2S	certain	cn1	γὰρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	17	C1	finite-anchor	05	εὐχαριστεῖς	εὐχαριστέω	V-PAI-2S	certain	cn2	ἀλλʼ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	17	C2	finite-anchor	10	οἰκοδομεῖται	οἰκοδομέω	V-PPI-3S	certain	cn2	ἀλλʼ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	18	C1	finite-anchor	01	εὐχαριστῶ	εὐχαριστέω	V-PAI-1S	certain										confirmed-finite-anchor	finite clause anchor with no connector relationship
1corintios	14	18	C2	finite-anchor	08	λαλῶ	λαλέω	V-PAI-1S	certain										confirmed-finite-anchor	finite clause anchor with no connector relationship
1corintios	14	19	C1	finite-anchor	04	θέλω	θέλω	V-PAI-1S	certain	cn1	ἀλλὰ	coordinating	contrast	suggested	contrast		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	19	C1	finite-anchor	04	θέλω	θέλω	V-PAI-1S	certain	cn2	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	19	C1	finite-anchor	04	θέλω	θέλω	V-PAI-1S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	19	C2	finite-anchor	14	κατηχήσω	κατηχέω	V-AAS-1S	certain	cn2	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	19	C2	finite-anchor	14	κατηχήσω	κατηχέω	V-AAS-1S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	19	C2	finite-anchor	14	κατηχήσω	κατηχέω	V-AAS-1S	certain	cn4	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	20	C1	finite-anchor	04	γίνεσθε	γίνομαι	V-PMD-2P	certain	cn2	ἀλλὰ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	20	C2	finite-anchor	10	νηπιάζετε	νηπιάζω	V-PAD-2P	certain	cn2	ἀλλὰ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	20	C2	finite-anchor	10	νηπιάζετε	νηπιάζω	V-PAD-2P	certain	cn3	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	20	C3	finite-anchor	15	γίνεσθε	γίνομαι	V-PMD-2P	certain	cn3	δὲ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	21	C1	finite-anchor	04	γέγραπται	γράφω	V-XPI-3S	certain	cn1	ὅτι	subordinating	content/cause	suggested	content-or-cause	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	21	C1	finite-anchor	04	γέγραπται	γράφω	V-XPI-3S	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	21	C2	finite-anchor	12	λαλήσω	λαλέω	V-FAI-1S	certain	cn1	ὅτι	subordinating	content/cause	suggested	content-or-cause	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	21	C2	finite-anchor	12	λαλήσω	λαλέω	V-FAI-1S	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	21	C2	finite-anchor	12	λαλήσω	λαλέω	V-FAI-1S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	21	C3	finite-anchor	19	εἰσακούσονταί	εἰσακούω	V-FMI-3P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	21	C4	finite-anchor	21	λέγει	λέγω	V-PAI-3S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	14	22	C1	finite-anchor	06	εἰσιν	εἰμί	V-PAI-3P	certain	cn1	ὥστε	subordinating	result/inference	suggested	result/inference		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	14	22	C1	finite-anchor	06	εἰσιν	εἰμί	V-PAI-3P	certain	cn3	ἀλλὰ	coordinating	contrast	suggested	contrast	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	22	C1	finite-anchor	06	εἰσιν	εἰμί	V-PAI-3P	certain	cn4	δὲ	coordinating	coordination	suggested	coordinate/add	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	22	C1	finite-anchor	06	εἰσιν	εἰμί	V-PAI-3P	certain	cn6	ἀλλὰ	coordinating	contrast	suggested	contrast	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	23	C1	finite-anchor	03	συνέλθῃ	συνέρχομαι	V-AAS-3S	certain	cn1	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	23	C1	finite-anchor	03	συνέλθῃ	συνέρχομαι	V-AAS-3S	certain	cn2	οὖν	coordinating	inference	suggested	inference/result		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	23	C1	finite-anchor	03	συνέλθῃ	συνέρχομαι	V-AAS-3S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	23	C2	finite-anchor	12	λαλῶσιν	λαλέω	V-PAS-3P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	23	C3	finite-anchor	14	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	certain	cn4	δὲ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	23	C3	finite-anchor	14	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	certain	cn5	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	14	23	C4	finite-anchor	20	ἐροῦσιν	λέγω	V-FAI-3P	certain	cn4	δὲ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	23	C4	finite-anchor	20	ἐροῦσιν	λέγω	V-FAI-3P	certain	cn5	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	14	23	C4	finite-anchor	20	ἐροῦσιν	λέγω	V-FAI-3P	certain	cn7	ὅτι	subordinating	content/cause	suggested	content-or-cause	C4	C5	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	23	C5	finite-anchor	22	μαίνεσθε	μαίνομαι	V-PMI-2P	certain	cn7	ὅτι	subordinating	content/cause	suggested	content-or-cause	C4	C5	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	24	C1	finite-anchor	04	προφητεύωσιν	προφητεύω	V-PAS-3P	certain	cn1	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	24	C1	finite-anchor	04	προφητεύωσιν	προφητεύω	V-PAS-3P	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	24	C2	finite-anchor	05	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	certain	cn3	δέ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	24	C2	finite-anchor	05	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	certain	cn4	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; coordinating connector between finite clauses
