BOOK	CH	VS	CLAUSE_ID	FINITE_G_IDX	FINITE_GREEK	FINITE_LEMMA	FINITE_RMAC	SPAN_START	SPAN_END	SPAN_GIDX	SPAN_TEXT	SPAN_STATUS	BOUNDARY_NOTES
1corintios	12	24	C1	07	ἔχει	ἔχω	V-PAI-3S	01	10	01,02,03,04,05,06,07,08,09,10	τὰ δὲ εὐσχήμονα ἡμῶν οὐ χρείαν ==ἔχει== ἀλλὰ ὁ θεὸς	suggested-span	neutral finite-anchor region
1corintios	12	24	C2	11	συνεκέρασεν	συγκεράννυμι	V-AAI-3S	11	18	11,12,13,14,15,16,17,18	==συνεκέρασεν== τὸ σῶμα τῷ ὑστεροῦντι περισσοτέραν δοὺς τιμήν	suggested-span	neutral finite-anchor region
1corintios	12	25	C1	03	ᾖ	εἰμί	V-PAS-3S	01	12	01,02,03,04,05,06,07,08,09,10,11,12	ἵνα μὴ ==ᾖ== σχίσμα ἐν τῷ σώματι ἀλλὰ τὸ αὐτὸ ὑπὲρ ἀλλήλων	suggested-span	neutral finite-anchor region
1corintios	12	25	C2	13	μεριμνῶσι	μεριμνάω	V-PAS-3P	13	15	13,14,15	==μεριμνῶσι== τὰ μέλη	suggested-span	neutral finite-anchor region
1corintios	12	26	C1	03	πάσχει	πάσχω	V-PAI-3S	01	05	01,02,03,04,05	καὶ εἴτε ==πάσχει== ἓν μέλος	suggested-span	neutral finite-anchor region
1corintios	12	26	C2	06	συμπάσχει	συμπάσχω	V-PAI-3S	06	10	06,07,08,09,10	==συμπάσχει== πάντα τὰ μέλη εἴτε	suggested-span	neutral finite-anchor region
1corintios	12	26	C3	11	δοξάζεται	δοξάζω	V-PPI-3S	11	12	11,12	==δοξάζεται== μέλος	suggested-span	neutral finite-anchor region
1corintios	12	26	C4	13	συγχαίρει	συγχαίρω	V-PAI-3S	13	16	13,14,15,16	==συγχαίρει== πάντα τὰ μέλη	suggested-span	neutral finite-anchor region
1corintios	12	27	C1	03	ἐστε	εἰμί	V-PAI-2P	01	09	01,02,03,04,05,06,07,08,09	ὑμεῖς δέ ==ἐστε== σῶμα χριστοῦ καὶ μέλη ἐκ μέρους	suggested-span	neutral finite-anchor region
1corintios	12	28	C1	04	ἔθετο	τίθημι	V-AMI-3S	01	24	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	καὶ οὓς μὲν ==ἔθετο== ὁ θεὸς ἐν τῇ ἐκκλησίᾳ πρῶτον ἀποστόλους δεύτερον προφήτας τρίτον διδασκάλους ἔπειτα δυνάμεις ἔπειτα χαρίσματα ἰαμάτων ἀντιλήμψεις κυβερνήσεις γένη γλωσσῶν	suggested-span	neutral finite-anchor region
1corintios	12	3	C1	02	γνωρίζω	γνωρίζω	V-PAI-1S	01	09	01,02,03,04,05,06,07,08,09	διὸ ==γνωρίζω== ὑμῖν ὅτι οὐδεὶς ἐν πνεύματι θεοῦ λαλῶν	suggested-span	neutral finite-anchor region
1corintios	12	3	C2	10	λέγει	λέγω	V-PAI-3S	10	14	10,11,12,13,14	==λέγει== ἀνάθεμα ἰησοῦς καὶ οὐδεὶς	suggested-span	neutral finite-anchor region
1corintios	12	3	C3	15	δύναται	δύναμαι	V-PMI-3S	15	23	15,16,17,18,19,20,21,22,23	==δύναται== εἰπεῖν κύριος ἰησοῦς εἰ μὴ ἐν πνεύματι ἁγίῳ	suggested-span	neutral finite-anchor region
1corintios	12	30	C1	04	ἔχουσιν	ἔχω	V-PAI-3P	01	08	01,02,03,04,05,06,07,08	μὴ πάντες χαρίσματα ==ἔχουσιν== ἰαμάτων μὴ πάντες γλώσσαις	suggested-span	neutral finite-anchor region
1corintios	12	30	C2	09	λαλοῦσιν	λαλέω	V-PAI-3P	09	11	09,10,11	==λαλοῦσιν== μὴ πάντες	suggested-span	neutral finite-anchor region
1corintios	12	30	C3	12	διερμηνεύουσιν	διερμηνεύω	V-PAI-3P	12	12	12	==διερμηνεύουσιν==	suggested-span	neutral finite-anchor region
1corintios	12	31	C1	01	ζηλοῦτε	ζηλόω	V-PAD-2P	01	12	01,02,03,04,05,06,07,08,09,10,11,12	==ζηλοῦτε== δὲ τὰ χαρίσματα τὰ μείζονα καὶ ἔτι καθʼ ὑπερβολὴν ὁδὸν ὑμῖν	suggested-span	neutral finite-anchor region
1corintios	12	31	C2	13	δείκνυμι	δείκνυμι	V-PAI-1S	13	13	13	==δείκνυμι==	suggested-span	neutral finite-anchor region
1corintios	12	4	C1	04	εἰσίν	εἰμί	V-PAI-3P	01	08	01,02,03,04,05,06,07,08	διαιρέσεις δὲ χαρισμάτων ==εἰσίν== τὸ δὲ αὐτὸ πνεῦμα	suggested-span	neutral finite-anchor region
1corintios	12	5	C1	04	εἰσιν	εἰμί	V-PAI-3P	01	08	01,02,03,04,05,06,07,08	καὶ διαιρέσεις διακονιῶν ==εἰσιν== καὶ ὁ αὐτὸς κύριος	suggested-span	neutral finite-anchor region
1corintios	12	6	C1	04	εἰσίν	εἰμί	V-PAI-3P	01	14	01,02,03,04,05,06,07,08,09,10,11,12,13,14	καὶ διαιρέσεις ἐνεργημάτων ==εἰσίν== ὁ δὲ αὐτὸς θεός ὁ ἐνεργῶν τὰ πάντα ἐν πᾶσιν	suggested-span	neutral finite-anchor region
1corintios	12	7	C1	03	δίδοται	δίδωμι	V-PPI-3S	01	10	01,02,03,04,05,06,07,08,09,10	ἑκάστῳ δὲ ==δίδοται== ἡ φανέρωσις τοῦ πνεύματος πρὸς τὸ συμφέρον	suggested-span	neutral finite-anchor region
1corintios	12	8	C1	07	δίδοται	δίδωμι	V-PPI-3S	01	17	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17	ᾧ μὲν γὰρ διὰ τοῦ πνεύματος ==δίδοται== λόγος σοφίας ἄλλῳ δὲ λόγος γνώσεως κατὰ τὸ αὐτὸ πνεῦμα	suggested-span	neutral finite-anchor region
1corintios	13	1	C1	06	λαλῶ	λαλέω	V-PAS-1S	01	12	01,02,03,04,05,06,07,08,09,10,11,12	ἐὰν ταῖς γλώσσαις τῶν ἀνθρώπων ==λαλῶ== καὶ τῶν ἀγγέλων ἀγάπην δὲ μὴ	suggested-span	neutral finite-anchor region
1corintios	13	1	C2	13	ἔχω	ἔχω	V-PAS-1S	13	13	13	==ἔχω==	suggested-span	neutral finite-anchor region
1corintios	13	1	C3	14	γέγονα	γίνομαι	V-XAI-1S	14	19	14,15,16,17,18,19	==γέγονα== χαλκὸς ἠχῶν ἢ κύμβαλον ἀλαλάζον	suggested-span	neutral finite-anchor region
1corintios	13	10	C1	03	ἔλθῃ	ἔρχομαι	V-AAS-3S	01	08	01,02,03,04,05,06,07,08	ὅταν δὲ ==ἔλθῃ== τὸ τέλειον τὸ ἐκ μέρους	suggested-span	neutral finite-anchor region
1corintios	13	10	C2	09	καταργηθήσεται	καταργέω	V-FPI-3S	09	09	09	==καταργηθήσεται==	suggested-span	neutral finite-anchor region
1corintios	13	11	C1	02	ἤμην	εἰμί	V-IMI-1S	01	03	01,02,03	ὅτε ==ἤμην== νήπιος	suggested-span	neutral finite-anchor region
1corintios	13	11	C2	04	ἐλάλουν	λαλέω	V-IAI-1S	04	06	04,05,06	==ἐλάλουν== ὡς νήπιος	suggested-span	neutral finite-anchor region
1corintios	13	11	C3	07	ἐφρόνουν	φρονέω	V-IAI-1S	07	09	07,08,09	==ἐφρόνουν== ὡς νήπιος	suggested-span	neutral finite-anchor region
1corintios	13	11	C4	10	ἐλογιζόμην	λογίζομαι	V-IMI-1S	10	13	10,11,12,13	==ἐλογιζόμην== ὡς νήπιος ὅτε	suggested-span	neutral finite-anchor region
1corintios	13	11	C5	14	γέγονα	γίνομαι	V-XAI-1S	14	15	14,15	==γέγονα== ἀνήρ	suggested-span	neutral finite-anchor region
1corintios	13	11	C6	16	κατήργηκα	καταργέω	V-XAI-1S	16	19	16,17,18,19	==κατήργηκα== τὰ τοῦ νηπίου	suggested-span	neutral finite-anchor region
1corintios	13	12	C1	01	βλέπομεν	βλέπω	V-PAI-1P	01	13	01,02,03,04,05,06,07,08,09,10,11,12,13	==βλέπομεν== γὰρ ἄρτι διʼ ἐσόπτρου ἐν αἰνίγματι τότε δὲ πρόσωπον πρὸς πρόσωπον ἄρτι	suggested-span	neutral finite-anchor region
1corintios	13	12	C2	14	γινώσκω	γινώσκω	V-PAI-1S	14	18	14,15,16,17,18	==γινώσκω== ἐκ μέρους τότε δὲ	suggested-span	neutral finite-anchor region
1corintios	13	12	C3	19	ἐπιγνώσομαι	ἐπιγινώσκω	V-FMI-1S	19	21	19,20,21	==ἐπιγνώσομαι== καθὼς καὶ	suggested-span	neutral finite-anchor region
1corintios	13	12	C4	22	ἐπεγνώσθην	ἐπιγινώσκω	V-API-1S	22	22	22	==ἐπεγνώσθην==	suggested-span	neutral finite-anchor region
1corintios	13	13	C1	03	μένει	μένω	V-PAI-3S	01	14	01,02,03,04,05,06,07,08,09,10,11,12,13,14	νυνὶ δὲ ==μένει== πίστις ἐλπίς ἀγάπη τὰ τρία ταῦτα μείζων δὲ τούτων ἡ ἀγάπη	suggested-span	neutral finite-anchor region
1corintios	13	2	C1	03	ἔχω	ἔχω	V-PAS-1S	01	05	01,02,03,04,05	καὶ ἐὰν ==ἔχω== προφητείαν καὶ	suggested-span	neutral finite-anchor region
1corintios	13	2	C2	06	εἰδῶ	οἶδα	V-XAS-1S	06	15	06,07,08,09,10,11,12,13,14,15	==εἰδῶ== τὰ μυστήρια πάντα καὶ πᾶσαν τὴν γνῶσιν ⸄καὶ ἐὰν⸅	suggested-span	neutral finite-anchor region
1corintios	13	2	C3	16	ἔχω	ἔχω	V-PAS-1S	16	25	16,17,18,19,20,21,22,23,24,25	==ἔχω== πᾶσαν τὴν πίστιν ὥστε ὄρη μεθιστάναι ἀγάπην δὲ μὴ	suggested-span	neutral finite-anchor region
1corintios	13	2	C4	26	ἔχω	ἔχω	V-PAS-1S	26	27	26,27	==ἔχω== οὐθέν	suggested-span	neutral finite-anchor region
1corintios	13	2	C5	28	εἰμι	εἰμί	V-PAI-1S	28	28	28	==εἰμι==	suggested-span	neutral finite-anchor region
1corintios	13	3	C1	03	ψωμίσω	ψωμίζω	V-AAS-1S	01	09	01,02,03,04,05,06,07,08,09	καὶ ἐὰν ==ψωμίσω== πάντα τὰ ὑπάρχοντά μου ⸄καὶ ἐὰν⸅	suggested-span	neutral finite-anchor region
1corintios	13	3	C2	10	παραδῶ	παραδίδωμι	V-AAS-1S	10	13	10,11,12,13	==παραδῶ== τὸ σῶμά μου	suggested-span	neutral finite-anchor region
1corintios	13	3	C3	15	καυθήσομαι	καίω	V-FPI-1S	14	18	14,15,16,17,18	ἵνα ==καυθήσομαι== ἀγάπην δὲ μὴ	suggested-span	migrated subordinate connector ἵνα
1corintios	13	3	C4	19	ἔχω	ἔχω	V-PAS-1S	19	20	19,20	==ἔχω== οὐδὲν	suggested-span	neutral finite-anchor region
1corintios	13	3	C5	21	ὠφελοῦμαι	ὠφελέω	V-PPI-1S	21	21	21	==ὠφελοῦμαι==	suggested-span	neutral finite-anchor region
1corintios	13	4	C1	03	μακροθυμεῖ	μακροθυμέω	V-PAI-3S	01	03	01,02,03	ἡ ἀγάπη ==μακροθυμεῖ==	suggested-span	neutral finite-anchor region
1corintios	13	4	C2	04	χρηστεύεται	χρηστεύομαι	V-PMI-3S	04	07	04,05,06,07	==χρηστεύεται== ἡ ἀγάπη οὐ	suggested-span	neutral finite-anchor region
1corintios	13	4	C3	08	ζηλοῖ	ζηλόω	V-PAI-3S	08	11	08,09,10,11	==ζηλοῖ== ἡ ἀγάπη οὐ	suggested-span	neutral finite-anchor region
1corintios	13	4	C4	12	περπερεύεται	περπερεύομαι	V-PMI-3S	12	13	12,13	==περπερεύεται== οὐ	suggested-span	neutral finite-anchor region
1corintios	13	4	C5	14	φυσιοῦται	φυσιόω	V-PPI-3S	14	14	14	==φυσιοῦται==	suggested-span	neutral finite-anchor region
1corintios	13	5	C1	02	ἀσχημονεῖ	ἀσχημονέω	V-PAI-3S	01	03	01,02,03	οὐκ ==ἀσχημονεῖ== οὐ	suggested-span	neutral finite-anchor region
1corintios	13	5	C2	04	ζητεῖ	ζητέω	V-PAI-3S	04	07	04,05,06,07	==ζητεῖ== τὰ ἑαυτῆς οὐ	suggested-span	neutral finite-anchor region
1corintios	13	5	C3	08	παροξύνεται	παροξύνομαι	V-PPI-3S	08	09	08,09	==παροξύνεται== οὐ	suggested-span	neutral finite-anchor region
1corintios	13	5	C4	10	λογίζεται	λογίζομαι	V-PMI-3S	10	12	10,11,12	==λογίζεται== τὸ κακόν	suggested-span	neutral finite-anchor region
1corintios	13	6	C1	02	χαίρει	χαίρω	V-PAI-3S	01	05	01,02,03,04,05	οὐ ==χαίρει== ἐπὶ τῇ ἀδικίᾳ	suggested-span	neutral finite-anchor region
1corintios	13	6	C2	06	συγχαίρει	συγχαίρω	V-PAI-3S	06	09	06,07,08,09	==συγχαίρει== δὲ τῇ ἀληθείᾳ	suggested-span	neutral finite-anchor region
1corintios	13	7	C1	02	στέγει	στέγω	V-PAI-3S	01	03	01,02,03	πάντα ==στέγει== πάντα	suggested-span	neutral finite-anchor region
1corintios	13	7	C2	04	πιστεύει	πιστεύω	V-PAI-3S	04	05	04,05	==πιστεύει== πάντα	suggested-span	neutral finite-anchor region
1corintios	13	7	C3	06	ἐλπίζει	ἐλπίζω	V-PAI-3S	06	07	06,07	==ἐλπίζει== πάντα	suggested-span	neutral finite-anchor region
1corintios	13	7	C4	08	ὑπομένει	ὑπομένω	V-PAI-3S	08	08	08	==ὑπομένει==	suggested-span	neutral finite-anchor region
1corintios	13	8	C1	04	πίπτει	πίπτω	V-PAI-3S	01	07	01,02,03,04,05,06,07	ἡ ἀγάπη οὐδέποτε ==πίπτει== εἴτε δὲ προφητεῖαι	suggested-span	neutral finite-anchor region
1corintios	13	8	C2	08	καταργηθήσονται	καταργέω	V-FPI-3P	08	10	08,09,10	==καταργηθήσονται== εἴτε γλῶσσαι	suggested-span	neutral finite-anchor region
1corintios	13	8	C3	11	παύσονται	παύω	V-FMI-3P	11	13	11,12,13	==παύσονται== εἴτε γνῶσις	suggested-span	neutral finite-anchor region
1corintios	13	8	C4	14	καταργηθήσεται	καταργέω	V-FPI-3S	14	14	14	==καταργηθήσεται==	suggested-span	neutral finite-anchor region
1corintios	13	9	C1	04	γινώσκομεν	γινώσκω	V-PAI-1P	01	07	01,02,03,04,05,06,07	ἐκ μέρους γὰρ ==γινώσκομεν== καὶ ἐκ μέρους	suggested-span	neutral finite-anchor region
1corintios	13	9	C2	08	προφητεύομεν	προφητεύω	V-PAI-1P	08	08	08	==προφητεύομεν==	suggested-span	neutral finite-anchor region
1corintios	14	1	C1	01	διώκετε	διώκω	V-PAD-2P	01	03	01,02,03	==διώκετε== τὴν ἀγάπην	suggested-span	neutral finite-anchor region
1corintios	14	1	C2	04	ζηλοῦτε	ζηλόω	V-PAD-2P	04	09	04,05,06,07,08,09	==ζηλοῦτε== δὲ τὰ πνευματικά μᾶλλον δὲ	suggested-span	neutral finite-anchor region
1corintios	14	1	C3	11	προφητεύητε	προφητεύω	V-PAS-2P	10	11	10,11	ἵνα ==προφητεύητε==	suggested-span	migrated subordinate connector ἵνα
1corintios	14	10	C1	06	εἰσιν	εἰμί	V-PAI-3P	01	11	01,02,03,04,05,06,07,08,09,10,11	τοσαῦτα εἰ τύχοι γένη φωνῶν ==εἰσιν== ἐν κόσμῳ καὶ οὐδὲν ἄφωνον	suggested-span	neutral finite-anchor region
1corintios	14	11	C1	04	εἰδῶ	οἶδα	V-XAS-1S	01	08	01,02,03,04,05,06,07,08	ἐὰν οὖν μὴ ==εἰδῶ== τὴν δύναμιν τῆς φωνῆς	suggested-span	neutral finite-anchor region
1corintios	14	11	C2	09	ἔσομαι	εἰμί	V-FMI-1S	09	18	09,10,11,12,13,14,15,16,17,18	==ἔσομαι== τῷ λαλοῦντι βάρβαρος καὶ ὁ λαλῶν ἐν ἐμοὶ βάρβαρος	suggested-span	neutral finite-anchor region
1corintios	14	12	C1	06	ἐστε	εἰμί	V-PAI-2P	01	12	01,02,03,04,05,06,07,08,09,10,11,12	οὕτως καὶ ὑμεῖς ἐπεὶ ζηλωταί ==ἐστε== πνευμάτων πρὸς τὴν οἰκοδομὴν τῆς ἐκκλησίας	suggested-span	neutral finite-anchor region
1corintios	14	12	C2	13	ζητεῖτε	ζητέω	V-PAD-2P	13	13	13	==ζητεῖτε==	suggested-span	neutral finite-anchor region
1corintios	14	12	C3	15	περισσεύητε	περισσεύω	V-PAS-2P	14	15	14,15	ἵνα ==περισσεύητε==	suggested-span	migrated subordinate connector ἵνα
1corintios	14	13	C1	05	προσευχέσθω	προσεύχομαι	V-PMD-3S	01	05	01,02,03,04,05	διὸ ὁ λαλῶν γλώσσῃ ==προσευχέσθω==	suggested-span	neutral finite-anchor region
1corintios	14	13	C2	07	διερμηνεύῃ	διερμηνεύω	V-PAS-3S	06	07	06,07	ἵνα ==διερμηνεύῃ==	suggested-span	migrated subordinate connector ἵνα
1corintios	14	14	C1	03	προσεύχωμαι	προσεύχομαι	V-PMS-1S	01	07	01,02,03,04,05,06,07	ἐὰν γὰρ ==προσεύχωμαι== γλώσσῃ τὸ πνεῦμά μου	suggested-span	neutral finite-anchor region
1corintios	14	14	C2	08	προσεύχεται	προσεύχομαι	V-PMI-3S	08	13	08,09,10,11,12,13	==προσεύχεται== ὁ δὲ νοῦς μου ἄκαρπός	suggested-span	neutral finite-anchor region
1corintios	14	14	C3	14	ἐστιν	εἰμί	V-PAI-3S	14	14	14	==ἐστιν==	suggested-span	neutral finite-anchor region
1corintios	14	15	C1	03	ἐστιν	εἰμί	V-PAI-3S	01	03	01,02,03	τί οὖν ==ἐστιν==	suggested-span	neutral finite-anchor region
1corintios	14	15	C2	04	προσεύξομαι	προσεύχομαι	V-FMI-1S	04	06	04,05,06	==προσεύξομαι== τῷ πνεύματι	suggested-span	neutral finite-anchor region
1corintios	14	15	C3	07	προσεύξομαι	προσεύχομαι	V-FMI-1S	07	11	07,08,09,10,11	==προσεύξομαι== δὲ καὶ τῷ νοΐ	suggested-span	neutral finite-anchor region
1corintios	14	15	C4	12	ψαλῶ	ψάλλω	V-FAI-1S	12	14	12,13,14	==ψαλῶ== τῷ πνεύματι	suggested-span	neutral finite-anchor region
1corintios	14	15	C5	15	ψαλῶ	ψάλλω	V-FAI-1S	15	19	15,16,17,18,19	==ψαλῶ== δὲ καὶ τῷ νοΐ	suggested-span	neutral finite-anchor region
1corintios	14	16	C1	03	εὐλογῇς	εὐλογέω	V-PAS-2S	01	11	01,02,03,04,05,06,07,08,09,10,11	ἐπεὶ ἐὰν ==εὐλογῇς== πνεύματι ὁ ἀναπληρῶν τὸν τόπον τοῦ ἰδιώτου πῶς	suggested-span	neutral finite-anchor region
1corintios	14	16	C2	12	ἐρεῖ	λέγω	V-FAI-3S	12	20	12,13,14,15,16,17,18,19,20	==ἐρεῖ== τὸ ἀμήν ἐπὶ τῇ σῇ εὐχαριστίᾳ ἐπειδὴ τί	suggested-span	neutral finite-anchor region
1corintios	14	16	C3	21	λέγεις	λέγω	V-PAI-2S	21	22	21,22	==λέγεις== οὐκ	suggested-span	neutral finite-anchor region
1corintios	14	16	C4	23	οἶδεν	οἶδα	V-XAI-3S	23	23	23	==οἶδεν==	suggested-span	neutral finite-anchor region
1corintios	14	17	C1	05	εὐχαριστεῖς	εὐχαριστέω	V-PAI-2S	01	09	01,02,03,04,05,06,07,08,09	σὺ μὲν γὰρ καλῶς ==εὐχαριστεῖς== ἀλλʼ ὁ ἕτερος οὐκ	suggested-span	neutral finite-anchor region
1corintios	14	17	C2	10	οἰκοδομεῖται	οἰκοδομέω	V-PPI-3S	10	10	10	==οἰκοδομεῖται==	suggested-span	neutral finite-anchor region
1corintios	14	18	C1	01	εὐχαριστῶ	εὐχαριστέω	V-PAI-1S	01	07	01,02,03,04,05,06,07	==εὐχαριστῶ== τῷ θεῷ πάντων ὑμῶν μᾶλλον γλώσσαις	suggested-span	neutral finite-anchor region
1corintios	14	18	C2	08	λαλῶ	λαλέω	V-PAI-1S	08	08	08	==λαλῶ==	suggested-span	neutral finite-anchor region
1corintios	14	19	C1	04	θέλω	θέλω	V-PAI-1S	01	13	01,02,03,04,05,06,07,08,09,10,11,12,13	ἀλλὰ ἐν ἐκκλησίᾳ ==θέλω== πέντε λόγους τῷ νοΐ μου λαλῆσαι ἵνα καὶ ἄλλους	suggested-span	neutral finite-anchor region
1corintios	14	19	C2	14	κατηχήσω	κατηχέω	V-AAS-1S	14	19	14,15,16,17,18,19	==κατηχήσω== ἢ μυρίους λόγους ἐν γλώσσῃ	suggested-span	neutral finite-anchor region
1corintios	14	2	C1	07	λαλεῖ	λαλέω	V-PAI-3S	01	11	01,02,03,04,05,06,07,08,09,10,11	ὁ γὰρ λαλῶν γλώσσῃ οὐκ ἀνθρώποις ==λαλεῖ== ἀλλὰ θεῷ οὐδεὶς γὰρ	suggested-span	neutral finite-anchor region
1corintios	14	2	C2	12	ἀκούει	ἀκούω	V-PAI-3S	12	14	12,13,14	==ἀκούει== πνεύματι δὲ	suggested-span	neutral finite-anchor region
1corintios	14	2	C3	15	λαλεῖ	λαλέω	V-PAI-3S	15	16	15,16	==λαλεῖ== μυστήρια	suggested-span	neutral finite-anchor region
1corintios	14	20	C1	04	γίνεσθε	γίνομαι	V-PMD-2P	01	09	01,02,03,04,05,06,07,08,09	ἀδελφοί μὴ παιδία ==γίνεσθε== ταῖς φρεσίν ἀλλὰ τῇ κακίᾳ	suggested-span	neutral finite-anchor region
1corintios	14	20	C2	10	νηπιάζετε	νηπιάζω	V-PAD-2P	10	14	10,11,12,13,14	==νηπιάζετε== ταῖς δὲ φρεσὶν τέλειοι	suggested-span	neutral finite-anchor region
1corintios	14	20	C3	15	γίνεσθε	γίνομαι	V-PMD-2P	15	15	15	==γίνεσθε==	suggested-span	neutral finite-anchor region
1corintios	14	21	C1	04	γέγραπται	γράφω	V-XPI-3S	01	11	01,02,03,04,05,06,07,08,09,10,11	ἐν τῷ νόμῳ ==γέγραπται== ὅτι ἐν ἑτερογλώσσοις καὶ ἐν χείλεσιν ἑτέρων	suggested-span	neutral finite-anchor region
1corintios	14	21	C2	12	λαλήσω	λαλέω	V-FAI-1S	12	18	12,13,14,15,16,17,18	==λαλήσω== τῷ λαῷ τούτῳ καὶ οὐδʼ οὕτως	suggested-span	neutral finite-anchor region
1corintios	14	21	C3	19	εἰσακούσονταί	εἰσακούω	V-FMI-3P	19	20	19,20	==εἰσακούσονταί== μου	suggested-span	neutral finite-anchor region
1corintios	14	21	C4	21	λέγει	λέγω	V-PAI-3S	21	22	21,22	==λέγει== κύριος	suggested-span	neutral finite-anchor region
1corintios	14	22	C1	06	εἰσιν	εἰμί	V-PAI-3P	01	21	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21	ὥστε αἱ γλῶσσαι εἰς σημεῖόν ==εἰσιν== οὐ τοῖς πιστεύουσιν ἀλλὰ τοῖς ἀπίστοις ἡ δὲ προφητεία οὐ τοῖς ἀπίστοις ἀλλὰ τοῖς πιστεύουσιν	suggested-span	neutral finite-anchor region
1corintios	14	23	C1	03	συνέλθῃ	συνέρχομαι	V-AAS-3S	01	11	01,02,03,04,05,06,07,08,09,10,11	ἐὰν οὖν ==συνέλθῃ== ἡ ἐκκλησία ὅλη ἐπὶ τὸ αὐτὸ καὶ πάντες	suggested-span	neutral finite-anchor region
1corintios	14	23	C2	12	λαλῶσιν	λαλέω	V-PAS-3P	12	13	12,13	==λαλῶσιν== γλώσσαις	suggested-span	neutral finite-anchor region
1corintios	14	23	C3	14	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	14	19	14,15,16,17,18,19	==εἰσέλθωσιν== δὲ ἰδιῶται ἢ ἄπιστοι οὐκ	suggested-span	neutral finite-anchor region
1corintios	14	23	C4	20	ἐροῦσιν	λέγω	V-FAI-3P	20	20	20	==ἐροῦσιν==	suggested-span	neutral finite-anchor region
1corintios	14	23	C5	22	μαίνεσθε	μαίνομαι	V-PMI-2P	21	22	21,22	ὅτι ==μαίνεσθε==	suggested-span	migrated subordinate connector ὅτι
1corintios	14	24	C1	04	προφητεύωσιν	προφητεύω	V-PAS-3P	01	04	01,02,03,04	ἐὰν δὲ πάντες ==προφητεύωσιν==	suggested-span	neutral finite-anchor region
1corintios	14	24	C2	05	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	05	10	05,06,07,08,09,10	==εἰσέλθῃ== δέ τις ἄπιστος ἢ ἰδιώτης	suggested-span	neutral finite-anchor region
1corintios	14	24	C3	11	ἐλέγχεται	ἐλέγχω	V-PPI-3S	11	13	11,12,13	==ἐλέγχεται== ὑπὸ πάντων	suggested-span	neutral finite-anchor region
1corintios	14	24	C4	14	ἀνακρίνεται	ἀνακρίνω	V-PPI-3S	14	16	14,15,16	==ἀνακρίνεται== ὑπὸ πάντων	suggested-span	neutral finite-anchor region
1corintios	14	25	C1	07	γίνεται	γίνομαι	V-PMI-3S	01	12	01,02,03,04,05,06,07,08,09,10,11,12	τὰ κρυπτὰ τῆς καρδίας αὐτοῦ φανερὰ ==γίνεται== καὶ οὕτως πεσὼν ἐπὶ πρόσωπον	suggested-span	neutral finite-anchor region
1corintios	14	25	C2	13	προσκυνήσει	προσκυνέω	V-FAI-3S	13	22	13,14,15,16,17,18,19,20,21,22	==προσκυνήσει== τῷ θεῷ ἀπαγγέλλων ὅτι ὄντως ὁ θεὸς ἐν ὑμῖν	suggested-span	neutral finite-anchor region
1corintios	14	25	C3	23	ἐστιν	εἰμί	V-PAI-3S	23	23	23	==ἐστιν==	suggested-span	neutral finite-anchor region
1corintios	14	26	C1	03	ἐστιν	εἰμί	V-PAI-3S	01	05	01,02,03,04,05	τί οὖν ==ἐστιν== ἀδελφοί ὅταν	suggested-span	neutral finite-anchor region
1corintios	14	26	C2	06	συνέρχησθε	συνέρχομαι	V-PMS-2P	06	08	06,07,08	==συνέρχησθε== ἕκαστος ψαλμὸν	suggested-span	neutral finite-anchor region
1corintios	14	26	C3	09	ἔχει	ἔχω	V-PAI-3S	09	10	09,10	==ἔχει== διδαχὴν	suggested-span	neutral finite-anchor region
1corintios	14	26	C4	11	ἔχει	ἔχω	V-PAI-3S	11	12	11,12	==ἔχει== ἀποκάλυψιν	suggested-span	neutral finite-anchor region
1corintios	14	26	C5	13	ἔχει	ἔχω	V-PAI-3S	13	14	13,14	==ἔχει== γλῶσσαν	suggested-span	neutral finite-anchor region
1corintios	14	26	C6	15	ἔχει	ἔχω	V-PAI-3S	15	16	15,16	==ἔχει== ἑρμηνείαν	suggested-span	neutral finite-anchor region
1corintios	14	26	C7	17	ἔχει	ἔχω	V-PAI-3S	17	20	17,18,19,20	==ἔχει== πάντα πρὸς οἰκοδομὴν	suggested-span	neutral finite-anchor region
1corintios	14	26	C8	21	γινέσθω	γίνομαι	V-PMD-3S	21	21	21	==γινέσθω==	suggested-span	neutral finite-anchor region
1corintios	14	27	C1	04	λαλεῖ	λαλέω	V-PAI-3S	01	15	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15	εἴτε γλώσσῃ τις ==λαλεῖ== κατὰ δύο ἢ τὸ πλεῖστον τρεῖς καὶ ἀνὰ μέρος καὶ εἷς	suggested-span	neutral finite-anchor region
1corintios	14	27	C2	16	διερμηνευέτω	διερμηνεύω	V-PAD-3S	16	16	16	==διερμηνευέτω==	suggested-span	neutral finite-anchor region
