BOOK	CH	VS	CLAUSE_ID	FINITE_G_IDX	FINITE_GREEK	FINITE_LEMMA	FINITE_RMAC	SPAN_START	SPAN_END	SPAN_GIDX	SPAN_TEXT	SPAN_STATUS	BOUNDARY_NOTES
1corintios	10	4	C3	17	ἦν	εἰμί	V-IAI-3S	17	19	17,18,19	==ἦν== ὁ χριστός	suggested-span	neutral finite-anchor region
1corintios	10	5	C1	07	ηὐδόκησεν	εὐδοκέω	V-AAI-3S	01	09	01,02,03,04,05,06,07,08,09	ἀλλʼ οὐκ ἐν τοῖς πλείοσιν αὐτῶν ==ηὐδόκησεν== ὁ θεός	suggested-span	neutral finite-anchor region
1corintios	10	5	C2	10	κατεστρώθησαν	καταστρώννυμι	V-API-3P	10	14	10,11,12,13,14	==κατεστρώθησαν== γὰρ ἐν τῇ ἐρήμῳ	suggested-span	neutral finite-anchor region
1corintios	10	6	C1	05	ἐγενήθησαν	γίνομαι	V-API-3P	01	14	01,02,03,04,05,06,07,08,09,10,11,12,13,14	ταῦτα δὲ τύποι ἡμῶν ==ἐγενήθησαν== εἰς τὸ μὴ εἶναι ἡμᾶς ἐπιθυμητὰς κακῶν καθὼς κἀκεῖνοι	suggested-span	neutral finite-anchor region
1corintios	10	6	C2	15	ἐπεθύμησαν	ἐπιθυμέω	V-AAI-3P	15	15	15	==ἐπεθύμησαν==	suggested-span	neutral finite-anchor region
1corintios	10	7	C1	03	γίνεσθε	γίνομαι	V-PMD-2P	01	07	01,02,03,04,05,06,07	μηδὲ εἰδωλολάτραι ==γίνεσθε== καθώς τινες αὐτῶν ὥσπερ	suggested-span	neutral finite-anchor region
1corintios	10	7	C2	08	γέγραπται	γράφω	V-XPI-3S	08	08	08	==γέγραπται==	suggested-span	neutral finite-anchor region
1corintios	10	7	C3	09	ἐκάθισεν	καθίζω	V-AAI-3S	09	15	09,10,11,12,13,14,15	==ἐκάθισεν== ὁ λαὸς φαγεῖν καὶ πεῖν καὶ	suggested-span	neutral finite-anchor region
1corintios	10	7	C4	16	ἀνέστησαν	ἀνίστημι	V-AAI-3P	16	17	16,17	==ἀνέστησαν== παίζειν	suggested-span	neutral finite-anchor region
1corintios	10	8	C1	02	πορνεύωμεν	πορνεύω	V-PAS-1P	01	05	01,02,03,04,05	μηδὲ ==πορνεύωμεν== καθώς τινες αὐτῶν	suggested-span	neutral finite-anchor region
1corintios	10	8	C2	06	ἐπόρνευσαν	πορνεύω	V-AAI-3P	06	07	06,07	==ἐπόρνευσαν== καὶ	suggested-span	neutral finite-anchor region
1corintios	10	8	C3	08	ἔπεσαν	πίπτω	V-AAI-3P	08	13	08,09,10,11,12,13	==ἔπεσαν== μιᾷ ἡμέρᾳ εἴκοσι τρεῖς χιλιάδες	suggested-span	neutral finite-anchor region
1corintios	10	9	C1	02	ἐκπειράζωμεν	ἐκπειράζω	V-PAS-1P	01	07	01,02,03,04,05,06,07	μηδὲ ==ἐκπειράζωμεν== τὸν χριστόν καθώς τινες αὐτῶν	suggested-span	neutral finite-anchor region
1corintios	10	9	C2	08	ἐπείρασαν	πειράζω	V-AAI-3P	08	12	08,09,10,11,12	==ἐπείρασαν== καὶ ὑπὸ τῶν ὄφεων	suggested-span	neutral finite-anchor region
1corintios	10	9	C3	13	ἀπώλλυντο	ἀπόλλυμι	V-IPI-3P	13	13	13	==ἀπώλλυντο==	suggested-span	neutral finite-anchor region
1corintios	11	1	C1	03	γίνεσθε	γίνομαι	V-PMD-2P	01	06	01,02,03,04,05,06	μιμηταί μου ==γίνεσθε== καθὼς κἀγὼ χριστοῦ	suggested-span	neutral finite-anchor region
1corintios	11	10	C1	03	ὀφείλει	ὀφείλω	V-PAI-3S	01	13	01,02,03,04,05,06,07,08,09,10,11,12,13	διὰ τοῦτο ==ὀφείλει== ἡ γυνὴ ἐξουσίαν ἔχειν ἐπὶ τῆς κεφαλῆς διὰ τοὺς ἀγγέλους	suggested-span	neutral finite-anchor region
1corintios	11	13	C1	04	κρίνατε	κρίνω	V-AAD-2P	01	05	01,02,03,04,05	ἐν ὑμῖν αὐτοῖς ==κρίνατε== πρέπον	suggested-span	neutral finite-anchor region
1corintios	11	13	C2	06	ἐστὶν	εἰμί	V-PAI-3S	06	11	06,07,08,09,10,11	==ἐστὶν== γυναῖκα ἀκατακάλυπτον τῷ θεῷ προσεύχεσθαι	suggested-span	neutral finite-anchor region
1corintios	11	14	C1	05	διδάσκει	διδάσκω	V-PAI-3S	01	09	01,02,03,04,05,06,07,08,09	οὐδὲ ἡ φύσις αὐτὴ ==διδάσκει== ὑμᾶς ὅτι ἀνὴρ μὲν	suggested-span	neutral finite-anchor region
1corintios	11	14	C2	11	κομᾷ	κομάω	V-PAS-3S	10	13	10,11,12,13	ἐὰν ==κομᾷ== ἀτιμία αὐτῷ	suggested-span	migrated subordinate connector ἐὰν
1corintios	11	14	C3	14	ἐστιν	εἰμί	V-PAI-3S	14	14	14	==ἐστιν==	suggested-span	neutral finite-anchor region
1corintios	11	15	C1	04	κομᾷ	κομάω	V-PAS-3S	01	06	01,02,03,04,05,06	γυνὴ δὲ ἐὰν ==κομᾷ== δόξα αὐτῇ	suggested-span	neutral finite-anchor region
1corintios	11	15	C2	07	ἐστιν	εἰμί	V-PAI-3S	07	12	07,08,09,10,11,12	==ἐστιν== ὅτι ἡ κόμη ἀντὶ περιβολαίου	suggested-span	neutral finite-anchor region
1corintios	11	15	C3	13	δέδοται	δίδωμι	V-XPI-3S	13	13	13	==δέδοται==	suggested-span	neutral finite-anchor region
1corintios	11	16	C1	04	δοκεῖ	δοκέω	V-PAI-3S	01	10	01,02,03,04,05,06,07,08,09,10	εἰ δέ τις ==δοκεῖ== φιλόνεικος εἶναι ἡμεῖς τοιαύτην συνήθειαν οὐκ	suggested-span	neutral finite-anchor region
1corintios	11	16	C2	11	ἔχομεν	ἔχω	V-PAI-1P	11	16	11,12,13,14,15,16	==ἔχομεν== οὐδὲ αἱ ἐκκλησίαι τοῦ θεοῦ	suggested-span	neutral finite-anchor region
1corintios	11	17	C1	05	ἐπαινῶ	ἐπαινέω	V-PAI-1S	01	14	01,02,03,04,05,06,07,08,09,10,11,12,13,14	τοῦτο δὲ παραγγέλλων οὐκ ==ἐπαινῶ== ὅτι οὐκ εἰς τὸ κρεῖσσον ἀλλὰ εἰς τὸ ἧσσον	suggested-span	neutral finite-anchor region
1corintios	11	17	C2	15	συνέρχεσθε	συνέρχομαι	V-PMI-2P	15	15	15	==συνέρχεσθε==	suggested-span	neutral finite-anchor region
1corintios	11	18	C1	08	ἀκούω	ἀκούω	V-PAI-1S	01	15	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15	πρῶτον μὲν γὰρ συνερχομένων ὑμῶν ἐν ἐκκλησίᾳ ==ἀκούω== σχίσματα ἐν ὑμῖν ὑπάρχειν καὶ μέρος τι	suggested-span	neutral finite-anchor region
1corintios	11	18	C2	16	πιστεύω	πιστεύω	V-PAI-1S	16	16	16	==πιστεύω==	suggested-span	neutral finite-anchor region
1corintios	11	19	C1	01	δεῖ	δέω	V-PAI-3S	01	12	01,02,03,04,05,06,07,08,09,10,11,12	==δεῖ== γὰρ καὶ αἱρέσεις ἐν ὑμῖν εἶναι ἵνα καὶ οἱ δόκιμοι φανεροὶ	suggested-span	neutral finite-anchor region
1corintios	11	19	C2	13	γένωνται	γίνομαι	V-AMS-3P	13	15	13,14,15	==γένωνται== ἐν ὑμῖν	suggested-span	neutral finite-anchor region
1corintios	11	2	C1	01	ἐπαινῶ	ἐπαινέω	V-PAI-1S	01	06	01,02,03,04,05,06	==ἐπαινῶ== δὲ ὑμᾶς ὅτι πάντα μου	suggested-span	neutral finite-anchor region
1corintios	11	2	C2	07	μέμνησθε	μιμνῄσκομαι	V-XMI-2P	07	09	07,08,09	==μέμνησθε== καὶ καθὼς	suggested-span	neutral finite-anchor region
1corintios	11	2	C3	10	παρέδωκα	παραδίδωμι	V-AAI-1S	10	13	10,11,12,13	==παρέδωκα== ὑμῖν τὰς παραδόσεις	suggested-span	neutral finite-anchor region
1corintios	11	2	C4	14	κατέχετε	κατέχω	V-PAI-2P	14	14	14	==κατέχετε==	suggested-span	neutral finite-anchor region
1corintios	11	20	C1	08	ἔστιν	εἰμί	V-PAI-3S	01	11	01,02,03,04,05,06,07,08,09,10,11	συνερχομένων οὖν ὑμῶν ἐπὶ τὸ αὐτὸ οὐκ ==ἔστιν== κυριακὸν δεῖπνον φαγεῖν	suggested-span	neutral finite-anchor region
1corintios	11	21	C1	06	προλαμβάνει	προλαμβάνω	V-PAI-3S	01	09	01,02,03,04,05,06,07,08,09	ἕκαστος γὰρ τὸ ἴδιον δεῖπνον ==προλαμβάνει== ἐν τῷ φαγεῖν	suggested-span	neutral finite-anchor region
1corintios	11	21	C2	13	πεινᾷ	πεινάω	V-PAI-3S	10	13	10,11,12,13	καὶ ὃς μὲν ==πεινᾷ==	suggested-span	migrated paired head ὃς μὲν; migrated paired lead-in καὶ
1corintios	11	21	C3	16	μεθύει	μεθύω	V-PAI-3S	14	16	14,15,16	ὃς δὲ ==μεθύει==	suggested-span	migrated paired head ὃς δὲ
1corintios	11	22	C1	05	ἔχετε	ἔχω	V-PAI-2P	01	15	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15	μὴ γὰρ οἰκίας οὐκ ==ἔχετε== εἰς τὸ ἐσθίειν καὶ πίνειν ἢ τῆς ἐκκλησίας τοῦ θεοῦ	suggested-span	neutral finite-anchor region
1corintios	11	22	C2	16	καταφρονεῖτε	καταφρονέω	V-PAI-2P	16	17	16,17	==καταφρονεῖτε== καὶ	suggested-span	neutral finite-anchor region
1corintios	11	22	C3	18	καταισχύνετε	καταισχύνω	V-PAI-2P	18	22	18,19,20,21,22	==καταισχύνετε== τοὺς μὴ ἔχοντας τί	suggested-span	neutral finite-anchor region
1corintios	11	22	C4	23	εἴπω	λέγω	V-AAS-1S	23	24	23,24	==εἴπω== ὑμῖν	suggested-span	neutral finite-anchor region
1corintios	11	22	C5	25	ἐπαινέσω	ἐπαινέω	V-AAS-1S	25	29	25,26,27,28,29	==ἐπαινέσω== ὑμᾶς ἐν τούτῳ οὐκ	suggested-span	neutral finite-anchor region
1corintios	11	22	C6	30	ἐπαινῶ	ἐπαινέω	V-PAI-1S	30	30	30	==ἐπαινῶ==	suggested-span	neutral finite-anchor region
1corintios	11	23	C1	03	παρέλαβον	παραλαμβάνω	V-AAI-1S	01	08	01,02,03,04,05,06,07,08	ἐγὼ γὰρ ==παρέλαβον== ἀπὸ τοῦ κυρίου ὃ καὶ	suggested-span	neutral finite-anchor region
1corintios	11	23	C2	09	παρέδωκα	παραδίδωμι	V-AAI-1S	09	18	09,10,11,12,13,14,15,16,17,18	==παρέδωκα== ὑμῖν ὅτι ὁ κύριος ἰησοῦς ἐν τῇ νυκτὶ ᾗ	suggested-span	neutral finite-anchor region
1corintios	11	23	C3	19	παρεδίδετο	παραδίδωμι	V-IPI-3S	19	19	19	==παρεδίδετο==	suggested-span	neutral finite-anchor region
1corintios	11	23	C4	20	ἔλαβεν	λαμβάνω	V-AAI-3S	20	21	20,21	==ἔλαβεν== ἄρτον	suggested-span	neutral finite-anchor region
1corintios	11	24	C1	03	ἔκλασεν	κλάω	V-AAI-3S	01	04	01,02,03,04	καὶ εὐχαριστήσας ==ἔκλασεν== καὶ	suggested-span	neutral finite-anchor region
1corintios	11	24	C2	05	εἶπεν	λέγω	V-AAI-3S	05	07	05,06,07	==εἶπεν== τοῦτό μού	suggested-span	neutral finite-anchor region
1corintios	11	24	C3	08	ἐστιν	εἰμί	V-PAI-3S	08	14	08,09,10,11,12,13,14	==ἐστιν== τὸ σῶμα τὸ ὑπὲρ ὑμῶν τοῦτο	suggested-span	neutral finite-anchor region
1corintios	11	24	C4	15	ποιεῖτε	ποιέω	V-PAD-2P	15	19	15,16,17,18,19	==ποιεῖτε== εἰς τὴν ἐμὴν ἀνάμνησιν	suggested-span	neutral finite-anchor region
1corintios	11	25	C1	15	ἐστὶν	εἰμί	V-PAI-3S	01	20	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20	ὡσαύτως καὶ τὸ ποτήριον μετὰ τὸ δειπνῆσαι λέγων τοῦτο τὸ ποτήριον ἡ καινὴ διαθήκη ==ἐστὶν== ἐν τῷ ἐμῷ αἵματι τοῦτο	suggested-span	neutral finite-anchor region
1corintios	11	25	C2	21	ποιεῖτε	ποιέω	V-PAD-2P	21	22	21,22	==ποιεῖτε== ὁσάκις	suggested-span	neutral finite-anchor region
1corintios	11	25	C3	24	πίνητε	πίνω	V-PAS-2P	23	28	23,24,25,26,27,28	ἐὰν ==πίνητε== εἰς τὴν ἐμὴν ἀνάμνησιν	suggested-span	migrated subordinate connector ἐὰν
1corintios	11	26	C1	04	ἐσθίητε	ἐσθίω	V-PAS-2P	01	10	01,02,03,04,05,06,07,08,09,10	ὁσάκις γὰρ ἐὰν ==ἐσθίητε== τὸν ἄρτον τοῦτον καὶ τὸ ποτήριον	suggested-span	neutral finite-anchor region
1corintios	11	26	C2	11	πίνητε	πίνω	V-PAS-2P	11	15	11,12,13,14,15	==πίνητε== τὸν θάνατον τοῦ κυρίου	suggested-span	neutral finite-anchor region
1corintios	11	26	C3	16	καταγγέλλετε	καταγγέλλω	V-PAI-2P	16	18	16,17,18	==καταγγέλλετε== ἄχρι οὗ	suggested-span	neutral finite-anchor region
1corintios	11	26	C4	19	ἔλθῃ	ἔρχομαι	V-AAS-3S	19	19	19	==ἔλθῃ==	suggested-span	neutral finite-anchor region
1corintios	11	27	C1	04	ἐσθίῃ	ἐσθίω	V-PAS-3S	01	07	01,02,03,04,05,06,07	ὥστε ὃς ἂν ==ἐσθίῃ== τὸν ἄρτον ἢ	suggested-span	neutral finite-anchor region
1corintios	11	27	C2	08	πίνῃ	πίνω	V-PAS-3S	08	14	08,09,10,11,12,13,14	==πίνῃ== τὸ ποτήριον τοῦ κυρίου ἀναξίως ἔνοχος	suggested-span	neutral finite-anchor region
1corintios	11	27	C3	15	ἔσται	εἰμί	V-FMI-3S	15	22	15,16,17,18,19,20,21,22	==ἔσται== τοῦ σώματος καὶ τοῦ αἵματος τοῦ κυρίου	suggested-span	neutral finite-anchor region
1corintios	11	28	C1	01	δοκιμαζέτω	δοκιμάζω	V-PAD-3S	01	09	01,02,03,04,05,06,07,08,09	==δοκιμαζέτω== δὲ ἄνθρωπος ἑαυτόν καὶ οὕτως ἐκ τοῦ ἄρτου	suggested-span	neutral finite-anchor region
1corintios	11	28	C2	10	ἐσθιέτω	ἐσθίω	V-PAD-3S	10	14	10,11,12,13,14	==ἐσθιέτω== καὶ ἐκ τοῦ ποτηρίου	suggested-span	neutral finite-anchor region
1corintios	11	28	C3	15	πινέτω	πίνω	V-PAD-3S	15	15	15	==πινέτω==	suggested-span	neutral finite-anchor region
1corintios	11	29	C1	08	ἐσθίει	ἐσθίω	V-PAI-3S	01	09	01,02,03,04,05,06,07,08,09	ὁ γὰρ ἐσθίων καὶ πίνων κρίμα ἑαυτῷ ==ἐσθίει== καὶ	suggested-span	neutral finite-anchor region
1corintios	11	29	C2	10	πίνει	πίνω	V-PAI-3S	10	14	10,11,12,13,14	==πίνει== μὴ διακρίνων τὸ σῶμα	suggested-span	neutral finite-anchor region
1corintios	11	3	C1	01	θέλω	θέλω	V-PAI-1S	01	11	01,02,03,04,05,06,07,08,09,10,11	==θέλω== δὲ ὑμᾶς εἰδέναι ὅτι παντὸς ἀνδρὸς ἡ κεφαλὴ ὁ χριστός	suggested-span	neutral finite-anchor region
1corintios	11	3	C2	12	ἐστιν	εἰμί	V-PAI-3S	12	23	12,13,14,15,16,17,18,19,20,21,22,23	==ἐστιν== κεφαλὴ δὲ γυναικὸς ὁ ἀνήρ κεφαλὴ δὲ τοῦ χριστοῦ ὁ θεός	suggested-span	neutral finite-anchor region
1corintios	11	30	C1	10	κοιμῶνται	κοιμάομαι	V-PMI-3P	01	11	01,02,03,04,05,06,07,08,09,10,11	διὰ τοῦτο ἐν ὑμῖν πολλοὶ ἀσθενεῖς καὶ ἄρρωστοι καὶ ==κοιμῶνται== ἱκανοί	suggested-span	neutral finite-anchor region
1corintios	11	31	C1	04	διεκρίνομεν	διακρίνω	V-IAI-1P	01	06	01,02,03,04,05,06	εἰ δὲ ἑαυτοὺς ==διεκρίνομεν== οὐκ ἂν	suggested-span	neutral finite-anchor region
1corintios	11	31	C2	07	ἐκρινόμεθα	κρίνω	V-IPI-1P	07	07	07	==ἐκρινόμεθα==	suggested-span	neutral finite-anchor region
1corintios	11	32	C1	05	παιδευόμεθα	παιδεύω	V-PPI-1P	01	10	01,02,03,04,05,06,07,08,09,10	κρινόμενοι δὲ ὑπὸ κυρίου ==παιδευόμεθα== ἵνα μὴ σὺν τῷ κόσμῳ	suggested-span	neutral finite-anchor region
1corintios	11	32	C2	11	κατακριθῶμεν	κατακρίνω	V-APS-1P	11	11	11	==κατακριθῶμεν==	suggested-span	neutral finite-anchor region
1corintios	11	33	C1	09	ἐκδέχεσθε	ἐκδέχομαι	V-PMD-2P	01	09	01,02,03,04,05,06,07,08,09	ὥστε ἀδελφοί μου συνερχόμενοι εἰς τὸ φαγεῖν ἀλλήλους ==ἐκδέχεσθε==	suggested-span	neutral finite-anchor region
1corintios	11	34	C1	03	πεινᾷ	πεινάω	V-PAI-3S	01	05	01,02,03,04,05	εἴ τις ==πεινᾷ== ἐν οἴκῳ	suggested-span	neutral finite-anchor region
1corintios	11	34	C2	06	ἐσθιέτω	ἐσθίω	V-PAD-3S	06	10	06,07,08,09,10	==ἐσθιέτω== ἵνα μὴ εἰς κρίμα	suggested-span	neutral finite-anchor region
1corintios	11	34	C3	11	συνέρχησθε	συνέρχομαι	V-PMS-2P	11	16	11,12,13,14,15,16	==συνέρχησθε== τὰ δὲ λοιπὰ ὡς ἂν	suggested-span	neutral finite-anchor region
1corintios	11	34	C4	17	ἔλθω	ἔρχομαι	V-AAS-1S	17	17	17	==ἔλθω==	suggested-span	neutral finite-anchor region
1corintios	11	34	C5	18	διατάξομαι	διατάσσω	V-FMI-1S	18	18	18	==διατάξομαι==	suggested-span	neutral finite-anchor region
1corintios	11	4	C1	09	καταισχύνει	καταισχύνω	V-PAI-3S	01	12	01,02,03,04,05,06,07,08,09,10,11,12	πᾶς ἀνὴρ προσευχόμενος ἢ προφητεύων κατὰ κεφαλῆς ἔχων ==καταισχύνει== τὴν κεφαλὴν αὐτοῦ	suggested-span	neutral finite-anchor region
1corintios	11	5	C1	10	καταισχύνει	καταισχύνω	V-PAI-3S	01	15	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15	πᾶσα δὲ γυνὴ προσευχομένη ἢ προφητεύουσα ἀκατακαλύπτῳ τῇ κεφαλῇ ==καταισχύνει== τὴν κεφαλὴν αὐτῆς ἓν γάρ	suggested-span	neutral finite-anchor region
1corintios	11	5	C2	16	ἐστιν	εἰμί	V-PAI-3S	16	21	16,17,18,19,20,21	==ἐστιν== καὶ τὸ αὐτὸ τῇ ἐξυρημένῃ	suggested-span	neutral finite-anchor region
1corintios	11	6	C1	04	κατακαλύπτεται	κατακαλύπτομαι	V-PMI-3S	01	06	01,02,03,04,05,06	εἰ γὰρ οὐ ==κατακαλύπτεται== γυνή καὶ	suggested-span	neutral finite-anchor region
1corintios	11	6	C2	07	κειράσθω	κείρω	V-AMD-3S	07	15	07,08,09,10,11,12,13,14,15	==κειράσθω== εἰ δὲ αἰσχρὸν γυναικὶ τὸ κείρασθαι ἢ ξυρᾶσθαι	suggested-span	neutral finite-anchor region
1corintios	11	6	C3	16	κατακαλυπτέσθω	κατακαλύπτομαι	V-PMD-3S	16	16	16	==κατακαλυπτέσθω==	suggested-span	neutral finite-anchor region
1corintios	11	7	C1	05	ὀφείλει	ὀφείλω	V-PAI-3S	01	18	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18	ἀνὴρ μὲν γὰρ οὐκ ==ὀφείλει== κατακαλύπτεσθαι τὴν κεφαλήν εἰκὼν καὶ δόξα θεοῦ ὑπάρχων ἡ γυνὴ δὲ δόξα ἀνδρός	suggested-span	neutral finite-anchor region
1corintios	11	7	C2	19	ἐστιν	εἰμί	V-PAI-3S	19	19	19	==ἐστιν==	suggested-span	neutral finite-anchor region
1corintios	11	8	C1	03	ἐστιν	εἰμί	V-PAI-3S	01	10	01,02,03,04,05,06,07,08,09,10	οὐ γάρ ==ἐστιν== ἀνὴρ ἐκ γυναικός ἀλλὰ γυνὴ ἐξ ἀνδρός	suggested-span	neutral finite-anchor region
1corintios	11	9	C1	04	ἐκτίσθη	κτίζω	V-API-3S	01	13	01,02,03,04,05,06,07,08,09,10,11,12,13	καὶ γὰρ οὐκ ==ἐκτίσθη== ἀνὴρ διὰ τὴν γυναῖκα ἀλλὰ γυνὴ διὰ τὸν ἄνδρα	suggested-span	neutral finite-anchor region
1corintios	12	1	C1	07	θέλω	θέλω	V-PAI-1S	01	09	01,02,03,04,05,06,07,08,09	περὶ δὲ τῶν πνευματικῶν ἀδελφοί οὐ ==θέλω== ὑμᾶς ἀγνοεῖν	suggested-span	neutral finite-anchor region
1corintios	12	11	C1	04	ἐνεργεῖ	ἐνεργέω	V-PAI-3S	01	14	01,02,03,04,05,06,07,08,09,10,11,12,13,14	πάντα δὲ ταῦτα ==ἐνεργεῖ== τὸ ἓν καὶ τὸ αὐτὸ πνεῦμα διαιροῦν ἰδίᾳ ἑκάστῳ καθὼς	suggested-span	neutral finite-anchor region
1corintios	12	11	C2	15	βούλεται	βούλομαι	V-PMI-3S	15	15	15	==βούλεται==	suggested-span	neutral finite-anchor region
1corintios	12	12	C1	06	ἐστιν	εἰμί	V-PAI-3S	01	09	01,02,03,04,05,06,07,08,09	καθάπερ γὰρ τὸ σῶμα ἕν ==ἐστιν== καὶ μέλη πολλὰ	suggested-span	neutral finite-anchor region
1corintios	12	12	C2	10	ἔχει	ἔχω	V-PAI-3S	10	19	10,11,12,13,14,15,16,17,18,19	==ἔχει== πάντα δὲ τὰ μέλη τοῦ σώματος πολλὰ ὄντα ἕν	suggested-span	neutral finite-anchor region
1corintios	12	12	C3	20	ἐστιν	εἰμί	V-PAI-3S	20	25	20,21,22,23,24,25	==ἐστιν== σῶμα οὕτως καὶ ὁ χριστός	suggested-span	neutral finite-anchor region
1corintios	12	13	C1	11	ἐβαπτίσθημεν	βαπτίζω	V-API-1P	01	23	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23	καὶ γὰρ ἐν ἑνὶ πνεύματι ἡμεῖς πάντες εἰς ἓν σῶμα ==ἐβαπτίσθημεν== εἴτε ἰουδαῖοι εἴτε ἕλληνες εἴτε δοῦλοι εἴτε ἐλεύθεροι καὶ πάντες ἓν πνεῦμα	suggested-span	neutral finite-anchor region
1corintios	12	13	C2	24	ἐποτίσθημεν	ποτίζω	V-API-1P	24	24	24	==ἐποτίσθημεν==	suggested-span	neutral finite-anchor region
1corintios	12	14	C1	06	ἔστιν	εἰμί	V-PAI-3S	01	10	01,02,03,04,05,06,07,08,09,10	καὶ γὰρ τὸ σῶμα οὐκ ==ἔστιν== ἓν μέλος ἀλλὰ πολλά	suggested-span	neutral finite-anchor region
1corintios	12	15	C1	02	εἴπῃ	λέγω	V-AAS-3S	01	06	01,02,03,04,05,06	ἐὰν ==εἴπῃ== ὁ πούς ὅτι οὐκ	suggested-span	neutral finite-anchor region
1corintios	12	15	C2	07	εἰμὶ	εἰμί	V-PAI-1S	07	09	07,08,09	==εἰμὶ== χείρ οὐκ	suggested-span	neutral finite-anchor region
1corintios	12	15	C3	10	εἰμὶ	εἰμί	V-PAI-1S	10	17	10,11,12,13,14,15,16,17	==εἰμὶ== ἐκ τοῦ σώματος οὐ παρὰ τοῦτο οὐκ	suggested-span	neutral finite-anchor region
1corintios	12	15	C4	18	ἔστιν	εἰμί	V-PAI-3S	18	21	18,19,20,21	==ἔστιν== ἐκ τοῦ σώματος	suggested-span	neutral finite-anchor region
1corintios	12	16	C1	03	εἴπῃ	λέγω	V-AAS-3S	01	07	01,02,03,04,05,06,07	καὶ ἐὰν ==εἴπῃ== τὸ οὖς ὅτι οὐκ	suggested-span	neutral finite-anchor region
1corintios	12	16	C2	08	εἰμὶ	εἰμί	V-PAI-1S	08	10	08,09,10	==εἰμὶ== ὀφθαλμός οὐκ	suggested-span	neutral finite-anchor region
1corintios	12	16	C3	11	εἰμὶ	εἰμί	V-PAI-1S	11	18	11,12,13,14,15,16,17,18	==εἰμὶ== ἐκ τοῦ σώματος οὐ παρὰ τοῦτο οὐκ	suggested-span	neutral finite-anchor region
1corintios	12	16	C4	19	ἔστιν	εἰμί	V-PAI-3S	19	22	19,20,21,22	==ἔστιν== ἐκ τοῦ σώματος	suggested-span	neutral finite-anchor region
1corintios	12	18	C1	05	ἔθετο	τίθημι	V-AMI-3S	01	14	01,02,03,04,05,06,07,08,09,10,11,12,13,14	νυνὶ δὲ ὁ θεὸς ==ἔθετο== τὰ μέλη ἓν ἕκαστον αὐτῶν ἐν τῷ σώματι καθὼς	suggested-span	neutral finite-anchor region
1corintios	12	18	C2	15	ἠθέλησεν	θέλω	V-AAI-3S	15	15	15	==ἠθέλησεν==	suggested-span	neutral finite-anchor region
1corintios	12	19	C1	03	ἦν	εἰμί	V-IAI-3S	01	10	01,02,03,04,05,06,07,08,09,10	εἰ δὲ ==ἦν== τὰ πάντα ἓν μέλος ποῦ τὸ σῶμα	suggested-span	neutral finite-anchor region
1corintios	12	2	C1	01	οἴδατε	οἶδα	V-XAI-2P	01	04	01,02,03,04	==οἴδατε== ὅτι ὅτε ἔθνη	suggested-span	neutral finite-anchor region
1corintios	12	2	C2	05	ἦτε	εἰμί	V-IAI-2P	05	12	05,06,07,08,09,10,11,12	==ἦτε== πρὸς τὰ εἴδωλα τὰ ἄφωνα ὡς ἂν	suggested-span	neutral finite-anchor region
1corintios	12	2	C3	13	ἤγεσθε	ἄγω	V-IPI-2P	13	14	13,14	==ἤγεσθε== ἀπαγόμενοι	suggested-span	neutral finite-anchor region
1corintios	12	21	C1	02	δύναται	δύναμαι	V-PMI-3S	01	11	01,02,03,04,05,06,07,08,09,10,11	οὐ ==δύναται== δὲ ὁ ὀφθαλμὸς εἰπεῖν τῇ χειρί χρείαν σου οὐκ	suggested-span	neutral finite-anchor region
1corintios	12	21	C2	12	ἔχω	ἔχω	V-PAI-1S	12	21	12,13,14,15,16,17,18,19,20,21	==ἔχω== ἢ πάλιν ἡ κεφαλὴ τοῖς ποσίν χρείαν ὑμῶν οὐκ	suggested-span	neutral finite-anchor region
1corintios	12	21	C3	22	ἔχω	ἔχω	V-PAI-1S	22	22	22	==ἔχω==	suggested-span	neutral finite-anchor region
1corintios	12	22	C1	12	ἐστιν	εἰμί	V-PAI-3S	01	12	01,02,03,04,05,06,07,08,09,10,11,12	ἀλλὰ πολλῷ μᾶλλον τὰ δοκοῦντα μέλη τοῦ σώματος ἀσθενέστερα ὑπάρχειν ἀναγκαῖά ==ἐστιν==	suggested-span	neutral finite-anchor region
1corintios	12	23	C1	03	δοκοῦμεν	δοκέω	V-PAI-1P	01	10	01,02,03,04,05,06,07,08,09,10	καὶ ἃ ==δοκοῦμεν== ἀτιμότερα εἶναι τοῦ σώματος τούτοις τιμὴν περισσοτέραν	suggested-span	neutral finite-anchor region
1corintios	12	23	C2	11	περιτίθεμεν	περιτίθημι	V-PAI-1P	11	17	11,12,13,14,15,16,17	==περιτίθεμεν== καὶ τὰ ἀσχήμονα ἡμῶν εὐσχημοσύνην περισσοτέραν	suggested-span	neutral finite-anchor region
1corintios	12	23	C3	18	ἔχει	ἔχω	V-PAI-3S	18	18	18	==ἔχει==	suggested-span	neutral finite-anchor region
