structural_regime_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	record_count	total_structural_weight	movement_class_counts	movement_status_counts	first_predication_id	last_predication_id	first_finite_verb	last_finite_verb
SR0001	1	1corintios	1	1	1:4	1:4	1	0	"{""stable"": 1}"	"{""strong"": 1}"	1corintios-1-4-P01	1corintios-1-4-P01	εὐχαριστῶ	εὐχαριστῶ
SR0002	2	1corintios	2	3	1:5	1:6	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-1-5-P01	1corintios-1-6-P01	ἐπλουτίσθητε	ἐβεβαιώθη
SR0003	3	1corintios	4	4	1:8	1:8	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-8-P01	1corintios-1-8-P01	βεβαιώσει	βεβαιώσει
SR0004	4	1corintios	5	5	1:9	1:9	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-1-9-P01	1corintios-1-9-P01	ἐκλήθητε	ἐκλήθητε
SR0005	5	1corintios	6	6	1:10	1:10	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-1-10-P01	1corintios-1-10-P01	παρακαλῶ	παρακαλῶ
SR0006	6	1corintios	7	7	1:10	1:10	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-10-P02	1corintios-1-10-P02	λέγητε	λέγητε
SR0007	7	1corintios	8	8	1:10	1:10	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-10-P03	1corintios-1-10-P03	ᾖ	ᾖ
SR0008	8	1corintios	9	9	1:10	1:10	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-1-10-P04	1corintios-1-10-P04	ἦτε	ἦτε
SR0009	9	1corintios	10	14	1:11	1:12	5	12	"{""structural"": 1, ""turbulence"": 4}"	"{""candidate"": 5}"	1corintios-1-11-P01	1corintios-1-12-P03	ἐδηλώθη	εἰμι
SR0010	10	1corintios	15	16	1:13	1:13	2	2	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-1-13-P01	1corintios-1-13-P02	μεμέρισται	ἐσταυρώθη
SR0011	11	1corintios	17	17	1:13	1:13	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-1-13-P03	1corintios-1-13-P03	ἐβαπτίσθητε	ἐβαπτίσθητε
SR0012	12	1corintios	18	20	1:14	1:15	3	6	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 1}"	1corintios-1-14-P01	1corintios-1-15-P01	εὐχαριστῶ	εἴπῃ
SR0013	13	1corintios	21	21	1:15	1:15	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-1-15-P02	1corintios-1-15-P02	ἐβαπτίσθητε	ἐβαπτίσθητε
SR0014	14	1corintios	22	24	1:16	1:16	3	8	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-1-16-P01	1corintios-1-16-P03	ἐβάπτισα	ἐβάπτισα
SR0015	15	1corintios	25	29	1:17	1:19	5	8	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 2, ""strong"": 1}"	1corintios-1-17-P01	1corintios-1-19-P01	ἀπέστειλέν	γέγραπται
SR0016	16	1corintios	30	32	1:19	1:20	3	2	"{""stable"": 2, ""structural"": 1}"	"{""candidate"": 1, ""none"": 2}"	1corintios-1-19-P02	1corintios-1-20-P01	ἀπολῶ	ἐμώρανεν
SR0017	17	1corintios	33	33	1:21	1:21	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-21-P01	1corintios-1-21-P01	ἔγνω	ἔγνω
SR0018	18	1corintios	34	34	1:21	1:21	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-21-P02	1corintios-1-21-P02	εὐδόκησεν	εὐδόκησεν
SR0019	19	1corintios	35	35	1:22	1:22	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-22-P01	1corintios-1-22-P01	αἰτοῦσιν	αἰτοῦσιν
SR0020	20	1corintios	36	36	1:22	1:22	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-22-P02	1corintios-1-22-P02	ζητοῦσιν	ζητοῦσιν
SR0021	21	1corintios	37	37	1:23	1:23	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-1-23-P01	1corintios-1-23-P01	κηρύσσομεν	κηρύσσομεν
SR0022	22	1corintios	38	38	1:25	1:25	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-25-P01	1corintios-1-25-P01	ἐστίν	ἐστίν
SR0023	23	1corintios	39	39	1:26	1:26	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-26-P01	1corintios-1-26-P01	βλέπετε	βλέπετε
SR0024	24	1corintios	40	46	1:27	1:29	7	14	"{""stable"": 1, ""structural"": 1, ""turbulence"": 5}"	"{""candidate"": 6, ""none"": 1}"	1corintios-1-27-P01	1corintios-1-29-P01	ἐξελέξατο	καυχήσηται
SR0025	25	1corintios	47	48	1:30	1:30	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-1-30-P01	1corintios-1-30-P02	ἐστε	ἐγενήθη
SR0026	26	1corintios	49	49	1:31	1:31	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-31-P01	1corintios-1-31-P01	γέγραπται	γέγραπται
SR0027	27	1corintios	50	50	1:31	1:31	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-31-P02	1corintios-1-31-P02	καυχάσθω	καυχάσθω
SR0028	28	1corintios	51	56	2:1	2:7	6	8	"{""stable"": 3, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 3}"	1corintios-2-1-P01	1corintios-2-7-P01	ἦλθον	λαλοῦμεν
SR0029	29	1corintios	57	58	2:7	2:8	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-2-7-P02	1corintios-2-8-P01	προώρισεν	ἔγνωκεν
SR0030	30	1corintios	59	60	2:8	2:8	2	6	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-2-8-P02	1corintios-2-8-P03	ἔγνωσαν	ἐσταύρωσαν
SR0031	31	1corintios	61	61	2:9	2:9	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-2-9-P01	1corintios-2-9-P01	γέγραπται	γέγραπται
SR0032	32	1corintios	62	63	2:9	2:9	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-2-9-P02	1corintios-2-9-P03	εἶδεν	ἤκουσεν
SR0033	33	1corintios	64	80	2:9	2:16	17	18	"{""stable"": 9, ""structural"": 2, ""turbulence"": 6}"	"{""candidate"": 8, ""none"": 9}"	1corintios-2-9-P04	1corintios-2-16-P02	ἀνέβη	συμβιβάσει
SR0034	34	1corintios	81	81	2:16	2:16	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-2-16-P03	1corintios-2-16-P03	ἔχομεν	ἔχομεν
SR0035	35	1corintios	82	83	3:1	3:2	2	2	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-3-1-P01	1corintios-3-2-P01	ἠδυνήθην	ἐπότισα
SR0036	36	1corintios	84	88	3:2	3:3	5	4	"{""stable"": 4, ""structural"": 1}"	"{""candidate"": 1, ""none"": 4}"	1corintios-3-2-P02	1corintios-3-3-P03	ἐδύνασθε	περιπατεῖτε
SR0037	37	1corintios	89	89	3:4	3:4	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-4-P01	1corintios-3-4-P01	λέγῃ	λέγῃ
SR0038	38	1corintios	90	90	3:4	3:4	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-4-P02	1corintios-3-4-P02	εἰμι	εἰμι
SR0039	39	1corintios	91	91	3:4	3:4	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-3-4-P03	1corintios-3-4-P03	ἐστε	ἐστε
SR0040	40	1corintios	92	93	3:5	3:5	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-3-5-P01	1corintios-3-5-P02	ἐστιν	ἐστιν
SR0041	41	1corintios	94	100	3:5	3:8	7	12	"{""stable"": 2, ""structural"": 1, ""turbulence"": 4}"	"{""candidate"": 5, ""none"": 2}"	1corintios-3-5-P03	1corintios-3-8-P01	ἐπιστεύσατε	εἰσιν
SR0042	42	1corintios	101	101	3:8	3:8	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-3-8-P02	1corintios-3-8-P02	λήμψεται	λήμψεται
SR0043	43	1corintios	102	102	3:9	3:9	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-3-9-P01	1corintios-3-9-P01	ἐσμεν	ἐσμεν
SR0044	44	1corintios	103	103	3:9	3:9	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-3-9-P02	1corintios-3-9-P02	ἐστε	ἐστε
SR0045	45	1corintios	104	104	3:10	3:10	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-10-P01	1corintios-3-10-P01	ἔθηκα	ἔθηκα
SR0046	46	1corintios	105	121	3:10	3:15	17	20	"{""stable"": 8, ""structural"": 1, ""turbulence"": 8}"	"{""candidate"": 8, ""none"": 8, ""strong"": 1}"	1corintios-3-10-P02	1corintios-3-15-P03	ἐποικοδομεῖ	σωθήσεται
SR0047	47	1corintios	122	125	3:16	3:17	4	10	"{""structural"": 1, ""turbulence"": 3}"	"{""candidate"": 4}"	1corintios-3-16-P01	1corintios-3-17-P01	οἴδατε	φθείρει
SR0048	48	1corintios	126	127	3:17	3:17	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-3-17-P02	1corintios-3-17-P03	φθερεῖ	ἐστιν
SR0049	49	1corintios	128	131	3:17	3:18	4	8	"{""stable"": 1, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 1}"	1corintios-3-17-P04	1corintios-3-18-P03	ἐστε	γενέσθω
SR0050	50	1corintios	132	132	3:18	3:18	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-18-P04	1corintios-3-18-P04	γένηται	γένηται
SR0051	51	1corintios	133	133	3:19	3:19	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-19-P01	1corintios-3-19-P01	ἐστιν	ἐστιν
SR0052	52	1corintios	134	135	3:19	3:20	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-3-19-P02	1corintios-3-20-P01	γέγραπται	γινώσκει
SR0053	53	1corintios	136	137	3:20	3:21	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-3-20-P02	1corintios-3-21-P01	εἰσὶν	καυχάσθω
SR0054	54	1corintios	138	138	3:21	3:21	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-21-P02	1corintios-3-21-P02	ἐστιν	ἐστιν
SR0055	55	1corintios	139	147	4:1	4:4	9	10	"{""stable"": 5, ""structural"": 1, ""turbulence"": 3}"	"{""candidate"": 3, ""none"": 5, ""strong"": 1}"	1corintios-4-1-P01	1corintios-4-4-P03	λογιζέσθω	ἐστιν
SR0056	56	1corintios	148	148	4:5	4:5	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-5-P01	1corintios-4-5-P01	κρίνετε	κρίνετε
SR0057	57	1corintios	149	152	4:5	4:5	4	6	"{""stable"": 3, ""structural"": 1}"	"{""none"": 3, ""strong"": 1}"	1corintios-4-5-P02	1corintios-4-5-P05	ἔλθῃ	γενήσεται
SR0058	58	1corintios	153	153	4:6	4:6	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-4-6-P01	1corintios-4-6-P01	μετεσχημάτισα	μετεσχημάτισα
SR0059	59	1corintios	154	154	4:6	4:6	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-6-P02	1corintios-4-6-P02	μάθητε	μάθητε
SR0060	60	1corintios	155	155	4:6	4:6	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-6-P03	1corintios-4-6-P03	γέγραπται	γέγραπται
SR0061	61	1corintios	156	156	4:6	4:6	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-6-P04	1corintios-4-6-P04	φυσιοῦσθε	φυσιοῦσθε
SR0062	62	1corintios	157	157	4:7	4:7	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-7-P01	1corintios-4-7-P01	διακρίνει	διακρίνει
SR0063	63	1corintios	158	161	4:7	4:7	4	6	"{""stable"": 1, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 1}"	1corintios-4-7-P02	1corintios-4-7-P05	ἔχεις	καυχᾶσαι
SR0064	64	1corintios	162	165	4:8	4:8	4	2	"{""stable"": 3, ""structural"": 1}"	"{""candidate"": 1, ""none"": 3}"	1corintios-4-8-P01	1corintios-4-8-P04	ἐστέ	ἐβασιλεύσατε
SR0065	65	1corintios	166	166	4:8	4:8	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-8-P05	1corintios-4-8-P05	συμβασιλεύσωμεν	συμβασιλεύσωμεν
SR0066	66	1corintios	167	168	4:9	4:9	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-4-9-P01	1corintios-4-9-P02	δοκῶ	ἀπέδειξεν
SR0067	67	1corintios	169	179	4:9	4:13	11	8	"{""stable"": 8, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 8, ""strong"": 1}"	1corintios-4-9-P03	1corintios-4-13-P02	ἐγενήθημεν	ἐγενήθημεν
SR0068	68	1corintios	180	180	4:14	4:14	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-14-P01	1corintios-4-14-P01	γράφω	γράφω
SR0069	69	1corintios	181	181	4:15	4:15	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-15-P01	1corintios-4-15-P01	ἔχητε	ἔχητε
SR0070	70	1corintios	182	183	4:15	4:16	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-4-15-P02	1corintios-4-16-P01	ἐγέννησα	παρακαλῶ
SR0071	71	1corintios	184	184	4:16	4:16	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-4-16-P02	1corintios-4-16-P02	γίνεσθε	γίνεσθε
SR0072	72	1corintios	185	188	4:17	4:17	4	6	"{""stable"": 2, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 2}"	1corintios-4-17-P01	1corintios-4-17-P04	ἔπεμψα	διδάσκω
SR0073	73	1corintios	189	189	4:18	4:18	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-4-18-P01	1corintios-4-18-P01	ἐφυσιώθησάν	ἐφυσιώθησάν
SR0074	74	1corintios	190	190	4:19	4:19	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-19-P01	1corintios-4-19-P01	ἐλεύσομαι	ἐλεύσομαι
SR0075	75	1corintios	191	191	4:19	4:19	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-19-P02	1corintios-4-19-P02	θελήσῃ	θελήσῃ
SR0076	76	1corintios	192	192	4:19	4:19	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-19-P03	1corintios-4-19-P03	γνώσομαι	γνώσομαι
SR0077	77	1corintios	193	193	4:21	4:21	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-4-21-P01	1corintios-4-21-P01	θέλετε	θέλετε
SR0078	78	1corintios	194	194	4:21	4:21	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-4-21-P02	1corintios-4-21-P02	ἔλθω	ἔλθω
SR0079	79	1corintios	195	195	5:1	5:1	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-5-1-P01	1corintios-5-1-P01	ἀκούεται	ἀκούεται
SR0080	80	1corintios	196	197	5:2	5:2	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-5-2-P01	1corintios-5-2-P02	ἐστέ	ἐπενθήσατε
SR0081	81	1corintios	198	198	5:2	5:2	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-2-P03	1corintios-5-2-P03	ἀρθῇ	ἀρθῇ
SR0082	82	1corintios	199	199	5:3	5:3	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-3-P01	1corintios-5-3-P01	κέκρικα	κέκρικα
SR0083	83	1corintios	200	200	5:5	5:5	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-5-P01	1corintios-5-5-P01	σωθῇ	σωθῇ
SR0084	84	1corintios	201	201	5:6	5:6	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-6-P01	1corintios-5-6-P01	οἴδατε	οἴδατε
SR0085	85	1corintios	202	202	5:6	5:6	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-6-P02	1corintios-5-6-P02	ζυμοῖ	ζυμοῖ
SR0086	86	1corintios	203	206	5:7	5:7	4	10	"{""stable"": 1, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 1, ""strong"": 1}"	1corintios-5-7-P01	1corintios-5-7-P04	ἐκκαθάρατε	ἐτύθη
SR0087	87	1corintios	207	207	5:8	5:8	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-8-P01	1corintios-5-8-P01	ἑορτάζωμεν	ἑορτάζωμεν
SR0088	88	1corintios	208	208	5:9	5:9	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-9-P01	1corintios-5-9-P01	ἔγραψα	ἔγραψα
SR0089	89	1corintios	209	209	5:10	5:10	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-10-P01	1corintios-5-10-P01	ὠφείλετε	ὠφείλετε
SR0090	90	1corintios	210	210	5:11	5:11	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-11-P01	1corintios-5-11-P01	ἔγραψα	ἔγραψα
SR0091	91	1corintios	211	214	5:11	5:13	4	8	"{""stable"": 2, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 2, ""strong"": 1}"	1corintios-5-11-P02	1corintios-5-13-P02	ᾖ	ἐξάρατε
SR0092	92	1corintios	215	215	6:1	6:1	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-1-P01	1corintios-6-1-P01	τολμᾷ	τολμᾷ
SR0093	93	1corintios	216	218	6:2	6:2	3	6	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 1}"	1corintios-6-2-P01	1corintios-6-2-P03	οἴδατε	κρίνεται
SR0094	94	1corintios	219	220	6:2	6:3	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-6-2-P04	1corintios-6-3-P01	ἐστε	οἴδατε
SR0095	95	1corintios	221	221	6:3	6:3	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-3-P02	1corintios-6-3-P02	κρινοῦμεν	κρινοῦμεν
SR0096	96	1corintios	222	223	6:4	6:4	2	4	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2}"	1corintios-6-4-P01	1corintios-6-4-P02	ἔχητε	καθίζετε
SR0097	97	1corintios	224	224	6:5	6:5	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-5-P01	1corintios-6-5-P01	λέγω	λέγω
SR0098	98	1corintios	225	228	6:5	6:7	4	2	"{""stable"": 3, ""structural"": 1}"	"{""candidate"": 1, ""none"": 3}"	1corintios-6-5-P02	1corintios-6-7-P01	ἔνι	ἐστιν
SR0099	99	1corintios	229	244	6:7	6:12	16	12	"{""stable"": 12, ""structural"": 1, ""turbulence"": 3}"	"{""candidate"": 3, ""none"": 12, ""strong"": 1}"	1corintios-6-7-P02	1corintios-6-12-P03	ἔχετε	ἔξεστιν
SR0100	100	1corintios	245	245	6:12	6:12	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-12-P04	1corintios-6-12-P04	ἐξουσιασθήσομαι	ἐξουσιασθήσομαι
SR0101	101	1corintios	246	248	6:13	6:14	3	2	"{""stable"": 2, ""structural"": 1}"	"{""candidate"": 1, ""none"": 2}"	1corintios-6-13-P01	1corintios-6-14-P02	καταργήσει	ἐξεγερεῖ
SR0102	102	1corintios	249	251	6:15	6:15	3	8	"{""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3}"	1corintios-6-15-P01	1corintios-6-15-P03	οἴδατε	ποιήσω
SR0103	103	1corintios	252	252	6:15	6:15	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-15-P04	1corintios-6-15-P04	γένοιτο	γένοιτο
SR0104	104	1corintios	253	255	6:16	6:16	3	8	"{""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3}"	1corintios-6-16-P01	1corintios-6-16-P03	οἴδατε	ἔσονται
SR0105	105	1corintios	256	257	6:16	6:17	2	2	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-6-16-P04	1corintios-6-17-P01	φησίν	ἐστιν
SR0106	106	1corintios	258	260	6:18	6:18	3	8	"{""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3}"	1corintios-6-18-P01	1corintios-6-18-P03	φεύγετε	ἐστιν
SR0107	107	1corintios	261	261	6:18	6:18	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-18-P04	1corintios-6-18-P04	ἁμαρτάνει	ἁμαρτάνει
SR0108	108	1corintios	262	267	6:19	6:20	6	8	"{""stable"": 3, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 3}"	1corintios-6-19-P01	1corintios-6-20-P02	οἴδατε	δοξάσατε
SR0109	109	1corintios	268	276	7:1	7:5	9	4	"{""stable"": 7, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 7}"	1corintios-7-1-P01	1corintios-7-5-P03	ἐγράψατε	ἦτε
SR0110	110	1corintios	277	277	7:5	7:5	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-7-5-P04	1corintios-7-5-P04	πειράζῃ	πειράζῃ
SR0111	111	1corintios	278	279	7:6	7:7	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-7-6-P01	1corintios-7-7-P01	λέγω	θέλω
SR0112	112	1corintios	280	280	7:7	7:7	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-7-7-P02	1corintios-7-7-P02	ἔχει	ἔχει
SR0113	113	1corintios	281	281	7:8	7:8	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-7-8-P01	1corintios-7-8-P01	λέγω	λέγω
SR0114	114	1corintios	282	284	7:8	7:9	3	8	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-7-8-P02	1corintios-7-9-P02	μείνωσιν	γαμησάτωσαν
SR0115	115	1corintios	285	285	7:9	7:9	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-7-9-P03	1corintios-7-9-P03	ἐστιν	ἐστιν
SR0116	116	1corintios	286	286	7:10	7:10	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-7-10-P01	1corintios-7-10-P01	παραγγέλλω	παραγγέλλω
SR0117	117	1corintios	287	289	7:11	7:11	3	6	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-7-11-P01	1corintios-7-11-P03	χωρισθῇ	καταλλαγήτω—
SR0118	118	1corintios	290	320	7:12	7:20	31	34	"{""stable"": 14, ""structural"": 5, ""turbulence"": 12}"	"{""candidate"": 17, ""none"": 14}"	1corintios-7-12-P01	1corintios-7-20-P02	λέγω	μενέτω
SR0119	119	1corintios	321	321	7:21	7:21	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-7-21-P01	1corintios-7-21-P01	ἐκλήθης;	ἐκλήθης;
SR0120	120	1corintios	322	322	7:21	7:21	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-7-21-P02	1corintios-7-21-P02	μελέτω	μελέτω
SR0121	121	1corintios	323	326	7:21	7:22	4	6	"{""stable"": 2, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 2, ""strong"": 1}"	1corintios-7-21-P03	1corintios-7-22-P02	δύνασαι	ἐστιν
SR0122	122	1corintios	327	329	7:23	7:24	3	2	"{""stable"": 2, ""structural"": 1}"	"{""candidate"": 1, ""none"": 2}"	1corintios-7-23-P01	1corintios-7-24-P01	ἠγοράσθητε	ἐκλήθη
SR0123	123	1corintios	330	330	7:24	7:24	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-7-24-P02	1corintios-7-24-P02	μενέτω	μενέτω
SR0124	124	1corintios	331	333	7:25	7:26	3	2	"{""stable"": 2, ""structural"": 1}"	"{""candidate"": 1, ""none"": 2}"	1corintios-7-25-P01	1corintios-7-26-P01	ἔχω	νομίζω
SR0125	125	1corintios	334	339	7:27	7:28	6	6	"{""stable"": 3, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 3}"	1corintios-7-27-P01	1corintios-7-28-P02	δέδεσαι	ἥμαρτες
SR0126	126	1corintios	340	340	7:28	7:28	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-7-28-P03	1corintios-7-28-P03	γήμῃ	γήμῃ
SR0127	127	1corintios	341	341	7:28	7:28	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-7-28-P04	1corintios-7-28-P04	ἥμαρτεν	ἥμαρτεν
SR0128	128	1corintios	342	342	7:28	7:28	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-7-28-P05	1corintios-7-28-P05	ἕξουσιν	ἕξουσιν
SR0129	129	1corintios	343	347	7:28	7:31	5	6	"{""stable"": 3, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 3}"	1corintios-7-28-P06	1corintios-7-31-P01	φείδομαι	παράγει
SR0130	130	1corintios	348	349	7:32	7:32	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-7-32-P01	1corintios-7-32-P02	θέλω	μεριμνᾷ
SR0131	131	1corintios	350	379	7:32	7:40	30	28	"{""stable"": 16, ""structural"": 5, ""turbulence"": 9}"	"{""candidate"": 14, ""none"": 16}"	1corintios-7-32-P03	1corintios-7-40-P02	ἀρέσῃ	μείνῃ
SR0132	132	1corintios	380	380	7:40	7:40	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-7-40-P03	1corintios-7-40-P03	δοκῶ	δοκῶ
SR0133	133	1corintios	381	385	8:1	8:2	5	8	"{""stable"": 1, ""structural"": 1, ""turbulence"": 3}"	"{""candidate"": 4, ""none"": 1}"	1corintios-8-1-P01	1corintios-8-2-P01	οἴδαμεν	δοκεῖ
SR0134	134	1corintios	386	389	8:2	8:3	4	10	"{""stable"": 1, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 1, ""strong"": 1}"	1corintios-8-2-P02	1corintios-8-3-P02	ἔγνω	ἔγνωσται
