structural_regime_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	record_count	total_structural_weight	movement_class_counts	movement_status_counts	first_predication_id	last_predication_id	first_finite_verb	last_finite_verb
SR0289	289	1corintios	847	849	15:1	15:2	3	4	"{""stable"": 2, ""structural"": 1}"	"{""candidate"": 1, ""none"": 2}"	1corintios-15-1-P03	1corintios-15-2-P01	παρελάβετε	σῴζεσθε
SR0290	290	1corintios	850	850	15:2	15:2	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-2-P02	1corintios-15-2-P02	εὐηγγελισάμην	εὐηγγελισάμην
SR0291	291	1corintios	851	852	15:2	15:2	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-15-2-P03	1corintios-15-2-P04	κατέχετε	ἐπιστεύσατε
SR0292	292	1corintios	853	854	15:3	15:3	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-15-3-P01	1corintios-15-3-P02	παρέδωκα	παρέλαβον
SR0293	293	1corintios	855	855	15:3	15:3	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-3-P03	1corintios-15-3-P03	ἀπέθανεν	ἀπέθανεν
SR0294	294	1corintios	856	860	15:4	15:6	5	6	"{""stable"": 3, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 3}"	1corintios-15-4-P01	1corintios-15-6-P02	ἐτάφη	μένουσιν
SR0295	295	1corintios	861	861	15:6	15:6	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-6-P03	1corintios-15-6-P03	ἐκοιμήθησαν	ἐκοιμήθησαν
SR0296	296	1corintios	862	863	15:7	15:8	2	2	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-15-7-P01	1corintios-15-8-P01	ὤφθη	ὤφθη
SR0297	297	1corintios	864	870	15:9	15:10	7	2	"{""stable"": 6, ""structural"": 1}"	"{""candidate"": 1, ""none"": 6}"	1corintios-15-9-P01	1corintios-15-10-P04	εἰμι	ἐκοπίασα
SR0298	298	1corintios	871	871	15:11	15:11	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-11-P01	1corintios-15-11-P01	κηρύσσομεν	κηρύσσομεν
SR0299	299	1corintios	872	874	15:11	15:12	3	4	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 1}"	1corintios-15-11-P02	1corintios-15-12-P02	ἐπιστεύσατε	ἐγήγερται
SR0300	300	1corintios	875	875	15:12	15:12	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-12-P03	1corintios-15-12-P03	λέγουσιν	λέγουσιν
SR0301	301	1corintios	876	877	15:12	15:13	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-15-12-P04	1corintios-15-13-P01	ἔστιν	ἔστιν
SR0302	302	1corintios	878	878	15:13	15:13	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-13-P02	1corintios-15-13-P02	ἐγήγερται	ἐγήγερται
SR0303	303	1corintios	879	879	15:14	15:14	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-14-P01	1corintios-15-14-P01	ἐγήγερται	ἐγήγερται
SR0304	304	1corintios	880	881	15:15	15:15	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-15-15-P01	1corintios-15-15-P02	εὑρισκόμεθα	ἐμαρτυρήσαμεν
SR0305	305	1corintios	882	887	15:15	15:17	6	12	"{""stable"": 1, ""structural"": 1, ""turbulence"": 4}"	"{""candidate"": 5, ""none"": 1}"	1corintios-15-15-P03	1corintios-15-17-P01	ἤγειρεν	ἐγήγερται
SR0306	306	1corintios	888	889	15:17	15:18	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-15-17-P02	1corintios-15-18-P01	ἐστὲ	ἀπώλοντο
SR0307	307	1corintios	890	905	15:19	15:28	16	16	"{""stable"": 9, ""structural"": 1, ""turbulence"": 6}"	"{""candidate"": 6, ""none"": 9, ""strong"": 1}"	1corintios-15-19-P01	1corintios-15-28-P03	ἐσμὲν	ᾖ
SR0308	308	1corintios	906	908	15:29	15:29	3	4	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 1}"	1corintios-15-29-P01	1corintios-15-29-P03	ποιήσουσιν	βαπτίζονται
SR0309	309	1corintios	909	909	15:30	15:30	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-30-P01	1corintios-15-30-P01	κινδυνεύομεν	κινδυνεύομεν
SR0310	310	1corintios	910	913	15:31	15:32	4	4	"{""stable"": 2, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 2}"	1corintios-15-31-P01	1corintios-15-32-P02	ἀποθνῄσκω	ἐγείρονται
SR0311	311	1corintios	914	916	15:32	15:32	3	4	"{""stable"": 2, ""structural"": 1}"	"{""none"": 2, ""strong"": 1}"	1corintios-15-32-P03	1corintios-15-32-P05	φάγωμεν	ἀποθνῄσκομεν
SR0312	312	1corintios	917	917	15:33	15:33	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-33-P01	1corintios-15-33-P01	πλανᾶσθε	πλανᾶσθε
SR0313	313	1corintios	918	918	15:33	15:33	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-33-P02	1corintios-15-33-P02	φθείρουσιν	φθείρουσιν
SR0314	314	1corintios	919	921	15:34	15:34	3	2	"{""stable"": 2, ""structural"": 1}"	"{""candidate"": 1, ""none"": 2}"	1corintios-15-34-P01	1corintios-15-34-P03	ἐκνήψατε	ἔχουσιν
SR0315	315	1corintios	922	922	15:34	15:34	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-34-P04	1corintios-15-34-P04	λαλῶ	λαλῶ
SR0316	316	1corintios	923	923	15:35	15:35	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-35-P01	1corintios-15-35-P01	ἐρεῖ	ἐρεῖ
SR0317	317	1corintios	924	925	15:35	15:35	2	2	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-15-35-P02	1corintios-15-35-P03	ἐγείρονται	ἔρχονται
SR0318	318	1corintios	926	926	15:36	15:36	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-36-P01	1corintios-15-36-P01	σπείρεις	σπείρεις
SR0319	319	1corintios	927	928	15:36	15:36	2	4	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2}"	1corintios-15-36-P02	1corintios-15-36-P03	ζῳοποιεῖται	ἀποθάνῃ
SR0320	320	1corintios	929	930	15:37	15:37	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-15-37-P01	1corintios-15-37-P02	σπείρεις	σπείρεις
SR0321	321	1corintios	931	931	15:37	15:37	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-37-P03	1corintios-15-37-P03	τύχοι	τύχοι
SR0322	322	1corintios	932	932	15:38	15:38	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-38-P01	1corintios-15-38-P01	δίδωσιν	δίδωσιν
SR0323	323	1corintios	933	946	15:38	15:45	14	10	"{""stable"": 10, ""structural"": 1, ""turbulence"": 3}"	"{""candidate"": 3, ""none"": 10, ""strong"": 1}"	1corintios-15-38-P02	1corintios-15-45-P02	ἠθέλησεν	ἐγένετο
SR0324	324	1corintios	947	948	15:49	15:49	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-15-49-P01	1corintios-15-49-P02	ἐφορέσαμεν	φορέσομεν
SR0325	325	1corintios	949	949	15:50	15:50	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-50-P01	1corintios-15-50-P01	φημι	φημι
SR0326	326	1corintios	950	950	15:50	15:50	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-15-50-P02	1corintios-15-50-P02	δύναται	δύναται
SR0327	327	1corintios	951	952	15:50	15:51	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-15-50-P03	1corintios-15-51-P01	κληρονομεῖ	λέγω
SR0328	328	1corintios	953	954	15:51	15:51	2	2	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-15-51-P02	1corintios-15-51-P03	κοιμηθησόμεθα	ἀλλαγησόμεθα
SR0329	329	1corintios	955	956	15:52	15:52	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-15-52-P01	1corintios-15-52-P02	σαλπίσει	ἐγερθήσονται
SR0330	330	1corintios	957	957	15:52	15:52	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-15-52-P03	1corintios-15-52-P03	ἀλλαγησόμεθα	ἀλλαγησόμεθα
SR0331	331	1corintios	958	962	15:53	15:54	5	8	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 2}"	1corintios-15-53-P01	1corintios-15-54-P04	δεῖ	κατεπόθη
SR0332	332	1corintios	963	964	15:58	15:58	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-15-58-P01	1corintios-15-58-P02	γίνεσθε	ἔστιν
SR0333	333	1corintios	965	965	16:1	16:1	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-1-P01	1corintios-16-1-P01	διέταξα	διέταξα
SR0334	334	1corintios	966	967	16:1	16:2	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-16-1-P02	1corintios-16-2-P01	ποιήσατε	τιθέτω
SR0335	335	1corintios	968	968	16:2	16:2	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-2-P02	1corintios-16-2-P02	εὐοδῶται	εὐοδῶται
SR0336	336	1corintios	969	969	16:2	16:2	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-2-P03	1corintios-16-2-P03	ἔλθω	ἔλθω
SR0337	337	1corintios	970	970	16:2	16:2	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-2-P04	1corintios-16-2-P04	γίνωνται	γίνωνται
SR0338	338	1corintios	971	971	16:3	16:3	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-3-P01	1corintios-16-3-P01	παραγένωμαι	παραγένωμαι
SR0339	339	1corintios	972	972	16:3	16:3	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-3-P02	1corintios-16-3-P02	δοκιμάσητε	δοκιμάσητε
SR0340	340	1corintios	973	973	16:3	16:3	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-3-P03	1corintios-16-3-P03	πέμψω	πέμψω
SR0341	341	1corintios	974	974	16:4	16:4	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-4-P01	1corintios-16-4-P01	ᾖ	ᾖ
SR0342	342	1corintios	975	975	16:4	16:4	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-4-P02	1corintios-16-4-P02	πορεύσονται	πορεύσονται
SR0343	343	1corintios	976	980	16:5	16:6	5	8	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 2}"	1corintios-16-5-P01	1corintios-16-6-P02	ἐλεύσομαι	παραχειμάσω
SR0344	344	1corintios	981	981	16:6	16:6	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-6-P03	1corintios-16-6-P03	προπέμψητε	προπέμψητε
SR0345	345	1corintios	982	986	16:6	16:8	5	10	"{""stable"": 1, ""structural"": 1, ""turbulence"": 3}"	"{""candidate"": 4, ""none"": 1}"	1corintios-16-6-P04	1corintios-16-8-P01	πορεύωμαι	ἐπιμενῶ
SR0346	346	1corintios	987	988	16:9	16:10	2	4	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2}"	1corintios-16-9-P01	1corintios-16-10-P01	ἀνέῳγεν	ἔλθῃ
SR0347	347	1corintios	989	989	16:10	16:10	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-10-P02	1corintios-16-10-P02	βλέπετε	βλέπετε
SR0348	348	1corintios	990	992	16:10	16:11	3	8	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-16-10-P03	1corintios-16-11-P01	γένηται	ἐξουθενήσῃ
SR0349	349	1corintios	993	993	16:11	16:11	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-11-P02	1corintios-16-11-P02	προπέμψατε	προπέμψατε
SR0350	350	1corintios	994	994	16:11	16:11	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-11-P03	1corintios-16-11-P03	ἔλθῃ	ἔλθῃ
SR0351	351	1corintios	995	996	16:11	16:12	2	4	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-16-11-P04	1corintios-16-12-P01	ἐκδέχομαι	παρεκάλεσα
SR0352	352	1corintios	997	1002	16:12	16:14	6	14	"{""structural"": 1, ""turbulence"": 5}"	"{""candidate"": 5, ""strong"": 1}"	1corintios-16-12-P02	1corintios-16-14-P01	ἔλθῃ	γινέσθω
SR0353	353	1corintios	1003	1003	16:15	16:15	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-15-P01	1corintios-16-15-P01	παρακαλῶ	παρακαλῶ
SR0354	354	1corintios	1004	1004	16:15	16:15	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-15-P02	1corintios-16-15-P02	οἴδατε	οἴδατε
SR0355	355	1corintios	1005	1005	16:15	16:15	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-15-P03	1corintios-16-15-P03	ἐστὶν	ἐστὶν
SR0356	356	1corintios	1006	1006	16:15	16:15	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-15-P04	1corintios-16-15-P04	ἔταξαν	ἔταξαν
SR0357	357	1corintios	1007	1007	16:16	16:16	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-16-P01	1corintios-16-16-P01	ὑποτάσσησθε	ὑποτάσσησθε
SR0358	358	1corintios	1008	1008	16:17	16:17	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-17-P01	1corintios-16-17-P01	χαίρω	χαίρω
SR0359	359	1corintios	1009	1009	16:17	16:17	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-17-P02	1corintios-16-17-P02	ἀνεπλήρωσαν	ἀνεπλήρωσαν
SR0360	360	1corintios	1010	1010	16:18	16:18	1	4	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-16-18-P01	1corintios-16-18-P01	ἀνέπαυσαν	ἀνέπαυσαν
SR0361	361	1corintios	1011	1011	16:18	16:18	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-18-P02	1corintios-16-18-P02	ἐπιγινώσκετε	ἐπιγινώσκετε
SR0362	362	1corintios	1012	1012	16:19	16:19	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-19-P01	1corintios-16-19-P01	ἀσπάζονται	ἀσπάζονται
SR0363	363	1corintios	1013	1013	16:19	16:19	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-19-P02	1corintios-16-19-P02	ἀσπάζεται	ἀσπάζεται
SR0364	364	1corintios	1014	1014	16:20	16:20	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-20-P01	1corintios-16-20-P01	ἀσπάζονται	ἀσπάζονται
SR0365	365	1corintios	1015	1017	16:20	16:22	3	6	"{""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3}"	1corintios-16-20-P02	1corintios-16-22-P02	ἀσπάσασθε	ἤτω
SR0366	366	1corintios	1018	1018	16:22	16:22	1	2	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-16-22-P03	1corintios-16-22-P03	θά	θά
