BOOK	CH	VS	G_IDX	TYPE	ID	GREEK	LEMMA	RMAC	FINITE	CONNECTOR_KIND	DEFAULT_RELATION	CERTAINTY
1corintios	1	1	09	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	2	05	verb	v1	ἡγιασμένοις	ἁγιάζω	V-XPP	NF			certain
1corintios	1	2	10	verb	v2	οὔσῃ	εἰμί	V-PAP	NF			certain
1corintios	1	2	18	verb	v3	ἐπικαλουμένοις	ἐπικαλέω	V-PMP	NF			certain
1corintios	1	2	30	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	3	03	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	3	09	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	4	01	verb	v1	εὐχαριστῶ	εὐχαριστέω	V-PAI-1S	F			certain
1corintios	1	4	14	verb	v2	δοθείσῃ	δίδωμι	V-APP	NF			certain
1corintios	1	5	01	connector	cn1	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	1	5	04	verb	v1	ἐπλουτίσθητε	πλουτίζω	V-API-2P	F			certain
1corintios	1	5	10	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	6	01	connector	cn1	καθὼς	καθώς	CONJ		subordinating	comparison/manner	certain
1corintios	1	6	06	verb	v1	ἐβεβαιώθη	βεβαιόω	V-API-3S	F			certain
1corintios	1	7	01	connector	cn1	ὥστε	ὥστε	CONJ		subordinating	result/inference	certain
1corintios	1	7	03	connector	cn2	μὴ	μή	D---------		negation	negation	certain
1corintios	1	7	04	verb	v1	ὑστερεῖσθαι	ὑστερέω	V-PPN	NF			certain
1corintios	1	7	08	verb	v2	ἀπεκδεχομένους	ἀπεκδέχομαι	V-PMP	NF			certain
1corintios	1	8	02	connector	cn1	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	1	8	03	verb	v1	βεβαιώσει	βεβαιόω	V-FAI-3S	F			certain
1corintios	1	8	05	connector	cn2	ἕως	ἕως	P---------		subordinating	temporal	certain
1corintios	1	9	06	verb	v1	ἐκλήθητε	καλέω	V-API-2P	F			certain
1corintios	1	10	01	verb	v1	παρακαλῶ	παρακαλέω	V-PAI-1S	F			certain
1corintios	1	10	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	10	13	connector	cn2	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	1	10	16	verb	v2	λέγητε	λέγω	V-PAS-2P	F			certain
1corintios	1	10	18	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	10	19	connector	cn4	μὴ	μή	D---------		negation	negation	certain
1corintios	1	10	20	verb	v3	ᾖ	εἰμί	V-PAS-3S	F			certain
1corintios	1	10	24	verb	v4	ἦτε	εἰμί	V-PAS-2P	F			certain
1corintios	1	10	25	connector	cn5	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	10	26	verb	v5	κατηρτισμένοι	καταρτίζω	V-XPP	NF			certain
1corintios	1	10	31	connector	cn6	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	11	01	verb	v1	ἐδηλώθη	δηλόω	V-API-3S	F			certain
1corintios	1	11	02	connector	cn1	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	1	11	11	connector	cn2	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	1	11	15	verb	v2	εἰσιν	εἰμί	V-PAI-3P	F			certain
1corintios	1	12	01	verb	v1	λέγω	λέγω	V-PAI-1S	F			certain
1corintios	1	12	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	12	04	connector	cn2	ὅτι	ὅτι	D---------		subordinating	content/cause	certain
1corintios	1	12	07	verb	v2	λέγει	λέγω	V-PAI-3S	F			certain
1corintios	1	12	10	verb	v3	εἰμι	εἰμί	V-PAI-1S	F			certain
1corintios	1	12	13	connector	cn3	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	12	16	connector	cn4	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	12	19	connector	cn5	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	13	01	verb	v1	μεμέρισται	μερίζω	V-XPI-3S	F			certain
1corintios	1	13	04	connector	cn1	μὴ	μή	X---------		negation	negation	certain
1corintios	1	13	06	verb	v2	ἐσταυρώθη	σταυρόω	V-API-3S	F			certain
1corintios	1	13	09	connector	cn2	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	1	13	14	verb	v3	ἐβαπτίσθητε	βαπτίζω	V-API-2P	F			certain
1corintios	1	14	01	verb	v1	εὐχαριστῶ	εὐχαριστέω	V-PAI-1S	F			certain
1corintios	1	14	02	connector	cn1	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	1	14	05	verb	v2	ἐβάπτισα	βαπτίζω	V-AAI-1S	F			certain
1corintios	1	14	06	connector	cn2	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	1	14	07	connector	cn3	μὴ	μή	D---------		negation	negation	certain
1corintios	1	14	09	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	15	01	connector	cn1	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	1	15	02	connector	cn2	μή	μή	D---------		negation	negation	certain
1corintios	1	15	04	verb	v1	εἴπῃ	λέγω	V-AAS-3S	F			certain
1corintios	1	15	05	connector	cn3	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	1	15	10	verb	v2	ἐβαπτίσθητε	βαπτίζω	V-API-2P	F			certain
1corintios	1	16	01	verb	v1	ἐβάπτισα	βαπτίζω	V-AAI-1S	F			certain
1corintios	1	16	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	16	03	connector	cn2	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	1	16	08	connector	cn3	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	1	16	09	verb	v2	οἶδα	οἶδα	V-XAI-1S	F			certain
1corintios	1	16	10	connector	cn4	εἴ	εἰ	X---------		subordinating	condition	certain
1corintios	1	16	13	verb	v3	ἐβάπτισα	βαπτίζω	V-AAI-1S	F			certain
1corintios	1	17	01	connector	cn1	οὐ	οὐ	D---------		negation	negation	certain
1corintios	1	17	02	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	1	17	03	verb	v1	ἀπέστειλέν	ἀποστέλλω	V-AAI-3S	F			certain
1corintios	1	17	06	verb	v2	βαπτίζειν	βαπτίζω	V-PAN	NF			certain
1corintios	1	17	07	connector	cn3	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	1	17	08	verb	v3	εὐαγγελίζεσθαι	εὐαγγελίζω	V-PMN	NF			certain
1corintios	1	17	09	connector	cn4	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	1	17	13	connector	cn5	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	1	17	14	connector	cn6	μὴ	μή	D---------		negation	negation	certain
1corintios	1	17	15	verb	v4	κενωθῇ	κενόω	V-APS-3S	F			certain
1corintios	1	18	03	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	1	18	09	verb	v1	ἀπολλυμένοις	ἀπόλλυμι	V-PMP	NF			certain
1corintios	1	18	11	verb	v2	ἐστίν	εἰμί	V-PAI-3S	F			certain
1corintios	1	18	13	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	18	14	verb	v3	σῳζομένοις	σῴζω	V-PPP	NF			certain
1corintios	1	18	18	verb	v4	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	1	19	01	verb	v1	γέγραπται	γράφω	V-XPI-3S	F			certain
1corintios	1	19	02	connector	cn1	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	1	19	03	verb	v2	ἀπολῶ	ἀπόλλυμι	V-FAI-1S	F			certain
1corintios	1	19	08	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	19	13	verb	v3	ἀθετήσω	ἀθετέω	V-FAI-1S	F			certain
1corintios	1	20	11	verb	v1	ἐμώρανεν	μωραίνω	V-AAI-3S	F			certain
1corintios	1	21	01	connector	cn1	ἐπειδὴ	ἐπειδή	CONJ		subordinating	cause/ground	certain
1corintios	1	21	02	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	1	21	08	connector	cn3	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	1	21	09	verb	v1	ἔγνω	γινώσκω	V-AAI-3S	F			certain
1corintios	1	21	17	verb	v2	εὐδόκησεν	εὐδοκέω	V-AAI-3S	F			certain
1corintios	1	21	25	verb	v3	σῶσαι	σῴζω	V-AAN	NF			certain
1corintios	1	21	27	verb	v4	πιστεύοντας	πιστεύω	V-PAP	NF			certain
1corintios	1	22	01	connector	cn1	ἐπειδὴ	ἐπειδή	CONJ		subordinating	cause/ground	certain
1corintios	1	22	02	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	22	05	verb	v1	αἰτοῦσιν	αἰτέω	V-PAI-3P	F			certain
1corintios	1	22	06	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	22	09	verb	v2	ζητοῦσιν	ζητέω	V-PAI-3P	F			certain
1corintios	1	23	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	23	03	verb	v1	κηρύσσομεν	κηρύσσω	V-PAI-1P	F			certain
1corintios	1	23	05	verb	v2	ἐσταυρωμένον	σταυρόω	V-XPP	NF			certain
1corintios	1	23	10	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	24	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	24	06	connector	cn2	τε	τέ	CONJ		coordinating	coordination	certain
1corintios	1	24	07	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	24	12	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	25	01	connector	cn1	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	1	25	09	verb	v1	ἐστίν	εἰμί	V-PAI-3S	F			certain
1corintios	1	25	10	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	26	01	verb	v1	βλέπετε	βλέπω	V-PAI-2P	F			certain
1corintios	1	26	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	1	26	07	connector	cn2	ὅτι	ὅτι	D---------		subordinating	content/cause	certain
1corintios	1	26	08	connector	cn3	οὐ	οὐ	D---------		negation	negation	certain
1corintios	1	26	13	connector	cn4	οὐ	οὐ	D---------		negation	negation	certain
1corintios	1	26	16	connector	cn5	οὐ	οὐ	D---------		negation	negation	certain
1corintios	1	27	01	connector	cn1	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	1	27	06	verb	v1	ἐξελέξατο	ἐκλέγομαι	V-AMI-3S	F			certain
1corintios	1	27	09	connector	cn2	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	1	27	10	verb	v2	καταισχύνῃ	καταισχύνω	V-PAS-3S	F			certain
1corintios	1	27	13	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	27	18	verb	v3	ἐξελέξατο	ἐκλέγομαι	V-AMI-3S	F			certain
1corintios	1	27	21	connector	cn4	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	1	27	22	verb	v4	καταισχύνῃ	καταισχύνω	V-PAS-3S	F			certain
1corintios	1	28	01	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	28	06	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	28	08	verb	v1	ἐξουθενημένα	ἐξουθενέω	V-XPP	NF			certain
1corintios	1	28	09	verb	v2	ἐξελέξατο	ἐκλέγομαι	V-AMI-3S	F			certain
1corintios	1	28	13	connector	cn3	μὴ	μή	D---------		negation	negation	certain
1corintios	1	28	14	verb	v3	ὄντα	εἰμί	V-PAP	NF			certain
1corintios	1	28	15	connector	cn4	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	1	28	17	verb	v4	ὄντα	εἰμί	V-PAP	NF			certain
1corintios	1	28	18	verb	v5	καταργήσῃ	καταργέω	V-AAS-3S	F			certain
1corintios	1	29	01	connector	cn1	ὅπως	ὅπως	CONJ		subordinating	purpose	certain
1corintios	1	29	02	connector	cn2	μὴ	μή	D---------		negation	negation	certain
1corintios	1	29	03	verb	v1	καυχήσηται	καυχάομαι	V-AMS-3S	F			certain
1corintios	1	30	03	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	1	30	05	verb	v1	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	1	30	10	verb	v2	ἐγενήθη	γίνομαι	V-API-3S	F			certain
1corintios	1	30	16	connector	cn2	τε	τέ	CONJ		coordinating	coordination	certain
1corintios	1	30	17	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	30	19	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	1	31	01	connector	cn1	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	1	31	02	connector	cn2	καθὼς	καθώς	CONJ		subordinating	comparison/manner	certain
1corintios	1	31	03	verb	v1	γέγραπται	γράφω	V-XPI-3S	F			certain
1corintios	1	31	05	verb	v2	καυχώμενος	καυχάομαι	V-PMP	NF			certain
1corintios	1	31	08	verb	v3	καυχάσθω	καυχάομαι	V-PMD-3S	F			certain
1corintios	2	1	02	verb	v1	ἐλθὼν	ἔρχομαι	V-AAP	NF			certain
1corintios	2	1	06	verb	v2	ἦλθον	ἔρχομαι	V-AAI-1S	F			certain
1corintios	2	1	07	connector	cn1	οὐ	οὐ	D---------		negation	negation	certain
1corintios	2	1	11	connector	cn2	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	2	1	13	verb	v3	καταγγέλλων	καταγγέλλω	V-PAP	NF			certain
1corintios	2	2	01	connector	cn1	οὐ	οὐ	D---------		negation	negation	certain
1corintios	2	2	02	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	2	2	03	verb	v1	ἔκρινά	κρίνω	V-AAI-1S	F			certain
1corintios	2	2	05	verb	v2	εἰδέναι	οἶδα	V-XAN	NF			certain
1corintios	2	2	08	connector	cn3	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	2	2	09	connector	cn4	μὴ	μή	D---------		negation	negation	certain
1corintios	2	2	12	connector	cn5	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	2	14	verb	v3	ἐσταυρωμένον	σταυρόω	V-XPP	NF			certain
1corintios	2	3	04	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	3	07	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	3	11	verb	v1	ἐγενόμην	γίνομαι	V-AMI-1S	F			certain
1corintios	2	4	01	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	4	05	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	4	09	connector	cn3	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	2	4	13	connector	cn4	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	2	4	17	connector	cn5	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	5	01	connector	cn1	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	2	5	05	connector	cn2	μὴ	μή	D---------		negation	negation	certain
1corintios	2	5	06	verb	v1	ᾖ	εἰμί	V-PAS-3S	F			certain
1corintios	2	5	10	connector	cn3	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	2	6	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	2	6	03	verb	v1	λαλοῦμεν	λαλέω	V-PAI-1P	F			certain
1corintios	2	6	08	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	2	6	09	connector	cn3	οὐ	οὐ	D---------		negation	negation	certain
1corintios	2	6	13	connector	cn4	οὐδὲ	οὐδέ	CONJ		coordinating	negative coordination	certain
1corintios	2	6	20	verb	v2	καταργουμένων	καταργέω	V-PPP	NF			certain
1corintios	2	7	01	connector	cn1	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	2	7	02	verb	v1	λαλοῦμεν	λαλέω	V-PAI-1P	F			certain
1corintios	2	7	08	verb	v2	ἀποκεκρυμμένην	ἀποκρύπτω	V-XPP	NF			certain
1corintios	2	7	10	verb	v3	προώρισεν	προορίζω	V-AAI-3S	F			certain
1corintios	2	8	08	verb	v1	ἔγνωκεν	γινώσκω	V-XAI-3S	F			certain
1corintios	2	8	09	connector	cn1	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	2	8	10	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	2	8	11	verb	v2	ἔγνωσαν	γινώσκω	V-AAI-3P	F			certain
1corintios	2	8	12	connector	cn3	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	2	8	18	verb	v3	ἐσταύρωσαν	σταυρόω	V-AAI-3P	F			certain
1corintios	2	9	01	connector	cn1	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	2	9	02	connector	cn2	καθὼς	καθώς	CONJ		subordinating	comparison/manner	certain
1corintios	2	9	03	verb	v1	γέγραπται	γράφω	V-XPI-3S	F			certain
1corintios	2	9	06	connector	cn3	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	2	9	07	verb	v2	εἶδεν	ὁράω	V-AAI-3S	F			certain
1corintios	2	9	08	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	9	10	connector	cn5	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	2	9	11	verb	v3	ἤκουσεν	ἀκούω	V-AAI-3S	F			certain
1corintios	2	9	12	connector	cn6	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	9	16	connector	cn7	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	2	9	17	verb	v4	ἀνέβη	ἀναβαίνω	V-AAI-3S	F			certain
1corintios	2	9	19	verb	v5	ἡτοίμασεν	ἑτοιμάζω	V-AAI-3S	F			certain
1corintios	2	9	23	verb	v6	ἀγαπῶσιν	ἀγαπάω	V-PAP	NF			certain
1corintios	2	10	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	2	10	03	verb	v1	ἀπεκάλυψεν	ἀποκαλύπτω	V-AAI-3S	F			certain
1corintios	2	10	10	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	2	10	13	verb	v2	ἐραυνᾷ	ἐραυνάω	V-PAI-3S	F			certain
1corintios	2	10	14	connector	cn3	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	2	11	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	2	11	03	verb	v1	οἶδεν	οἶδα	V-XAI-3S	F			certain
1corintios	2	11	08	connector	cn2	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	2	11	09	connector	cn3	μὴ	μή	D---------		negation	negation	certain
1corintios	2	11	18	connector	cn4	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	2	11	23	verb	v2	ἔγνωκεν	γινώσκω	V-XAI-3S	F			certain
1corintios	2	11	24	connector	cn5	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	2	11	25	connector	cn6	μὴ	μή	D---------		negation	negation	certain
1corintios	2	12	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	2	12	03	connector	cn2	οὐ	οὐ	D---------		negation	negation	certain
1corintios	2	12	08	verb	v1	ἐλάβομεν	λαμβάνω	V-AAI-1P	F			certain
1corintios	2	12	09	connector	cn3	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	2	12	16	connector	cn4	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	2	12	17	verb	v2	εἰδῶμεν	οἶδα	V-XAS-1P	F			certain
1corintios	2	12	22	verb	v3	χαρισθέντα	χαρίζομαι	V-APP	NF			certain
1corintios	2	13	02	connector	cn1	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	2	13	03	verb	v1	λαλοῦμεν	λαλέω	V-PAI-1P	F			certain
1corintios	2	13	04	connector	cn2	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	2	13	10	connector	cn3	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	2	13	16	verb	v2	συγκρίνοντες	συγκρίνω	V-PAP	NF			certain
1corintios	2	14	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	2	14	04	connector	cn2	οὐ	οὐ	D---------		negation	negation	certain
1corintios	2	14	05	verb	v1	δέχεται	δέχομαι	V-PMI-3S	F			certain
1corintios	2	14	12	connector	cn3	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	2	14	14	verb	v2	ἐστίν	εἰμί	V-PAI-3S	F			certain
1corintios	2	14	15	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	2	14	16	connector	cn5	οὐ	οὐ	D---------		negation	negation	certain
1corintios	2	14	17	verb	v3	δύναται	δύναμαι	V-PMI-3S	F			certain
1corintios	2	14	18	verb	v4	γνῶναι	γινώσκω	V-AAN	NF			certain
1corintios	2	14	19	connector	cn6	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	2	14	21	verb	v5	ἀνακρίνεται	ἀνακρίνω	V-PPI-3S	F			certain
1corintios	2	15	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	2	15	04	verb	v1	ἀνακρίνει	ἀνακρίνω	V-PAI-3S	F			certain
1corintios	2	15	08	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	2	15	11	verb	v2	ἀνακρίνεται	ἀνακρίνω	V-PPI-3S	F			certain
1corintios	2	16	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	2	16	03	verb	v1	ἔγνω	γινώσκω	V-AAI-3S	F			certain
1corintios	2	16	07	verb	v2	συμβιβάσει	συμβιβάζω	V-FAI-3S	F			certain
1corintios	2	16	10	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	2	16	13	verb	v3	ἔχομεν	ἔχω	V-PAI-1P	F			certain
1corintios	3	1	03	connector	cn1	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	3	1	04	verb	v1	ἠδυνήθην	δύναμαι	V-API-1S	F			certain
1corintios	3	1	05	verb	v2	λαλῆσαι	λαλέω	V-AAN	NF			certain
1corintios	3	1	07	connector	cn2	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	3	1	09	connector	cn3	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	3	1	10	connector	cn4	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	3	1	12	connector	cn5	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	3	2	03	verb	v1	ἐπότισα	ποτίζω	V-AAI-1S	F			certain
1corintios	3	2	04	connector	cn1	οὐ	οὐ	D---------		negation	negation	certain
1corintios	3	2	07	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	2	08	verb	v2	ἐδύνασθε	δύναμαι	V-IMI-2P	F			certain
1corintios	3	2	09	connector	cn3	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	3	2	10	connector	cn4	οὐδὲ	οὐδέ	D---------		coordinating	negative coordination	certain
1corintios	3	2	13	verb	v3	δύνασθε	δύναμαι	V-PMI-2P	F			certain
1corintios	3	3	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	3	04	verb	v1	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	3	3	06	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	3	10	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	3	3	14	verb	v2	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	3	3	15	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	3	3	18	verb	v3	περιπατεῖτε	περιπατέω	V-PAI-2P	F			certain
1corintios	3	4	01	connector	cn1	ὅταν	ὅταν	CONJ		subordinating	temporal/condition	certain
1corintios	3	4	02	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	4	03	verb	v1	λέγῃ	λέγω	V-PAS-3S	F			certain
1corintios	3	4	07	verb	v2	εἰμι	εἰμί	V-PAI-1S	F			certain
1corintios	3	4	10	connector	cn3	δέ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	4	13	connector	cn4	οὐκ	οὐ	X---------		negation	negation	certain
1corintios	3	4	15	verb	v3	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	3	5	02	connector	cn1	οὖν	οὖν	CONJ		coordinating	inference	certain
1corintios	3	5	03	verb	v1	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	3	5	06	connector	cn2	δέ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	5	07	verb	v2	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	3	5	12	verb	v3	ἐπιστεύσατε	πιστεύω	V-AAI-2P	F			certain
1corintios	3	5	13	connector	cn3	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	3	5	15	connector	cn4	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	3	5	18	verb	v4	ἔδωκεν	δίδωμι	V-AAI-3S	F			certain
1corintios	3	6	02	verb	v1	ἐφύτευσα	φυτεύω	V-AAI-1S	F			certain
1corintios	3	6	04	verb	v2	ἐπότισεν	ποτίζω	V-AAI-3S	F			certain
1corintios	3	6	05	connector	cn1	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	3	6	08	verb	v3	ηὔξανεν	αὐξάνω	V-IAI-3S	F			certain
1corintios	3	7	01	connector	cn1	ὥστε	ὥστε	CONJ		subordinating	result/inference	certain
1corintios	3	7	02	connector	cn2	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	3	7	04	verb	v1	φυτεύων	φυτεύω	V-PAP	NF			certain
1corintios	3	7	05	verb	v2	ἐστίν	εἰμί	V-PAI-3S	F			certain
1corintios	3	7	07	connector	cn3	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	3	7	09	verb	v3	ποτίζων	ποτίζω	V-PAP	NF			certain
1corintios	3	7	10	connector	cn4	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	3	7	12	verb	v4	αὐξάνων	αὐξάνω	V-PAP	NF			certain
1corintios	3	8	02	verb	v1	φυτεύων	φυτεύω	V-PAP	NF			certain
1corintios	3	8	03	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	8	04	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	3	8	06	verb	v2	ποτίζων	ποτίζω	V-PAP	NF			certain
1corintios	3	8	08	verb	v3	εἰσιν	εἰμί	V-PAI-3P	F			certain
1corintios	3	8	10	connector	cn3	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	8	14	verb	v4	λήμψεται	λαμβάνω	V-FMI-3S	F			certain
