movement_regime_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	record_count	dominant_movement_status	movement_status_counts	movement_reason_counts	first_predication_id	last_predication_id
MR0656	656	1corintios	678	678	12:24	12:24	1	none	"{""none"": 1}"	{}	1corintios-12-24-P01	1corintios-12-24-P01
MR0657	657	1corintios	679	679	12:24	12:24	1	none	"{""none"": 1}"	{}	1corintios-12-24-P02	1corintios-12-24-P02
MR0658	658	1corintios	680	680	12:25	12:25	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-12-25-P01	1corintios-12-25-P01
MR0659	659	1corintios	681	681	12:25	12:25	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-12-25-P02	1corintios-12-25-P02
MR0660	660	1corintios	682	682	12:26	12:26	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-12-26-P01	1corintios-12-26-P01
MR0661	661	1corintios	683	683	12:26	12:26	1	none	"{""none"": 1}"	{}	1corintios-12-26-P02	1corintios-12-26-P02
MR0662	662	1corintios	684	684	12:26	12:26	1	none	"{""none"": 1}"	{}	1corintios-12-26-P03	1corintios-12-26-P03
MR0663	663	1corintios	685	685	12:26	12:26	1	none	"{""none"": 1}"	{}	1corintios-12-26-P04	1corintios-12-26-P04
MR0664	664	1corintios	686	686	12:27	12:27	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-12-27-P01	1corintios-12-27-P01
MR0665	665	1corintios	687	687	12:28	12:28	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-12-28-P01	1corintios-12-28-P01
MR0666	666	1corintios	688	688	12:30	12:30	1	none	"{""none"": 1}"	{}	1corintios-12-30-P01	1corintios-12-30-P01
MR0667	667	1corintios	689	689	12:30	12:30	1	none	"{""none"": 1}"	{}	1corintios-12-30-P02	1corintios-12-30-P02
MR0668	668	1corintios	690	690	12:30	12:30	1	none	"{""none"": 1}"	{}	1corintios-12-30-P03	1corintios-12-30-P03
MR0669	669	1corintios	691	691	12:31	12:31	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-12-31-P01	1corintios-12-31-P01
MR0670	670	1corintios	692	692	12:31	12:31	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-12-31-P02	1corintios-12-31-P02
MR0671	671	1corintios	693	693	13:1	13:1	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-1-P01	1corintios-13-1-P01
MR0672	672	1corintios	694	694	13:1	13:1	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-1-P02	1corintios-13-1-P02
MR0673	673	1corintios	695	695	13:1	13:1	1	none	"{""none"": 1}"	{}	1corintios-13-1-P03	1corintios-13-1-P03
MR0674	674	1corintios	696	696	13:2	13:2	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-2-P01	1corintios-13-2-P01
MR0675	675	1corintios	697	697	13:2	13:2	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-2-P02	1corintios-13-2-P02
MR0676	676	1corintios	698	698	13:2	13:2	1	none	"{""none"": 1}"	{}	1corintios-13-2-P03	1corintios-13-2-P03
MR0677	677	1corintios	699	699	13:2	13:2	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-2-P04	1corintios-13-2-P04
MR0678	678	1corintios	700	700	13:2	13:2	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-2-P05	1corintios-13-2-P05
MR0679	679	1corintios	701	701	13:4	13:4	1	none	"{""none"": 1}"	{}	1corintios-13-4-P01	1corintios-13-4-P01
MR0680	680	1corintios	702	702	13:4	13:4	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-13-4-P02	1corintios-13-4-P02
MR0681	681	1corintios	703	716	13:4	13:8	14	none	"{""none"": 14}"	{}	1corintios-13-4-P03	1corintios-13-8-P01
MR0682	682	1corintios	717	717	13:8	13:8	1	none	"{""none"": 1}"	{}	1corintios-13-8-P02	1corintios-13-8-P02
MR0683	683	1corintios	718	718	13:8	13:8	1	none	"{""none"": 1}"	{}	1corintios-13-8-P03	1corintios-13-8-P03
MR0684	684	1corintios	719	719	13:8	13:8	1	none	"{""none"": 1}"	{}	1corintios-13-8-P04	1corintios-13-8-P04
MR0685	685	1corintios	720	720	13:9	13:9	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-13-9-P01	1corintios-13-9-P01
MR0686	686	1corintios	721	721	13:9	13:9	1	none	"{""none"": 1}"	{}	1corintios-13-9-P02	1corintios-13-9-P02
MR0687	687	1corintios	722	722	13:10	13:10	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-13-10-P01	1corintios-13-10-P01
MR0688	688	1corintios	723	723	13:10	13:10	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-13-10-P02	1corintios-13-10-P02
MR0689	689	1corintios	724	724	13:11	13:11	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-13-11-P01	1corintios-13-11-P01
MR0690	690	1corintios	725	725	13:11	13:11	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-11-P02	1corintios-13-11-P02
MR0691	691	1corintios	726	726	13:11	13:11	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-11-P03	1corintios-13-11-P03
MR0692	692	1corintios	727	727	13:11	13:11	1	none	"{""none"": 1}"	{}	1corintios-13-11-P04	1corintios-13-11-P04
MR0693	693	1corintios	728	728	13:11	13:11	1	none	"{""none"": 1}"	{}	1corintios-13-11-P05	1corintios-13-11-P05
MR0694	694	1corintios	729	729	13:11	13:11	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-11-P06	1corintios-13-11-P06
MR0695	695	1corintios	730	730	13:12	13:12	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-13-12-P01	1corintios-13-12-P01
MR0696	696	1corintios	731	731	13:12	13:12	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-13-12-P02	1corintios-13-12-P02
MR0697	697	1corintios	732	732	13:12	13:12	1	none	"{""none"": 1}"	{}	1corintios-13-12-P03	1corintios-13-12-P03
MR0698	698	1corintios	733	733	13:12	13:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-13-12-P04	1corintios-13-12-P04
MR0699	699	1corintios	734	734	13:13	13:13	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-13-13-P01	1corintios-13-13-P01
MR0700	700	1corintios	735	735	14:1	14:1	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-14-1-P01	1corintios-14-1-P01
MR0701	701	1corintios	736	736	14:1	14:1	1	none	"{""none"": 1}"	{}	1corintios-14-1-P02	1corintios-14-1-P02
MR0702	702	1corintios	737	737	14:1	14:1	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-1-P03	1corintios-14-1-P03
MR0703	703	1corintios	738	738	14:2	14:2	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-2-P01	1corintios-14-2-P01
MR0704	704	1corintios	739	739	14:2	14:2	1	none	"{""none"": 1}"	{}	1corintios-14-2-P02	1corintios-14-2-P02
MR0705	705	1corintios	740	740	14:2	14:2	1	none	"{""none"": 1}"	{}	1corintios-14-2-P03	1corintios-14-2-P03
MR0706	706	1corintios	741	741	14:3	14:3	1	none	"{""none"": 1}"	{}	1corintios-14-3-P01	1corintios-14-3-P01
MR0707	707	1corintios	742	742	14:4	14:4	1	none	"{""none"": 1}"	{}	1corintios-14-4-P01	1corintios-14-4-P01
MR0708	708	1corintios	743	743	14:4	14:4	1	none	"{""none"": 1}"	{}	1corintios-14-4-P02	1corintios-14-4-P02
MR0709	709	1corintios	744	744	14:5	14:5	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-14-5-P01	1corintios-14-5-P01
MR0710	710	1corintios	745	745	14:5	14:5	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-5-P02	1corintios-14-5-P02
MR0711	711	1corintios	746	746	14:5	14:5	1	none	"{""none"": 1}"	{}	1corintios-14-5-P03	1corintios-14-5-P03
MR0712	712	1corintios	747	747	14:5	14:5	1	none	"{""none"": 1}"	{}	1corintios-14-5-P04	1corintios-14-5-P04
MR0713	713	1corintios	748	748	14:6	14:6	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-14-6-P01	1corintios-14-6-P01
MR0714	714	1corintios	749	749	14:6	14:6	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-6-P02	1corintios-14-6-P02
MR0715	715	1corintios	750	750	14:6	14:6	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-6-P03	1corintios-14-6-P03
MR0716	716	1corintios	751	751	14:7	14:7	1	none	"{""none"": 1}"	{}	1corintios-14-7-P01	1corintios-14-7-P01
MR0717	717	1corintios	752	752	14:7	14:7	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-7-P02	1corintios-14-7-P02
MR0718	718	1corintios	753	753	14:8	14:8	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-8-P01	1corintios-14-8-P01
MR0719	719	1corintios	754	754	14:8	14:8	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-8-P02	1corintios-14-8-P02
MR0720	720	1corintios	755	755	14:9	14:9	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-9-P01	1corintios-14-9-P01
MR0721	721	1corintios	756	756	14:9	14:9	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-9-P02	1corintios-14-9-P02
MR0722	722	1corintios	757	757	14:9	14:9	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-14-9-P03	1corintios-14-9-P03
MR0723	723	1corintios	758	758	14:10	14:10	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-10-P01	1corintios-14-10-P01
MR0724	724	1corintios	759	759	14:10	14:10	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-10-P02	1corintios-14-10-P02
MR0725	725	1corintios	760	760	14:11	14:11	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-11-P01	1corintios-14-11-P01
MR0726	726	1corintios	761	761	14:11	14:11	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-11-P02	1corintios-14-11-P02
MR0727	727	1corintios	762	762	14:12	14:12	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-12-P01	1corintios-14-12-P01
MR0728	728	1corintios	763	763	14:12	14:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-12-P02	1corintios-14-12-P02
MR0729	729	1corintios	764	764	14:12	14:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-12-P03	1corintios-14-12-P03
MR0730	730	1corintios	765	765	14:13	14:13	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-13-P01	1corintios-14-13-P01
MR0731	731	1corintios	766	766	14:13	14:13	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-13-P02	1corintios-14-13-P02
MR0732	732	1corintios	767	767	14:14	14:14	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-14-14-P01	1corintios-14-14-P01
MR0733	733	1corintios	768	768	14:14	14:14	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-14-P02	1corintios-14-14-P02
MR0734	734	1corintios	769	769	14:14	14:14	1	none	"{""none"": 1}"	{}	1corintios-14-14-P03	1corintios-14-14-P03
MR0735	735	1corintios	770	770	14:15	14:15	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-14-15-P01	1corintios-14-15-P01
MR0736	736	1corintios	771	771	14:15	14:15	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-14-15-P02	1corintios-14-15-P02
MR0737	737	1corintios	772	772	14:15	14:15	1	none	"{""none"": 1}"	{}	1corintios-14-15-P03	1corintios-14-15-P03
MR0738	738	1corintios	773	773	14:15	14:15	1	none	"{""none"": 1}"	{}	1corintios-14-15-P04	1corintios-14-15-P04
MR0739	739	1corintios	774	774	14:15	14:15	1	none	"{""none"": 1}"	{}	1corintios-14-15-P05	1corintios-14-15-P05
MR0740	740	1corintios	775	775	14:16	14:16	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-16-P01	1corintios-14-16-P01
MR0741	741	1corintios	776	776	14:16	14:16	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-16-P02	1corintios-14-16-P02
MR0742	742	1corintios	777	777	14:16	14:16	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-16-P03	1corintios-14-16-P03
MR0743	743	1corintios	778	778	14:16	14:16	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-16-P04	1corintios-14-16-P04
MR0744	744	1corintios	779	779	14:17	14:17	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-14-17-P01	1corintios-14-17-P01
MR0745	745	1corintios	780	780	14:17	14:17	1	none	"{""none"": 1}"	{}	1corintios-14-17-P02	1corintios-14-17-P02
MR0746	746	1corintios	781	781	14:18	14:18	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-14-18-P01	1corintios-14-18-P01
MR0747	747	1corintios	782	782	14:18	14:18	1	none	"{""none"": 1}"	{}	1corintios-14-18-P02	1corintios-14-18-P02
MR0748	748	1corintios	783	783	14:19	14:19	1	none	"{""none"": 1}"	{}	1corintios-14-19-P01	1corintios-14-19-P01
MR0749	749	1corintios	784	784	14:19	14:19	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-19-P02	1corintios-14-19-P02
MR0750	750	1corintios	785	785	14:20	14:20	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-20-P01	1corintios-14-20-P01
MR0751	751	1corintios	786	786	14:20	14:20	1	none	"{""none"": 1}"	{}	1corintios-14-20-P02	1corintios-14-20-P02
MR0752	752	1corintios	787	787	14:20	14:20	1	none	"{""none"": 1}"	{}	1corintios-14-20-P03	1corintios-14-20-P03
MR0753	753	1corintios	788	788	14:21	14:21	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-14-21-P01	1corintios-14-21-P01
MR0754	754	1corintios	789	789	14:21	14:21	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-21-P02	1corintios-14-21-P02
MR0755	755	1corintios	790	790	14:21	14:21	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-21-P03	1corintios-14-21-P03
MR0756	756	1corintios	791	791	14:21	14:21	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-14-21-P04	1corintios-14-21-P04
MR0757	757	1corintios	792	792	14:22	14:22	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-22-P01	1corintios-14-22-P01
MR0758	758	1corintios	793	793	14:23	14:23	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-14-23-P01	1corintios-14-23-P01
MR0759	759	1corintios	794	794	14:23	14:23	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-23-P02	1corintios-14-23-P02
MR0760	760	1corintios	795	795	14:23	14:23	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-14-23-P03	1corintios-14-23-P03
MR0761	761	1corintios	796	796	14:23	14:23	1	none	"{""none"": 1}"	{}	1corintios-14-23-P04	1corintios-14-23-P04
MR0762	762	1corintios	797	797	14:23	14:23	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-23-P05	1corintios-14-23-P05
MR0763	763	1corintios	798	798	14:24	14:24	1	none	"{""none"": 1}"	{}	1corintios-14-24-P01	1corintios-14-24-P01
MR0764	764	1corintios	799	799	14:24	14:24	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-24-P02	1corintios-14-24-P02
MR0765	765	1corintios	800	800	14:24	14:24	1	none	"{""none"": 1}"	{}	1corintios-14-24-P03	1corintios-14-24-P03
MR0766	766	1corintios	801	801	14:24	14:24	1	none	"{""none"": 1}"	{}	1corintios-14-24-P04	1corintios-14-24-P04
MR0767	767	1corintios	802	802	14:25	14:25	1	none	"{""none"": 1}"	{}	1corintios-14-25-P01	1corintios-14-25-P01
MR0768	768	1corintios	803	803	14:25	14:25	1	none	"{""none"": 1}"	{}	1corintios-14-25-P02	1corintios-14-25-P02
MR0769	769	1corintios	804	804	14:25	14:25	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-25-P03	1corintios-14-25-P03
MR0770	770	1corintios	805	805	14:26	14:26	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-26-P01	1corintios-14-26-P01
MR0771	771	1corintios	806	806	14:26	14:26	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-26-P02	1corintios-14-26-P02
MR0772	772	1corintios	807	807	14:26	14:26	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-26-P03	1corintios-14-26-P03
MR0773	773	1corintios	808	808	14:26	14:26	1	none	"{""none"": 1}"	{}	1corintios-14-26-P04	1corintios-14-26-P04
MR0774	774	1corintios	809	809	14:26	14:26	1	none	"{""none"": 1}"	{}	1corintios-14-26-P05	1corintios-14-26-P05
MR0775	775	1corintios	810	812	14:26	14:26	3	none	"{""none"": 3}"	{}	1corintios-14-26-P06	1corintios-14-26-P08
MR0776	776	1corintios	813	813	14:27	14:27	1	none	"{""none"": 1}"	{}	1corintios-14-27-P01	1corintios-14-27-P01
MR0777	777	1corintios	814	814	14:27	14:27	1	none	"{""none"": 1}"	{}	1corintios-14-27-P02	1corintios-14-27-P02
MR0778	778	1corintios	815	815	14:28	14:28	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-28-P01	1corintios-14-28-P01
MR0779	779	1corintios	816	816	14:28	14:28	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-28-P02	1corintios-14-28-P02
MR0780	780	1corintios	817	817	14:28	14:28	1	none	"{""none"": 1}"	{}	1corintios-14-28-P03	1corintios-14-28-P03
MR0781	781	1corintios	818	818	14:29	14:29	1	none	"{""none"": 1}"	{}	1corintios-14-29-P01	1corintios-14-29-P01
MR0782	782	1corintios	819	819	14:29	14:29	1	none	"{""none"": 1}"	{}	1corintios-14-29-P02	1corintios-14-29-P02
MR0783	783	1corintios	820	820	14:30	14:30	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-30-P01	1corintios-14-30-P01
MR0784	784	1corintios	821	821	14:30	14:30	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-30-P02	1corintios-14-30-P02
MR0785	785	1corintios	822	822	14:31	14:31	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-14-31-P01	1corintios-14-31-P01
MR0786	786	1corintios	823	823	14:31	14:31	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-31-P02	1corintios-14-31-P02
MR0787	787	1corintios	824	824	14:31	14:31	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-31-P03	1corintios-14-31-P03
MR0788	788	1corintios	825	825	14:32	14:32	1	none	"{""none"": 1}"	{}	1corintios-14-32-P01	1corintios-14-32-P01
MR0789	789	1corintios	826	826	14:33	14:33	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-14-33-P01	1corintios-14-33-P01
MR0790	790	1corintios	827	827	14:34	14:34	1	none	"{""none"": 1}"	{}	1corintios-14-34-P01	1corintios-14-34-P01
MR0791	791	1corintios	828	828	14:34	14:34	1	none	"{""none"": 1}"	{}	1corintios-14-34-P02	1corintios-14-34-P02
MR0792	792	1corintios	829	829	14:34	14:34	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-14-34-P03	1corintios-14-34-P03
MR0793	793	1corintios	830	830	14:34	14:34	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-34-P04	1corintios-14-34-P04
MR0794	794	1corintios	831	831	14:35	14:35	1	none	"{""none"": 1}"	{}	1corintios-14-35-P01	1corintios-14-35-P01
MR0795	795	1corintios	832	832	14:35	14:35	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-35-P02	1corintios-14-35-P02
MR0796	796	1corintios	833	833	14:35	14:35	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-14-35-P03	1corintios-14-35-P03
MR0797	797	1corintios	834	834	14:36	14:36	1	none	"{""none"": 1}"	{}	1corintios-14-36-P01	1corintios-14-36-P01
MR0798	798	1corintios	835	835	14:36	14:36	1	none	"{""none"": 1}"	{}	1corintios-14-36-P02	1corintios-14-36-P02
MR0799	799	1corintios	836	836	14:37	14:37	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-37-P01	1corintios-14-37-P01
MR0800	800	1corintios	837	837	14:37	14:37	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-37-P02	1corintios-14-37-P02
MR0801	801	1corintios	838	838	14:37	14:37	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-14-37-P03	1corintios-14-37-P03
MR0802	802	1corintios	839	839	14:37	14:37	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-37-P04	1corintios-14-37-P04
MR0803	803	1corintios	840	840	14:38	14:38	1	none	"{""none"": 1}"	{}	1corintios-14-38-P01	1corintios-14-38-P01
MR0804	804	1corintios	841	841	14:38	14:38	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-38-P02	1corintios-14-38-P02
MR0805	805	1corintios	842	842	14:39	14:39	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-14-39-P01	1corintios-14-39-P01
MR0806	806	1corintios	843	843	14:39	14:39	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-14-39-P02	1corintios-14-39-P02
MR0807	807	1corintios	844	844	14:40	14:40	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-14-40-P01	1corintios-14-40-P01
MR0808	808	1corintios	845	845	15:1	15:1	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-1-P01	1corintios-15-1-P01
MR0809	809	1corintios	846	846	15:1	15:1	1	none	"{""none"": 1}"	{}	1corintios-15-1-P02	1corintios-15-1-P02
MR0810	810	1corintios	847	847	15:1	15:1	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-1-P03	1corintios-15-1-P03
MR0811	811	1corintios	848	848	15:1	15:1	1	none	"{""none"": 1}"	{}	1corintios-15-1-P04	1corintios-15-1-P04
MR0812	812	1corintios	849	849	15:2	15:2	1	none	"{""none"": 1}"	{}	1corintios-15-2-P01	1corintios-15-2-P01
MR0813	813	1corintios	850	850	15:2	15:2	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-2-P02	1corintios-15-2-P02
MR0814	814	1corintios	851	851	15:2	15:2	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-2-P03	1corintios-15-2-P03
MR0815	815	1corintios	852	852	15:2	15:2	1	none	"{""none"": 1}"	{}	1corintios-15-2-P04	1corintios-15-2-P04
MR0816	816	1corintios	853	853	15:3	15:3	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-3-P01	1corintios-15-3-P01
MR0817	817	1corintios	854	854	15:3	15:3	1	none	"{""none"": 1}"	{}	1corintios-15-3-P02	1corintios-15-3-P02
MR0818	818	1corintios	855	855	15:3	15:3	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-3-P03	1corintios-15-3-P03
