BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	11	22	01	ἴδε	01	Mira,	direct
romanos	11	22	02	οὖν	02	pues,	direct
romanos	11	22	03	χρηστότητα	03	la	direct
romanos	11	22	04	καὶ	04,05	bondad y	expanded
romanos	11	22	05	ἀποτομίαν	06	la	direct
romanos	11	22	06	θεοῦ·	07	severidad	direct
romanos	11	22	07	ἐπὶ	08,09,10	de Dios: severidad	expanded
romanos	11	22	08	μὲν	11	para	direct
romanos	11	22	09	τοὺς	12	con	direct
romanos	11	22	10	πεσόντας	13	los	direct
romanos	11	22	11	⸀ἀποτομία,	14	que	direct
romanos	11	22	12	ἐπὶ	15,16,17	cayeron, pero para	expanded
romanos	11	22	13	δὲ	18,19	ti, bondad	expanded
romanos	11	22	14	σὲ	20	de	direct
romanos	11	22	15	⸂χρηστότης	21	Dios	direct
romanos	11	22	16	θεοῦ⸃,	22	si	direct
romanos	11	22	17	ἐὰν	23	permaneces	direct
romanos	11	22	18	⸀ἐπιμένῃς	24	en	direct
romanos	11	22	19	τῇ	25,26	Su bondad.	expanded
romanos	11	22	20	χρηστότητι,	27	De	direct
romanos	11	22	21	ἐπεὶ	28	lo	direct
romanos	11	22	22	καὶ	29,30	contrario también	expanded
romanos	11	22	23	σὺ	31	tú	direct
romanos	11	22	24	ἐκκοπήσῃ.	32	serás	direct
