BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	9	22	01	εἰ	01,02,03	¿Y qué, si	expanded
romanos	9	22	02	δὲ	01,02,03	¿Y qué, si	shared
romanos	9	22	03	θέλων	04	Dios,	direct
romanos	9	22	04	ὁ	05	aunque	direct
romanos	9	22	05	θεὸς	06	dispuesto	direct
romanos	9	22	06	ἐνδείξασθαι	07	a	direct
romanos	9	22	07	τὴν	08	demostrar	direct
romanos	9	22	08	ὀργὴν	09	Su	direct
romanos	9	22	09	καὶ	10,11	ira y	expanded
romanos	9	22	10	γνωρίσαι	12	hacer	direct
romanos	9	22	11	τὸ	13	notorio	direct
romanos	9	22	12	δυνατὸν	14	Su	direct
romanos	9	22	13	αὐτοῦ	15	poder,	direct
romanos	9	22	14	ἤνεγκεν	16	soportó	direct
romanos	9	22	15	ἐν	17,18,19	con mucha paciencia	expanded
romanos	9	22	16	πολλῇ	20	a	direct
romanos	9	22	17	μακροθυμίᾳ	21	los	direct
romanos	9	22	18	σκεύη	22	vasos	direct
romanos	9	22	19	ὀργῆς	23	de	direct
romanos	9	22	20	κατηρτισμένα	24	ira	direct
romanos	9	22	21	εἰς	25	preparados	direct
romanos	9	22	22	ἀπώλειαν,	26	para	direct
