BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	11	4	01	ἀλλὰ	01,02	Pero, ¿qué	expanded
romanos	11	4	02	τί	03	le	direct
romanos	11	4	03	λέγει	04	dice	direct
romanos	11	4	04	αὐτῷ	05	la	direct
romanos	11	4	05	ὁ	06	respuesta	direct
romanos	11	4	06	χρηματισμός;	07	divina?:	direct
romanos	11	4	07	Κατέλιπον	08	«Me	direct
romanos	11	4	08	ἐμαυτῷ	09	HE	direct
romanos	11	4	09	ἑπτακισχιλίους	10	RESERVADO	direct
romanos	11	4	10	ἄνδρας,	11	SIETE	direct
romanos	11	4	11	οἵτινες	12	MIL	direct
romanos	11	4	12	οὐκ	13	HOMBRES	direct
romanos	11	4	13	ἔκαμψαν	14	QUE	direct
romanos	11	4	14	γόνυ	15	NO	direct
romanos	11	4	15	τῇ	16,17	HAN DOBLADO	expanded
romanos	11	4	16	Βάαλ.	18	LA	direct
