BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	11	27	01	καὶ	01,02	Y ESTE	expanded
romanos	11	27	02	αὕτη	03	ES	direct
romanos	11	27	03	αὐτοῖς	04	MI	direct
romanos	11	27	04	ἡ	05	PACTO	direct
romanos	11	27	05	παρʼ	06	CON	direct
romanos	11	27	06	ἐμοῦ	07	ELLOS,	direct
romanos	11	27	07	διαθήκη,	08	CUANDO	direct
romanos	11	27	08	ὅταν	09	YO	direct
romanos	11	27	09	ἀφέλωμαι	10	QUITE	direct
romanos	11	27	10	τὰς	11	SUS	direct
romanos	11	27	11	ἁμαρτίας	12	PECADOS».	direct
romanos	11	27	12	αὐτῶν.	-	-	missing
