BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	9	4	01	οἵτινές	01	Porque	direct
romanos	9	4	02	εἰσιν	02	son	direct
romanos	9	4	03	Ἰσραηλῖται,	03	israelitas,	direct
romanos	9	4	04	ὧν	04	a	direct
romanos	9	4	05	ἡ	07	la	direct
romanos	9	4	06	υἱοθεσία	08	adopción	direct
romanos	9	4	07	καὶ	09,10	como hijos,	expanded
romanos	9	4	08	ἡ	12	la	direct
romanos	9	4	09	δόξα	13	gloria,	direct
romanos	9	4	10	καὶ	14,15	los pactos,	expanded
romanos	9	4	11	αἱ	16	la	direct
romanos	9	4	12	διαθῆκαι	17	promulgación	direct
romanos	9	4	13	καὶ	18,19	de la	expanded
romanos	9	4	14	ἡ	20	ley,	direct
romanos	9	4	15	νομοθεσία	21	el	direct
romanos	9	4	16	καὶ	22,23	culto y	expanded
romanos	9	4	17	ἡ	24	las	direct
romanos	9	4	18	λατρεία	25	promesas,	direct
romanos	9	4	19	καὶ	-	-	missing
romanos	9	4	20	αἱ	-	-	missing
romanos	9	4	21	ἐπαγγελίαι,	-	-	missing
