BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	11	6	01	εἰ	01,02,03	Pero si es	expanded
romanos	11	6	02	δὲ	01,02,03	Pero si es	shared
romanos	11	6	03	χάριτι,	04	por	direct
romanos	11	6	04	οὐκέτι	05	gracia,	direct
romanos	11	6	05	ἐξ	06	ya	direct
romanos	11	6	06	ἔργων,	07	no	direct
romanos	11	6	07	ἐπεὶ	08	es	direct
romanos	11	6	08	ἡ	16	la	direct
romanos	11	6	09	χάρις	17	gracia	direct
romanos	11	6	10	οὐκέτι	18	ya	direct
romanos	11	6	11	γίνεται	19	no	direct
romanos	11	6	12	⸀χάρις.	20	es	direct
