BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	6	14	01	ἁμαρτία	01	Porque	direct
romanos	6	14	02	γὰρ	02	el	direct
romanos	6	14	03	ὑμῶν	-	-	missing
romanos	6	14	04	οὐ	04	no	direct
romanos	6	14	05	κυριεύσει,	05	tendrá	direct
romanos	6	14	06	οὐ	10	no	direct
romanos	6	14	07	γάρ	-	-	missing
romanos	6	14	08	ἐστε	11	están	direct
romanos	6	14	09	ὑπὸ	12	bajo	direct
romanos	6	14	10	νόμον	13	la	direct
romanos	6	14	11	ἀλλὰ	14,15	ley sino	expanded
romanos	6	14	12	ὑπὸ	16	bajo	direct
romanos	6	14	13	χάριν.	17	la	direct
