BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	3	24	01	δικαιούμενοι	01	Todos	direct
romanos	3	24	02	δωρεὰν	02	son	direct
romanos	3	24	03	τῇ	03,04	justificados gratuitamente	expanded
romanos	3	24	04	αὐτοῦ	05	por	direct
romanos	3	24	05	χάριτι	06	Su	direct
romanos	3	24	06	διὰ	07,08,09	gracia por medio	expanded
romanos	3	24	07	τῆς	10	de	direct
romanos	3	24	08	ἀπολυτρώσεως	11	la	direct
romanos	3	24	09	τῆς	12	redención	direct
romanos	3	24	10	ἐν	13,14,15	que es en	expanded
romanos	3	24	11	Χριστῷ	16	Cristo	direct
romanos	3	24	12	Ἰησοῦ·	17	Jesús,	direct
