BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	7	10	01	ἐγὼ	01	y	direct
romanos	7	10	02	δὲ	02,03	este mandamiento,	expanded
romanos	7	10	03	ἀπέθανον,	04	que	direct
romanos	7	10	04	καὶ	05,06	era para	expanded
romanos	7	10	05	εὑρέθη	07	vida,	direct
romanos	7	10	06	μοι	08	a	direct
romanos	7	10	07	ἡ	09	mí	direct
romanos	7	10	08	ἐντολὴ	10	me	direct
romanos	7	10	09	ἡ	11	resultó	direct
romanos	7	10	10	εἰς	12	para	direct
romanos	7	10	11	ζωὴν	13	muerte;	direct
romanos	7	10	12	αὕτη	-	-	missing
romanos	7	10	13	εἰς	-	-	missing
romanos	7	10	14	θάνατον·	-	-	missing
