connector_registry_id	book	chapter	verse	reference	stream_index	predication_id	connector_occurrence_index	connector_surface_original	connector_surface	connector_lemma	connector_class	dependency_type	direction	source_predication_id	target_predication_id	source_reference	target_reference	explicit_connector	scope_status	label_support_status
CN00262	1corintios	16	4	16:4	974	1corintios-16-4-P01	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-16-4-P01	1corintios-16-4-P02	16:4	16:4	True	local_candidate	not_assigned_here
CN00263	1corintios	16	5	16:5	977	1corintios-16-5-P02	1	ὅταν	οταν	οταν	temporal	subordination	forward_or_embedded_local	1corintios-16-5-P02	1corintios-16-5-P03	16:5	16:5	True	local_candidate	not_assigned_here
CN00264	1corintios	16	6	16:6	981	1corintios-16-6-P03	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-16-6-P03	1corintios-16-6-P04	16:6	16:6	True	local_candidate	not_assigned_here
CN00265	1corintios	16	6	16:6	982	1corintios-16-6-P04	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-16-6-P04	1corintios-16-7-P01	16:6	16:7	True	local_candidate	not_assigned_here
CN00266	1corintios	16	7	16:7	985	1corintios-16-7-P03	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-16-7-P03	1corintios-16-8-P01	16:7	16:8	True	local_candidate	not_assigned_here
CN00267	1corintios	16	10	16:10	988	1corintios-16-10-P01	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-16-10-P01	1corintios-16-10-P02	16:10	16:10	True	local_candidate	not_assigned_here
CN00268	1corintios	16	10	16:10	990	1corintios-16-10-P03	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-16-10-P03	1corintios-16-10-P04	16:10	16:10	True	local_candidate	not_assigned_here
CN00269	1corintios	16	11	16:11	994	1corintios-16-11-P03	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-16-11-P03	1corintios-16-11-P04	16:11	16:11	True	local_candidate	not_assigned_here
CN00270	1corintios	16	12	16:12	997	1corintios-16-12-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-16-12-P02	1corintios-16-12-P03	16:12	16:12	True	local_candidate	not_assigned_here
CN00271	1corintios	16	12	16:12	999	1corintios-16-12-P04	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-16-12-P04	1corintios-16-12-P05	16:12	16:12	True	local_candidate	not_assigned_here
CN00272	1corintios	16	12	16:12	1001	1corintios-16-12-P06	1	ὅταν	οταν	οταν	temporal	subordination	forward_or_embedded_local	1corintios-16-12-P06	1corintios-16-14-P01	16:12	16:14	True	local_candidate	not_assigned_here
CN00273	1corintios	16	15	16:15	1005	1corintios-16-15-P03	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-16-15-P03	1corintios-16-15-P04	16:15	16:15	True	local_candidate	not_assigned_here
CN00274	1corintios	16	16	16:16	1007	1corintios-16-16-P01	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-16-16-P01	1corintios-16-17-P01	16:16	16:17	True	local_candidate	not_assigned_here
CN00275	1corintios	16	17	16:17	1009	1corintios-16-17-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-16-17-P02	1corintios-16-18-P01	16:17	16:18	True	local_candidate	not_assigned_here
CN00276	1corintios	16	22	16:22	1016	1corintios-16-22-P01	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-16-22-P01	1corintios-16-22-P02	16:22	16:22	True	local_candidate	not_assigned_here
