BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	14	01	χωρὶς	06	sin	direct
filemon	1	14	02	δὲ	01	Pero	direct
filemon	1	14	03	τῆς	07	tu	direct
filemon	1	14	04	σῆς	07	tu	shared
filemon	1	14	05	γνώμης	08	consentimiento,	direct
filemon	1	14	06	οὐδὲν	05	nada	direct
filemon	1	14	07	ἠθέλησα	02,03	no quise	expanded
filemon	1	14	08	ποιῆσαι,	04	hacer	direct
filemon	1	14	09	ἵνα	09,10	para que	expanded
filemon	1	14	10	μὴ	13	no	direct
filemon	1	14	11	ὡς	15	como	direct
filemon	1	14	12	κατὰ	16	por	direct
filemon	1	14	13	ἀνάγκην	17	obligación,	direct
filemon	1	14	14	τὸ	11	tu	expanded
filemon	1	14	15	ἀγαθόν	12	bondad	direct
filemon	1	14	16	σου	11	tu	shared
filemon	1	14	17	ᾖ	14	fuera	direct
filemon	1	14	18	ἀλλὰ	18	sino	direct
filemon	1	14	19	κατὰ	19	por	direct
filemon	1	14	20	ἑκούσιον·	20,21,22	tu propia voluntad.	expanded
