BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	13	01	ὃν	03	retenerlo	expanded
filemon	1	13	02	ἐγὼ	-	-	missing
filemon	1	13	03	ἐβουλόμην	01,02	Hubiera querido	expanded
filemon	1	13	04	πρὸς	04	conmigo,	expanded
filemon	1	13	05	ἐμαυτὸν	04	conmigo,	shared
filemon	1	13	06	κατέχειν,	03	retenerlo	shared
filemon	1	13	07	ἵνα	05,06	para que	expanded
filemon	1	13	08	ὑπὲρ	09,10	en lugar	expanded
filemon	1	13	09	σοῦ	11	tuyo	direct
filemon	1	13	10	⸂μοι	07	me	direct
filemon	1	13	11	διακονῇ⸃	08	sirviera	direct
filemon	1	13	12	ἐν	12	en	direct
filemon	1	13	13	τοῖς	13	mis	expanded
filemon	1	13	14	δεσμοῖς	14	prisiones	direct
filemon	1	13	15	τοῦ	15,16	por el	expanded
filemon	1	13	16	εὐαγγελίου,	17	evangelio.	direct
