BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	5	01	ἀκούων	01,02	porque oigo	expanded
filemon	1	5	02	σου	03,04	de tu	expanded
filemon	1	5	03	τὴν	04	tu	shared
filemon	1	5	04	ἀγάπην	05	amor	direct
filemon	1	5	05	καὶ	06	y	direct
filemon	1	5	06	τὴν	07,08	de la	expanded
filemon	1	5	07	πίστιν	09	fe	direct
filemon	1	5	08	ἣν	10	que	direct
filemon	1	5	09	ἔχεις	11	tienes	direct
filemon	1	5	10	⸀πρὸς	12	hacia	direct
filemon	1	5	11	τὸν	13	el	direct
filemon	1	5	12	κύριον	14	Señor	direct
filemon	1	5	13	Ἰησοῦν	15	Jesús	direct
filemon	1	5	14	καὶ	16	y	direct
filemon	1	5	15	εἰς	17	hacia	direct
filemon	1	5	16	πάντας	18	todos	direct
filemon	1	5	17	τοὺς	19	los	direct
filemon	1	5	18	ἁγίους,	20	santos.	direct
