stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons	movement_class	movement_class_source	structural_weight	regime_capable
966	1corintios	16	1	1corintios-16-1-P02	1corintios-16-1-P01	ποιήσατε	V-AAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
967	1corintios	16	2	1corintios-16-2-P01	1corintios-16-1-P02	τιθέτω	V-PAD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
968	1corintios	16	2	1corintios-16-2-P02	1corintios-16-2-P01	εὐοδῶται	V-PPS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
969	1corintios	16	2	1corintios-16-2-P03	1corintios-16-2-P02	ἔλθω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
970	1corintios	16	2	1corintios-16-2-P04	1corintios-16-2-P03	γίνωνται	V-PMS-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
971	1corintios	16	3	1corintios-16-3-P01	1corintios-16-2-P04	παραγένωμαι	V-AMS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
972	1corintios	16	3	1corintios-16-3-P02	1corintios-16-3-P01	δοκιμάσητε	V-AAS-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
973	1corintios	16	3	1corintios-16-3-P03	1corintios-16-3-P02	πέμψω	V-FAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
974	1corintios	16	4	1corintios-16-4-P01	1corintios-16-3-P03	ᾖ	V-PAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
975	1corintios	16	4	1corintios-16-4-P02	1corintios-16-4-P01	πορεύσονται	V-FMI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
976	1corintios	16	5	1corintios-16-5-P01	1corintios-16-4-P02	ἐλεύσομαι	V-FMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
977	1corintios	16	5	1corintios-16-5-P02	1corintios-16-5-P01	διέλθω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
978	1corintios	16	5	1corintios-16-5-P03	1corintios-16-5-P02	διέρχομαι	V-PMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
979	1corintios	16	6	1corintios-16-6-P01	1corintios-16-5-P03	παραμενῶ	V-FAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
980	1corintios	16	6	1corintios-16-6-P02	1corintios-16-6-P01	παραχειμάσω	V-FAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
981	1corintios	16	6	1corintios-16-6-P03	1corintios-16-6-P02	προπέμψητε	V-AAS-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
982	1corintios	16	6	1corintios-16-6-P04	1corintios-16-6-P03	πορεύωμαι	V-PMS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
983	1corintios	16	7	1corintios-16-7-P01	1corintios-16-6-P04	θέλω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
984	1corintios	16	7	1corintios-16-7-P02	1corintios-16-7-P01	ἐλπίζω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
985	1corintios	16	7	1corintios-16-7-P03	1corintios-16-7-P02	ἐπιτρέψῃ	V-AAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
986	1corintios	16	8	1corintios-16-8-P01	1corintios-16-7-P03	ἐπιμενῶ	V-FAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
987	1corintios	16	9	1corintios-16-9-P01	1corintios-16-8-P01	ἀνέῳγεν	V-XAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
988	1corintios	16	10	1corintios-16-10-P01	1corintios-16-9-P01	ἔλθῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
989	1corintios	16	10	1corintios-16-10-P02	1corintios-16-10-P01	βλέπετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
990	1corintios	16	10	1corintios-16-10-P03	1corintios-16-10-P02	γένηται	V-AMS-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
991	1corintios	16	10	1corintios-16-10-P04	1corintios-16-10-P03	ἐργάζεται	V-PMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
992	1corintios	16	11	1corintios-16-11-P01	1corintios-16-10-P04	ἐξουθενήσῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
993	1corintios	16	11	1corintios-16-11-P02	1corintios-16-11-P01	προπέμψατε	V-AAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
994	1corintios	16	11	1corintios-16-11-P03	1corintios-16-11-P02	ἔλθῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
995	1corintios	16	11	1corintios-16-11-P04	1corintios-16-11-P03	ἐκδέχομαι	V-PMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
996	1corintios	16	12	1corintios-16-12-P01	1corintios-16-11-P04	παρεκάλεσα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
997	1corintios	16	12	1corintios-16-12-P02	1corintios-16-12-P01	ἔλθῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
998	1corintios	16	12	1corintios-16-12-P03	1corintios-16-12-P02	ἦν	V-IAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
999	1corintios	16	12	1corintios-16-12-P04	1corintios-16-12-P03	ἔλθῃ	V-AAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
1000	1corintios	16	12	1corintios-16-12-P05	1corintios-16-12-P04	ἐλεύσεται	V-FMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
1001	1corintios	16	12	1corintios-16-12-P06	1corintios-16-12-P05	εὐκαιρήσῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
1002	1corintios	16	14	1corintios-16-14-P01	1corintios-16-12-P06	γινέσθω	V-PMD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
1003	1corintios	16	15	1corintios-16-15-P01	1corintios-16-14-P01	παρακαλῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
1004	1corintios	16	15	1corintios-16-15-P02	1corintios-16-15-P01	οἴδατε	V-XAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
1005	1corintios	16	15	1corintios-16-15-P03	1corintios-16-15-P02	ἐστὶν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
1006	1corintios	16	15	1corintios-16-15-P04	1corintios-16-15-P03	ἔταξαν	V-AAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
1007	1corintios	16	16	1corintios-16-16-P01	1corintios-16-15-P04	ὑποτάσσησθε	V-PPS-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
1008	1corintios	16	17	1corintios-16-17-P01	1corintios-16-16-P01	χαίρω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
1009	1corintios	16	17	1corintios-16-17-P02	1corintios-16-17-P01	ἀνεπλήρωσαν	V-AAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
1010	1corintios	16	18	1corintios-16-18-P01	1corintios-16-17-P02	ἀνέπαυσαν	V-AAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
1011	1corintios	16	18	1corintios-16-18-P02	1corintios-16-18-P01	ἐπιγινώσκετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
1012	1corintios	16	19	1corintios-16-19-P01	1corintios-16-18-P02	ἀσπάζονται	V-PMI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
1013	1corintios	16	19	1corintios-16-19-P02	1corintios-16-19-P01	ἀσπάζεται	V-PMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
1014	1corintios	16	20	1corintios-16-20-P01	1corintios-16-19-P02	ἀσπάζονται	V-PMI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
