decision	reason	greek_span	nbla_span	count	first_seen	last_seen	alignment_types
skip	count too low	πέντε	palabras	1	1corintios 14:19	1corintios 14:19	direct
skip	count too low	πέτρα	seguía	1	1corintios 10:4	1corintios 10:4	direct
skip	count too low	πέτρας	que	1	1corintios 10:4	1corintios 10:4	direct
skip	count too low	πίνειν	iglesia	1	1corintios 11:22	1corintios 11:22	direct
skip	count too low	πίνητε	la beban	1	1corintios 11:25	1corintios 11:25	expanded
skip	count too low	πίνων	bebe	1	1corintios 11:29	1corintios 11:29	direct
skip	count too low	πίνῃ	beba la	1	1corintios 11:27	1corintios 11:27	expanded
skip	count too low	πίπτει	deja	1	1corintios 13:8	1corintios 13:8	direct
skip	count too low	πίστιν	como	1	1corintios 13:2	1corintios 13:2	direct
skip	count too low	πίστις	otro	1	1corintios 12:9	1corintios 12:9	direct
skip	count too low	παιδία	sean	1	1corintios 14:20	1corintios 14:20	direct
skip	count too low	παιδαγωγοὺς	maestros	1	1cor 4:15	1cor 4:15	direct
skip	count too low	παιδευόμεθα	nos	1	1corintios 11:32	1corintios 11:32	direct
skip	count too low	παλαιὰν	vieja	1	1cor 5:7	1cor 5:7	direct
skip	count too low	παλαιᾷ	vieja	1	1cor 5:8	1cor 5:8	direct
skip	count too low	πανουργίᾳ	astucia	1	1cor 3:19	1cor 3:19	direct
skip	count too low	πανταχοῦ	en todas partes	1	1cor 4:17	1cor 4:17	expanded
skip	count too low	παντὶ	cualquier	1	1cor 1:2	1cor 1:2	expanded
skip	count too low	παντὶ	todo	1	1cor 1:5	1cor 1:5	direct
skip	count too low	παντὶ	toda	1	1cor 1:5	1cor 1:5	expanded
skip	count too low	παντὸς	de todo	1	1corintios 11:3	1corintios 11:3	expanded
skip	count too low	παράγει	es pasajera	1	1corintios 7:31	1corintios 7:31	expanded
skip	count too low	παράκλησιν	edificación	1	1corintios 14:3	1corintios 14:3	direct
skip	count too low	παρέδωκα	yo se las entregué	1	1corintios 11:2	1corintios 11:2	expanded
skip	count too low	παρέδωκα	enseñado	1	1corintios 11:23	1corintios 11:23	direct
skip	count too low	παρέλαβον	recibí	1	1corintios 11:23	1corintios 11:23	direct
skip	count too low	παραγγέλλω	instruyo	1	1cor 7:10	1cor 7:10	direct
skip	count too low	παραγγέλλων	estas instrucciones	1	1corintios 11:17	1corintios 11:17	expanded
skip	count too low	παραδοῦναι	entreguen	1	1cor 5:5	1cor 5:5	direct
skip	count too low	παραδόσεις	tradiciones	1	1corintios 11:2	1corintios 11:2	direct
skip	count too low	παραδῶ	a	1	1corintios 13:3	1corintios 13:3	direct
skip	count too low	παρακαλοῦμεν	tratamos de reconciliar	1	1cor 4:13	1cor 4:13	expanded
skip	count too low	παρακαλῶ	les ruego	1	1cor 1:10	1cor 1:10	expanded
skip	count too low	παρακαλῶ	exhorto	1	1cor 4:16	1cor 4:16	direct
skip	count too low	παραμυθίαν	consolación	1	1corintios 14:3	1corintios 14:3	direct
skip	count too low	παρασκευάσεται	se	1	1corintios 14:8	1corintios 14:8	direct
skip	count too low	παρεδίδετο	entregado	1	1corintios 11:23	1corintios 11:23	direct
skip	count too low	παρελάβετε	ustedes	1	1corintios 15:1	1corintios 15:1	direct
skip	count too low	παρθένος	casa	1	1corintios 7:28	1corintios 7:28	direct
skip	count too low	παρθένος	se	1	1corintios 7:34	1corintios 7:34	direct
skip	count too low	παρθένων	vírgenes	1	1corintios 7:25	1corintios 7:25	direct
skip	count too low	παροξύνεται	no se irrita	1	1corintios 13:5	1corintios 13:5	expanded
skip	count too low	παρὰ	que	1	1cor 3:11	1cor 3:11	expanded
skip	count too low	παρὰ	ante	1	1cor 3:19	1cor 3:19	direct
skip	count too low	πατέρας	padres	1	1cor 4:15	1cor 4:15	direct
skip	count too low	πατέρες	padres	1	1corintios 10:1	1corintios 10:1	direct
skip	count too low	παύσονται	cesarán	1	1corintios 13:8	1corintios 13:8	direct
skip	count too low	πειθοῖ	palabras persuasivas	1	1cor 2:4	1cor 2:4	expanded
skip	count too low	πεινᾷ	se	1	1corintios 11:21	1corintios 11:21	direct
skip	count too low	πεινᾷ	alguien	1	1corintios 11:34	1corintios 11:34	direct
skip	count too low	πεινῶμεν	pasamos hambre	1	1cor 4:11	1cor 4:11	expanded
skip	count too low	πειράζῃ	tiente	1	1cor 7:5	1cor 7:5	direct
skip	count too low	πειρασμὸς	no les ha sobrevenido ninguna tentación que no sea común a los hombres	1	1corintios 10:13	1corintios 10:13	expanded
skip	count too low	περίψημα	el desecho	1	1cor 4:13	1cor 4:13	expanded
skip	count too low	περιάγειν	esposa	1	1corintios 9:5	1corintios 9:5	direct
skip	count too low	περιβολαίου	por velo	1	1corintios 11:15	1corintios 11:15	expanded
skip	count too low	περικαθάρματα	la basura	1	1cor 4:13	1cor 4:13	expanded
skip	count too low	περιπατείτω	a	1	1corintios 7:17	1corintios 7:17	direct
skip	count too low	περιπατεῖτε	andan	1	1cor 3:3	1cor 3:3	direct
skip	count too low	περισσοτέραν	honra	1	1corintios 12:23	1corintios 12:23	direct
skip	count too low	περισσοτέραν	más honroso	1	1corintios 12:23	1corintios 12:23	expanded
skip	count too low	περισσοτέραν	de ella	1	1corintios 12:24	1corintios 12:24	expanded
skip	count too low	περιτίθεμεν	las vestimos	1	1corintios 12:23	1corintios 12:23	expanded
skip	count too low	περιτεμνέσθω	se circuncide	1	1corintios 7:18	1corintios 7:18	expanded
skip	count too low	περιτετμημένος	ya circuncidado	1	1corintios 7:18	1corintios 7:18	expanded
skip	count too low	περιτομὴ	circuncisión	1	1corintios 7:19	1corintios 7:19	direct
skip	count too low	περπερεύεται	no es jactancioso	1	1corintios 13:4	1corintios 13:4	expanded
skip	count too low	περὶ	acerca de	1	1cor 1:11	1cor 1:11	expanded
skip	count too low	περὶ	por	1	1cor 1:4	1cor 1:4	direct
skip	count too low	περὶ	en	1	1corintios 7:25	1corintios 7:25	direct
skip	count too low	περὶ	voluntad	1	1corintios 7:37	1corintios 7:37	direct
skip	count too low	περὶ	por tanto en cuanto a comer de lo sacrificado a los ídolos	1	1corintios 8:4	1corintios 8:4	expanded
skip	count too low	πεσὼν	se	1	1corintios 14:25	1corintios 14:25	direct
skip	count too low	πεφυσιωμένοι	se han vuelto arrogantes	1	1cor 5:2	1cor 5:2	expanded
skip	count too low	πεφυσιωμένων	arrogantes	1	1cor 4:19	1cor 4:19	direct
skip	count too low	πεῖν	beber	1	1corintios 9:4	1corintios 9:4	direct
skip	count too low	πινέτω	copa	1	1corintios 11:28	1corintios 11:28	direct
skip	count too low	πιστεύει	cree	1	1corintios 13:7	1corintios 13:7	direct
skip	count too low	πιστεύοντας	creen	1	1cor 1:21	1cor 1:21	direct
skip	count too low	πιστεύουσιν	para	1	1corintios 14:22	1corintios 14:22	direct
skip	count too low	πιστεύουσιν	creyentes	1	1corintios 14:22	1corintios 14:22	direct
skip	count too low	πιστεύω	creo	1	1corintios 11:18	1corintios 11:18	direct
skip	count too low	πιστός	fiel	1	1cor 4:2	1cor 4:2	direct
skip	count too low	πιστὸν	fiel	1	1cor 4:17	1cor 4:17	direct
skip	count too low	πιστὸς	fiel es	1	1cor 1:9	1cor 1:9	expanded
skip	count too low	πιστὸς	fiel es dios que no permitirá que ustedes sean tentados más allá de lo que pueden soportar	1	1corintios 10:13	1corintios 10:13	expanded
skip	count too low	πιστὸς	digno de confianza	1	1corintios 7:25	1corintios 7:25	expanded
skip	count too low	πλανᾶσθε	se dejen engañar	1	1cor 6:9	1cor 6:9	expanded
skip	count too low	πλεονέκται	los avaros	1	1cor 6:10	1cor 6:10	expanded
skip	count too low	πλεονέκταις	codiciosos	1	1cor 5:10	1cor 5:10	direct
skip	count too low	πλεονέκτης	avaro	1	1cor 5:11	1cor 5:11	direct
skip	count too low	πλὴν	sin embargo	1	1corintios 11:11	1corintios 11:11	expanded
skip	count too low	πνευμάτων	de espíritus	1	1corintios 12:10	1corintios 12:10	expanded
skip	count too low	πνευμάτων	espirituales	1	1corintios 14:12	1corintios 14:12	direct
skip	count too low	πνευματικά	ardientemente	1	1corintios 14:1	1corintios 14:1	direct
skip	count too low	πνευματικοῖς	con palabras espirituales	1	1cor 2:13	1cor 2:13	expanded
skip	count too low	πνευματικοῖς	espirituales	1	1cor 3:1	1cor 3:1	direct
skip	count too low	πνευματικός	espiritual	1	1corintios 14:37	1corintios 14:37	direct
skip	count too low	πνευματικὰ	pensamientos espirituales	1	1cor 2:13	1cor 2:13	expanded
skip	count too low	πνευματικὸν	espiritual	1	1corintios 10:3	1corintios 10:3	direct
skip	count too low	πνευματικὸν	bebida	1	1corintios 10:4	1corintios 10:4	direct
skip	count too low	πνευματικὸς	espiritual	1	1cor 2:15	1cor 2:15	direct
skip	count too low	πνευματικῆς	roca	1	1corintios 10:4	1corintios 10:4	direct
skip	count too low	πνευματικῶν	no	1	1corintios 12:1	1corintios 12:1	direct
skip	count too low	πνευματικῶς	espiritualmente	1	1cor 2:14	1cor 2:14	direct
skip	count too low	πνεύματί	espíritu	1	1cor 4:21	1cor 4:21	direct
skip	count too low	πνεύματι	bautizados	1	1corintios 12:13	1corintios 12:13	direct
skip	count too low	πνεύματι	por	1	1corintios 12:3	1corintios 12:3	direct
skip	count too low	πνεύματι	el espíritu	1	1corintios 12:3	1corintios 12:3	expanded
skip	count too low	πνεύματι	a	1	1corintios 12:9	1corintios 12:9	direct
skip	count too low	πνεύματι	solo en el espíritu	1	1corintios 14:16	1corintios 14:16	expanded
skip	count too low	πνεύματι	en su espíritu	1	1corintios 14:2	1corintios 14:2	expanded
skip	count too low	πνεύματι	casada	1	1corintios 7:34	1corintios 7:34	direct
skip	count too low	πνεύματος	de	1	1corintios 12:8	1corintios 12:8	direct
skip	count too low	πνεύματος	por el espíritu	1	1cor 2:13	1cor 2:13	expanded
skip	count too low	πνεύματος	del espíritu	1	1cor 2:4	1cor 2:4	expanded
skip	count too low	πνεύματος	en espíritu	1	1cor 5:4	1cor 5:4	expanded
skip	count too low	πνεύματός	espíritu	1	1cor 6:19	1cor 6:19	direct
skip	count too low	πνεῦμά	lenguas	1	1corintios 14:14	1corintios 14:14	direct
skip	count too low	πνεῦμά	espíritu	1	1cor 6:17	1cor 6:17	direct
skip	count too low	πνεῦμα	distribuyendo	1	1corintios 12:11	1corintios 12:11	direct
skip	count too low	πνεῦμα	espíritu es	1	1corintios 12:4	1corintios 12:4	expanded
skip	count too low	πνεῦμα	mismo espíritu	1	1corintios 12:8	1corintios 12:8	expanded
skip	count too low	πνεῦμα	tengo el espíritu	1	1corintios 7:40	1corintios 7:40	expanded
skip	count too low	ποιήσας	de entre ustedes ha cometido	1	1cor 5:2	1cor 5:2	expanded
skip	count too low	ποιήσει	hace	1	1corintios 7:38	1corintios 7:38	direct
skip	count too low	ποιήσω	y los haré	1	1cor 6:15	1cor 6:15	expanded
skip	count too low	ποιήσῃ	comete	1	1cor 6:18	1cor 6:18	direct
skip	count too low	ποιείτω	que haga	1	1corintios 7:36	1corintios 7:36	expanded
skip	count too low	ποιεῖ	hace	1	1corintios 7:38	1corintios 7:38	direct
skip	count too low	ποιῶ	hago	1	1corintios 9:23	1corintios 9:23	direct
skip	count too low	πολλοὶ	entre	1	1corintios 11:30	1corintios 11:30	direct
skip	count too low	πολλοὶ	dioses	1	1corintios 8:5	1corintios 8:5	direct
skip	count too low	πολλοὺς	muchos	1	1cor 4:15	1cor 4:15	direct
skip	count too low	πολλὰ	hay	1	1corintios 12:20	1corintios 12:20	direct
skip	count too low	πολλῷ	contrario	1	1corintios 12:22	1corintios 12:22	direct
skip	count too low	πονηρίας	maldad	1	1cor 5:8	1cor 5:8	direct
skip	count too low	πονηρὸν	malvado	1	1cor 5:13	1cor 5:13	direct
skip	count too low	πορνεία	hay inmoralidad	1	1cor 5:1	1cor 5:1	expanded
skip	count too low	πορνεία	inmoralidad	1	1cor 5:1	1cor 5:1	direct
skip	count too low	πορνείαν	fornicación	1	1cor 6:18	1cor 6:18	direct
skip	count too low	πορνείας	inmoralidades que	1	1cor 7:2	1cor 7:2	expanded
skip	count too low	πορνείᾳ	fornicación	1	1cor 6:13	1cor 6:13	direct
skip	count too low	πορνεύωμεν	forniquemos	1	1corintios 10:8	1corintios 10:8	direct
skip	count too low	πορνεύων	fornicario	1	1cor 6:18	1cor 6:18	direct
skip	count too low	ποτήριον	esta copa	1	1corintios 11:26	1corintios 11:26	expanded
skip	count too low	ποτηρίου	la	1	1corintios 11:28	1corintios 11:28	direct
skip	count too low	πούς	dijera	1	1corintios 12:15	1corintios 12:15	direct
skip	count too low	ποῦ	ojo qué	1	1corintios 12:17	1corintios 12:17	expanded
skip	count too low	ποῦ	qué sería	1	1corintios 12:17	1corintios 12:17	expanded
