decision	reason	greek_span	nbla_span	count	first_seen	last_seen	alignment_types
skip	count too low	διὰ	a través del	1	1cor 3:15	1cor 3:15	expanded
skip	count too low	διὰ	por amor de	1	1cor 4:10	1cor 4:10	expanded
skip	count too low	διὰ	obstante por razón de	1	1cor 7:2	1cor 7:2	expanded
skip	count too low	διὰ	vista de la	1	1corintios 7:26	1corintios 7:26	expanded
skip	count too low	διὰ	por causa de	1	1cor 7:5	1cor 7:5	expanded
skip	count too low	διὰ	por amor del	1	1corintios 9:23	1corintios 9:23	expanded
skip	count too low	διὸ	por	1	1corintios 12:3	1corintios 12:3	direct
skip	count too low	διὸ	por tanto	1	1corintios 14:13	1corintios 14:13	expanded
skip	count too low	δοθείσῃ	fue dada	1	1cor 1:4	1cor 1:4	direct
skip	count too low	δοθεῖσάν	fue dada	1	1cor 3:10	1cor 3:10	expanded
skip	count too low	δοκεῖ	parece ser	1	1corintios 11:16	1corintios 11:16	expanded
skip	count too low	δοκεῖ	alguien piensa	1	1corintios 14:37	1corintios 14:37	expanded
skip	count too low	δοκεῖ	se cree	1	1cor 3:18	1cor 3:18	expanded
skip	count too low	δοκεῖ	cree que	1	1cor 8:2	1cor 8:2	expanded
skip	count too low	δοκιμάσει	probará	1	1cor 3:13	1cor 3:13	direct
skip	count too low	δοκιμαζέτω	por	1	1corintios 11:28	1corintios 11:28	direct
skip	count too low	δοκοῦμεν	que estimamos	1	1corintios 12:23	1corintios 12:23	expanded
skip	count too low	δοκοῦντα	que parecen	1	1corintios 12:22	1corintios 12:22	expanded
skip	count too low	δοκῶ	pienso que	1	1cor 4:9	1cor 4:9	expanded
skip	count too low	δοκῶ	creo	1	1corintios 7:40	1corintios 7:40	direct
skip	count too low	δοξάζεται	es honrado	1	1corintios 12:26	1corintios 12:26	expanded
skip	count too low	δοξάσατε	glorifiquen	1	1cor 6:20	1cor 6:20	direct
skip	count too low	δοὺς	dando mayor	1	1corintios 12:24	1corintios 12:24	expanded
skip	count too low	δοῦλοι	libres	1	1corintios 12:13	1corintios 12:13	direct
skip	count too low	δοῦλοι	esclavos	1	1corintios 7:23	1corintios 7:23	direct
skip	count too low	δοῦλος	fuiste	1	1corintios 7:21	1corintios 7:21	direct
skip	count too low	δοῦλος	siendo esclavo	1	1corintios 7:22	1corintios 7:22	expanded
skip	count too low	δοῦλός	esclavo	1	1corintios 7:22	1corintios 7:22	direct
skip	count too low	δρασσόμενος	prende	1	1cor 3:19	1cor 3:19	direct
skip	count too low	δυνάμει	el poder	1	1cor 2:5	1cor 2:5	expanded
skip	count too low	δυνάμεις	dones	1	1corintios 12:28	1corintios 12:28	direct
skip	count too low	δυνάμεις	obradores de milagros	1	1corintios 12:29	1corintios 12:29	expanded
skip	count too low	δυνάμεων	milagros	1	1corintios 12:10	1corintios 12:10	direct
skip	count too low	δυνάμεως	de poder	1	1cor 2:4	1cor 2:4	expanded
skip	count too low	δυνάμεως	poder	1	1cor 6:14	1cor 6:14	direct
skip	count too low	δυνήσεται	pueda	1	1cor 6:5	1cor 6:5	direct
skip	count too low	δυνατοί	poderosos	1	1cor 1:26	1cor 1:26	direct
skip	count too low	δυσφημούμενοι	cuando hablan mal de nosotros	1	1cor 4:13	1cor 4:13	expanded
skip	count too low	δόκιμοι	son	1	1corintios 11:19	1corintios 11:19	direct
skip	count too low	δόξα	una gloria	1	1corintios 11:15	1corintios 11:15	expanded
skip	count too low	δόξα	gloria	1	1corintios 11:7	1corintios 11:7	direct
skip	count too low	δόξα	gloria del	1	1corintios 11:7	1corintios 11:7	expanded
skip	count too low	δόξαν	gloria	1	1cor 2:7	1cor 2:7	direct
skip	count too low	δόξης	gloria	1	1cor 2:8	1cor 2:8	direct
skip	count too low	δύναμιν	poder	1	1cor 1:24	1cor 1:24	direct
skip	count too low	δύναμιν	significado	1	1corintios 14:11	1corintios 14:11	direct
skip	count too low	δύναμιν	poder que tienen	1	1cor 4:19	1cor 4:19	expanded
skip	count too low	δύναμις	poder	1	1cor 1:18	1cor 1:18	direct
skip	count too low	δύνασαι	puedes	1	1corintios 7:21	1corintios 7:21	direct
skip	count too low	δύνασθε	porque	1	1corintios 14:31	1corintios 14:31	direct
skip	count too low	δύνασθε	pueden	1	1cor 3:2	1cor 3:2	direct
skip	count too low	δύναται	el	1	1corintios 12:21	1corintios 12:21	direct
skip	count too low	δύναται	decir	1	1corintios 12:3	1corintios 12:3	direct
skip	count too low	δύναται	las puede	1	1cor 2:14	1cor 2:14	expanded
skip	count too low	δύναται	puede	1	1cor 3:11	1cor 3:11	direct
skip	count too low	δύο	o	1	1corintios 14:29	1corintios 14:29	direct
skip	count too low	δὲ	y otro	1	1cor 1:12	1cor 1:12	expanded
skip	count too low	δὲ	cosas les	1	1corintios 10:11	1corintios 10:11	expanded
skip	count too low	δὲ	fueron escritas	1	1corintios 10:11	1corintios 10:11	expanded
skip	count too low	δὲ	la roca	1	1corintios 10:4	1corintios 10:4	expanded
skip	count too low	δὲ	proceden de	1	1corintios 11:12	1corintios 11:12	expanded
skip	count too low	δὲ	al darles	1	1corintios 11:17	1corintios 11:17	expanded
skip	count too low	δὲ	porque	1	1corintios 11:2	1corintios 11:2	direct
skip	count too low	δὲ	tanto examínese	1	1corintios 11:28	1corintios 11:28	expanded
skip	count too low	δὲ	la cabeza	1	1corintios 11:3	1corintios 11:3	expanded
skip	count too low	δὲ	el hombre y la	1	1corintios 11:3	1corintios 11:3	expanded
skip	count too low	δὲ	cuando somos	1	1corintios 11:32	1corintios 11:32	expanded
skip	count too low	δὲ	demás asuntos	1	1corintios 11:34	1corintios 11:34	expanded
skip	count too low	δὲ	toda mujer	1	1corintios 11:5	1corintios 11:5	expanded
skip	count too low	δὲ	si	1	1corintios 11:6	1corintios 11:6	direct
skip	count too low	δὲ	los dones	1	1corintios 12:1	1corintios 12:1	expanded
skip	count too low	δὲ	todas estas	1	1corintios 12:11	1corintios 12:11	expanded
skip	count too low	δὲ	bien dios	1	1corintios 12:18	1corintios 12:18	expanded
skip	count too low	δὲ	un solo	1	1corintios 12:20	1corintios 12:20	expanded
skip	count too low	δὲ	ojo no	1	1corintios 12:21	1corintios 12:21	expanded
skip	count too low	δὲ	que nuestras	1	1corintios 12:24	1corintios 12:24	expanded
skip	count too low	δὲ	deseen ardientemente	1	1corintios 12:31	1corintios 12:31	expanded
skip	count too low	δὲ	bien hay	1	1corintios 12:4	1corintios 12:4	expanded
skip	count too low	δὲ	es el	1	1corintios 12:6	1corintios 12:6	expanded
skip	count too low	δὲ	a otro	1	1corintios 12:8	1corintios 12:8	expanded
skip	count too low	δὲ	he llegado	1	1corintios 13:1	1corintios 13:1	expanded
skip	count too low	δὲ	cuando venga	1	1corintios 13:10	1corintios 13:10	expanded
skip	count too low	δὲ	cara a	1	1corintios 13:12	1corintios 13:12	expanded
skip	count too low	δὲ	plenamente como	1	1corintios 13:12	1corintios 13:12	expanded
skip	count too low	δὲ	ahora permanecen	1	1corintios 13:13	1corintios 13:13	expanded
skip	count too low	δὲ	no tengo	1	1corintios 13:2	1corintios 13:2	expanded
skip	count too low	δὲ	quemado pero	1	1corintios 13:3	1corintios 13:3	expanded
skip	count too low	δὲ	que se	1	1corintios 13:6	1corintios 13:6	expanded
skip	count too low	δὲ	ser pero	1	1corintios 13:8	1corintios 13:8	expanded
skip	count too low	δὲ	pero también	1	1corintios 14:1	1corintios 14:1	expanded
skip	count too low	δὲ	dones espirituales	1	1corintios 14:1	1corintios 14:1	expanded
skip	count too low	δὲ	pero mi	1	1corintios 14:14	1corintios 14:14	expanded
skip	count too low	δὲ	también oraré	1	1corintios 14:15	1corintios 14:15	expanded
skip	count too low	δὲ	también cantaré	1	1corintios 14:15	1corintios 14:15	expanded
skip	count too low	δὲ	ese don	1	1corintios 14:23	1corintios 14:23	expanded
skip	count too low	δὲ	y que	1	1corintios 14:28	1corintios 14:28	expanded
skip	count too low	δὲ	que dos	1	1corintios 14:29	1corintios 14:29	expanded
skip	count too low	δὲ	que todo	1	1corintios 14:40	1corintios 14:40	expanded
skip	count too low	δὲ	que todos	1	1corintios 14:5	1corintios 14:5	expanded
skip	count too low	δὲ	más que	1	1corintios 14:5	1corintios 14:5	expanded
skip	count too low	δὲ	superior al	1	1corintios 14:5	1corintios 14:5	expanded
skip	count too low	δὲ	les hago	1	1corintios 15:1	1corintios 15:1	expanded
skip	count too low	δὲ	en cambio	1	1cor 2:15	1cor 2:15	expanded
skip	count too low	δὲ	aunque	1	1cor 3:15	1cor 3:15	expanded
skip	count too low	δὲ	ahora bien	1	1cor 3:8	1cor 3:8	expanded
skip	count too low	δὲ	pues	1	1cor 4:4	1cor 4:4	direct
skip	count too low	δὲ	no	1	1cor 7:2	1cor 7:2	direct
skip	count too low	δὲ	cuanto a	1	1corintios 7:25	1corintios 7:25	expanded
skip	count too low	δὲ	pero doy	1	1corintios 7:25	1corintios 7:25	expanded
skip	count too low	δὲ	yo quiero	1	1corintios 7:28	1corintios 7:28	expanded
skip	count too low	δὲ	e	1	1cor 7:3	1cor 7:3	direct
skip	count too low	δὲ	quiero que	1	1corintios 7:32	1corintios 7:32	expanded
skip	count too low	δὲ	el casado	1	1corintios 7:33	1corintios 7:33	expanded
skip	count too low	δὲ	preocupa por	1	1corintios 7:34	1corintios 7:34	expanded
skip	count too low	δὲ	digo para	1	1corintios 7:35	1corintios 7:35	expanded
skip	count too low	δὲ	su propia	1	1corintios 7:37	1corintios 7:37	expanded
skip	count too low	δὲ	lo sacrificado	1	1corintios 8:1	1corintios 8:1	expanded
skip	count too low	δὲ	edifica	1	1corintios 8:1	1corintios 8:1	expanded
skip	count too low	δὲ	así al	1	1corintios 8:12	1corintios 8:12	expanded
skip	count too low	δὲ	acostumbrados al	1	1corintios 8:7	1corintios 8:7	expanded
skip	count too low	δὲ	todo lo	1	1corintios 9:23	1corintios 9:23	expanded
skip	count too low	δὲ	pero solo	1	1corintios 9:24	1corintios 9:24	expanded
skip	count too low	δὴ	por tanto	1	1cor 6:20	1cor 6:20	expanded
skip	count too low	δῶτε	cómo	1	1corintios 14:9	1corintios 14:9	direct
skip	count too low	δῷ	dan	1	1corintios 14:7	1corintios 14:7	direct
skip	count too low	δῷ	incierto	1	1corintios 14:8	1corintios 14:8	direct
skip	count too low	εἰ	si participo con agradecimiento por qué he de ser censurado a causa de aquello por lo cual doy gracias	1	1corintios 10:30	1corintios 10:30	expanded
skip	count too low	εἰ	porque si	1	1corintios 11:6	1corintios 11:6	expanded
skip	count too low	εἰ	y si todos	1	1corintios 12:19	1corintios 12:19	expanded
skip	count too low	εἰ	quizás	1	1corintios 14:10	1corintios 14:10	direct
skip	count too low	εἰ	y	1	1corintios 14:35	1corintios 14:35	direct
skip	count too low	εἰ	que	1	1corintios 14:5	1corintios 14:5	direct
skip	count too low	εἰ	fuera	1	1corintios 7:17	1corintios 7:17	direct
skip	count too low	εἰ	preocupes	1	1corintios 7:21	1corintios 7:21	direct
skip	count too low	εἰ	un	1	1corintios 8:4	1corintios 8:4	direct
skip	count too low	εἰ	si en ustedes sembramos lo espiritual será demasiado que de ustedes cosechemos lo material	1	1corintios 9:11	1corintios 9:11	expanded
skip	count too low	εἰ	porque	1	1corintios 9:17	1corintios 9:17	direct
skip	count too low	εἰ	pero si lo hago en contra de mi voluntad	1	1corintios 9:17	1corintios 9:17	expanded
skip	count too low	εἰ	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	1	1corintios 9:2	1corintios 9:2	expanded
skip	count too low	εἰδέναι	saber	1	1cor 2:2	1cor 2:2	direct
skip	count too low	εἰδωλοθύτων	los ídolos sabemos que	1	1corintios 8:1	1corintios 8:1	expanded
skip	count too low	εἰδωλολάτραι	los idólatras	1	1cor 6:9	1cor 6:9	expanded
skip	count too low	εἰδωλολάτραις	a los idólatras	1	1cor 5:10	1cor 5:10	expanded
skip	count too low	εἰδωλολάτρης	idólatra	1	1cor 5:11	1cor 5:11	direct
skip	count too low	εἰδώλου	si	1	1corintios 8:7	1corintios 8:7	direct
skip	count too low	εἰδῶ	y	1	1corintios 13:2	1corintios 13:2	direct
skip	count too low	εἰδῶ	sé	1	1corintios 14:11	1corintios 14:11	direct
skip	count too low	εἰδῶμεν	conozcamos	1	1cor 2:12	1cor 2:12	direct
skip	count too low	εἰκὼν	imagen	1	1corintios 11:7	1corintios 11:7	direct
skip	count too low	εἰλικρινείας	de sinceridad	1	1cor 5:8	1cor 5:8	expanded
skip	count too low	εἰμὶ	soy ojo	1	1corintios 12:16	1corintios 12:16	expanded
skip	count too low	εἰπεῖν	a	1	1corintios 12:21	1corintios 12:21	direct
skip	count too low	εἰπεῖν	jesús	1	1corintios 12:3	1corintios 12:3	direct
skip	count too low	εἰρήνη	paz	1	1cor 1:3	1cor 1:3	direct
skip	count too low	εἰρήνης	paz	1	1corintios 14:33	1corintios 14:33	direct
skip	count too low	εἰρήνῃ	paz	1	1cor 7:15	1cor 7:15	direct
skip	count too low	εἰς	para quienes ha llegado el fin de los siglos	1	1corintios 10:11	1corintios 10:11	expanded
skip	count too low	εἰς	fueron	1	1corintios 10:2	1corintios 10:2	direct
skip	count too low	εἰς	y	1	1corintios 11:22	1corintios 11:22	direct
skip	count too low	εἰς	para comer	1	1corintios 11:33	1corintios 11:33	expanded
skip	count too low	εἰς	reúnan	1	1corintios 11:34	1corintios 11:34	direct
skip	count too low	εἰς	lenguas	1	1corintios 14:22	1corintios 14:22	direct
skip	count too low	εἰς	preparará	1	1corintios 14:8	1corintios 14:8	direct
skip	count too low	εἰς	hablarán	1	1corintios 14:9	1corintios 14:9	direct
skip	count too low	εἰς	de	1	1cor 4:3	1cor 4:3	expanded
skip	count too low	εἰς	una	1	1cor 6:16	1cor 6:16	expanded
skip	count too low	εἰς	pleno	1	1corintios 9:18	1corintios 9:18	direct
skip	count too low	εἰσέλθωσιν	sin	1	1corintios 14:23	1corintios 14:23	direct
skip	count too low	εἰσέλθῃ	y	1	1corintios 14:24	1corintios 14:24	direct
skip	count too low	εἰσίν	altar	1	1corintios 10:18	1corintios 10:18	direct
skip	count too low	εἰσίν	de	1	1corintios 12:4	1corintios 12:4	direct
skip	count too low	εἰσίν	operaciones	1	1corintios 12:6	1corintios 12:6	direct
skip	count too low	εἰσακούσονταί	el	1	1corintios 14:21	1corintios 14:21	direct
skip	count too low	εἰσιν	hay	1	1cor 1:11	1cor 1:11	direct
skip	count too low	εἰσιν	pero	1	1corintios 12:5	1corintios 12:5	direct
skip	count too low	εἰσιν	idiomas	1	1corintios 14:10	1corintios 14:10	direct
skip	count too low	εἰσιν	una	1	1corintios 14:22	1corintios 14:22	direct
skip	count too low	εἰσιν	son	1	1cor 3:8	1cor 3:8	direct
skip	count too low	εἰσὶν	son	1	1cor 3:20	1cor 3:20	direct
skip	count too low	εἰσὶν	llamados	1	1corintios 8:5	1corintios 8:5	direct
skip	count too low	εἰσὶν	hay	1	1corintios 8:5	1corintios 8:5	direct
skip	count too low	εἴ	si algún incrédulo los invita y quieren ir coman de todo lo que se les ponga delante sin preguntar nada por motivos de conciencia	1	1corintios 10:27	1corintios 10:27	expanded
skip	count too low	εἴ	que si	1	1cor 7:12	1cor 7:12	expanded
skip	count too low	εἴ	cuyo	1	1cor 7:13	1cor 7:13	direct
skip	count too low	εἴκοσι	mil	1	1corintios 10:8	1corintios 10:8	direct
skip	count too low	εἴπερ	algunos	1	1corintios 8:5	1corintios 8:5	direct
skip	count too low	εἴπῃ	diga	1	1cor 1:15	1cor 1:15	direct
skip	count too low	εἴπῃ	el	1	1corintios 12:15	1corintios 12:15	direct
skip	count too low	εἴπῃ	oído	1	1corintios 12:16	1corintios 12:16	direct
skip	count too low	εἴτε	entonces ya sea que coman que beban o que hagan cualquier otra cosa háganlo todo para la gloria de dios	1	1corintios 10:31	1corintios 10:31	expanded
skip	count too low	εἴτε	ya	1	1corintios 12:13	1corintios 12:13	direct
skip	count too low	εἴτε	a	1	1corintios 12:13	1corintios 12:13	direct
skip	count too low	εἴτε	miembro	1	1corintios 12:26	1corintios 12:26	direct
skip	count too low	εἴτε	y si	1	1corintios 12:26	1corintios 12:26	expanded
skip	count too low	εἴτε	de	1	1corintios 13:8	1corintios 13:8	direct
skip	count too low	εἴτε	si	1	1corintios 14:27	1corintios 14:27	direct
skip	count too low	εἴτε	como la	1	1corintios 14:7	1corintios 14:7	expanded
skip	count too low	εἴτε	ya sea	1	1cor 3:22	1cor 3:22	expanded
skip	count too low	εἴτε	sea	1	1corintios 8:5	1corintios 8:5	direct
skip	count too low	εἴτε	en	1	1corintios 8:5	1corintios 8:5	direct
skip	count too low	εἶδεν	vio	1	1cor 2:9	1cor 2:9	direct
skip	count too low	εἶναι	nosotros no	1	1corintios 11:16	1corintios 11:16	expanded
skip	count too low	εἶναι	fin de	1	1corintios 11:19	1corintios 11:19	expanded
skip	count too low	εἶναι	es profeta	1	1corintios 14:37	1corintios 14:37	expanded
skip	count too low	εἶναι	es	1	1corintios 7:25	1corintios 7:25	direct
skip	count too low	εἶναι	se quede	1	1corintios 7:26	1corintios 7:26	expanded
skip	count too low	εἶναι	de preocupación	1	1corintios 7:32	1corintios 7:32	expanded
skip	count too low	εἶναι	que fueran	1	1cor 7:7	1cor 7:7	expanded
skip	count too low	εἶπεν	dijo	1	1corintios 11:24	1corintios 11:24	direct
skip	count too low	εἷς	uno	1	1corintios 14:27	1corintios 14:27	direct
skip	count too low	εἷς	de ustedes	1	1cor 4:6	1cor 4:6	expanded
skip	count too low	εἷς	dios	1	1corintios 8:4	1corintios 8:4	direct
skip	count too low	εἷς	corren	1	1corintios 9:24	1corintios 9:24	direct
skip	count too low	εὐαγγέλιον	evangelio	1	1corintios 15:1	1corintios 15:1	direct
skip	count too low	εὐαγγέλιον	el	1	1corintios 9:14	1corintios 9:14	direct
skip	count too low	εὐαγγέλιον	hacer	1	1corintios 9:18	1corintios 9:18	direct
skip	count too low	εὐαγγέλιον	para	1	1corintios 9:23	1corintios 9:23	direct
skip	count too low	εὐαγγελίζεσθαι	a predicar el evangelio	1	1cor 1:17	1cor 1:17	expanded
skip	count too low	εὐαγγελιζόμενος	pueda	1	1corintios 9:18	1corintios 9:18	direct
skip	count too low	εὐγενεῖς	nobles	1	1cor 1:26	1cor 1:26	direct
skip	count too low	εὐδόκησεν	agradó	1	1cor 1:21	1cor 1:21	direct
skip	count too low	εὐηγγελισάμην	les	1	1corintios 15:1	1corintios 15:1	direct
skip	count too low	εὐλογοῦμεν	bendecimos	1	1cor 4:12	1cor 4:12	direct
skip	count too low	εὐλογῇς	bendices	1	1corintios 14:16	1corintios 14:16	direct
skip	count too low	εὐπάρεδρον	devoción	1	1corintios 7:35	1corintios 7:35	direct
skip	count too low	εὐσχήμονα	partes	1	1corintios 12:24	1corintios 12:24	direct
skip	count too low	εὐσχημοσύνην	un trato	1	1corintios 12:23	1corintios 12:23	expanded
skip	count too low	εὐσχημόνως	se	1	1corintios 14:40	1corintios 14:40	direct
skip	count too low	εὐχαριστήσας	después de dar gracias lo	1	1corintios 11:24	1corintios 11:24	expanded
skip	count too low	εὐχαριστίᾳ	gracias	1	1corintios 14:16	1corintios 14:16	direct
skip	count too low	εὐχαριστεῖς	gracias	1	1corintios 14:17	1corintios 14:17	direct
skip	count too low	εὐχαριστῶ	doy gracias a dios	1	1cor 1:14	1cor 1:14	expanded
skip	count too low	εὑρεθῇ	sea hallado	1	1cor 4:2	1cor 4:2	expanded
skip	count too low	εὔσημον	palabras	1	1corintios 14:9	1corintios 14:9	direct
skip	count too low	εὔσχημον	asegurar	1	1corintios 7:35	1corintios 7:35	direct
skip	count too low	ζήτει	procures	1	1corintios 7:27	1corintios 7:27	direct
skip	count too low	ζήτει	busques	1	1corintios 7:27	1corintios 7:27	direct
skip	count too low	ζηλοῖ	amor	1	1corintios 13:4	1corintios 13:4	direct
skip	count too low	ζηλοῦτε	pero	1	1corintios 12:31	1corintios 12:31	direct
skip	count too low	ζηλοῦτε	amor	1	1corintios 14:1	1corintios 14:1	direct
skip	count too low	ζηλοῦτε	míos	1	1corintios 14:39	1corintios 14:39	direct
skip	count too low	ζηλωταί	anhelan	1	1corintios 14:12	1corintios 14:12	direct
skip	count too low	ζημιωθήσεται	sufrirá pérdida	1	1cor 3:15	1cor 3:15	expanded
skip	count too low	ζητεῖ	indecorosamente	1	1corintios 13:5	1corintios 13:5	direct
skip	count too low	ζητεῖται	se requiere	1	1cor 4:2	1cor 4:2	expanded
skip	count too low	ζητεῖτε	la	1	1corintios 14:12	1corintios 14:12	direct
skip	count too low	ζητοῦσιν	buscan	1	1cor 1:22	1cor 1:22	direct
skip	count too low	ζυμοῖ	fermenta	1	1cor 5:6	1cor 5:6	direct
skip	count too low	ζωὴ	la vida	1	1cor 3:22	1cor 3:22	expanded
skip	count too low	ζύμη	de levadura	1	1cor 5:6	1cor 5:6	expanded
skip	count too low	ζύμην	levadura	1	1cor 5:7	1cor 5:7	direct
skip	count too low	ζῆλος	celos	1	1cor 3:3	1cor 3:3	direct
skip	count too low	ζῇ	vive	1	1corintios 7:39	1corintios 7:39	direct
skip	count too low	ηὔξανεν	ha dado el crecimiento	1	1cor 3:6	1cor 3:6	expanded
skip	count too low	θάνατον	la muerte	1	1corintios 11:26	1corintios 11:26	expanded
skip	count too low	θάνατος	la muerte	1	1cor 3:22	1cor 3:22	expanded
skip	count too low	θέατρον	un espectáculo	1	1cor 4:9	1cor 4:9	expanded
skip	count too low	θέλει	quiera	1	1corintios 7:36	1corintios 7:36	direct
skip	count too low	θέλει	desee	1	1corintios 7:39	1corintios 7:39	direct
skip	count too low	θέλετε	quieren	1	1cor 4:21	1cor 4:21	direct
skip	count too low	θέλω	no quiero	1	1corintios 10:1	1corintios 10:1	expanded
skip	count too low	θέλω	pero quiero	1	1corintios 11:3	1corintios 11:3	expanded
skip	count too low	θέλω	que sean	1	1corintios 12:1	1corintios 12:1	expanded
skip	count too low	θέλω	hablar cinco	1	1corintios 14:19	1corintios 14:19	expanded
skip	count too low	θέλω	yo quisiera	1	1corintios 14:5	1corintios 14:5	expanded
skip	count too low	θέλω	sin embargo	1	1corintios 7:32	1corintios 7:32	expanded
skip	count too low	θέλω	yo desearía	1	1cor 7:7	1cor 7:7	expanded
skip	count too low	θήσω	gratuitamente	1	1corintios 9:18	1corintios 9:18	direct
skip	count too low	θελήματος	la voluntad	1	1cor 1:1	1cor 1:1	expanded
skip	count too low	θελήματος	decidido	1	1corintios 7:37	1corintios 7:37	direct
skip	count too low	θελήσῃ	quiere	1	1cor 4:19	1cor 4:19	direct
skip	count too low	θεμέλιον	el fundamento	1	1cor 3:10	1cor 3:10	expanded
skip	count too low	θεοὶ	ya	1	1corintios 8:5	1corintios 8:5	direct
skip	count too low	θεοὶ	muchos	1	1corintios 8:5	1corintios 8:5	direct
skip	count too low	θεοῦ	a los	1	1corintios 11:22	1corintios 11:22	expanded
skip	count too low	θεοῦ	salió de	1	1corintios 14:36	1corintios 14:36	expanded
skip	count too low	θεοῦ;	dios	1	1cor 6:19	1cor 6:19	direct
skip	count too low	θεός	es dios	1	1corintios 11:3	1corintios 11:3	expanded
skip	count too low	θεὸν	dios	1	1cor 6:20	1cor 6:20	direct
skip	count too low	θεὸς	colocado	1	1corintios 12:18	1corintios 12:18	direct
skip	count too low	θεὸς	formó	1	1corintios 12:24	1corintios 12:24	direct
skip	count too low	θεὸς	designado	1	1corintios 12:28	1corintios 12:28	direct
skip	count too low	θεὸς	entre	1	1corintios 14:25	1corintios 14:25	direct
skip	count too low	θεὸς	sino	1	1corintios 8:4	1corintios 8:4	direct
skip	count too low	θεῖναι	poner	1	1cor 3:11	1cor 3:11	direct
skip	count too low	θεῷ	cabeza	1	1corintios 11:13	1corintios 11:13	direct
skip	count too low	θεῷ	a dios	1	1corintios 14:2	1corintios 14:2	expanded
skip	count too low	θεῷ	que	1	1corintios 14:25	1corintios 14:25	direct
skip	count too low	θεῷ	para dios	1	1corintios 14:28	1corintios 14:28	expanded
skip	count too low	θλῖψιν	pecado	1	1corintios 7:28	1corintios 7:28	direct
skip	count too low	θυσίας	sacrificios	1	1corintios 10:18	1corintios 10:18	direct
skip	count too low	θυσιαστηρίου	del	1	1corintios 10:18	1corintios 10:18	direct
skip	count too low	κέκληκεν	ha llamado	1	1cor 7:15	1cor 7:15	expanded
skip	count too low	κέκληκεν	uno según	1	1corintios 7:17	1corintios 7:17	expanded
skip	count too low	κέκρικα	he juzgado	1	1cor 5:3	1cor 5:3	expanded
skip	count too low	κέκρικεν	conservar	1	1corintios 7:37	1corintios 7:37	direct
skip	count too low	κήρυγμά	predicación	1	1cor 2:4	1cor 2:4	direct
skip	count too low	καθʼ	muestro	1	1corintios 12:31	1corintios 12:31	direct
skip	count too low	καθʼ	pueden	1	1corintios 14:31	1corintios 14:31	direct
skip	count too low	καθʼ	con	1	1cor 2:1	1cor 2:1	direct
skip	count too low	καθάπερ	como algunos de ellos murmuraron	1	1corintios 10:10	1corintios 10:10	expanded
skip	count too low	καθάπερ	porque así como	1	1corintios 12:12	1corintios 12:12	expanded
skip	count too low	καθίζετε	que juzgan los casos por qué ponen por jueces	1	1cor 6:4	1cor 6:4	expanded
skip	count too low	καθημένῳ	que está sentado	1	1corintios 14:30	1corintios 14:30	expanded
skip	count too low	καθώς	como fueron algunos de ellos	1	1corintios 10:7	1corintios 10:7	expanded
skip	count too low	καθώς	como algunos de ellos fornicaron	1	1corintios 10:8	1corintios 10:8	expanded
skip	count too low	καθώς	como algunos de ellos lo	1	1corintios 10:9	1corintios 10:9	expanded
skip	count too low	καθώς	así como	1	1cor 5:7	1cor 5:7	expanded
skip	count too low	καθὼς	así como	1	1cor 1:6	1cor 1:6	expanded
skip	count too low	καθὼς	así como también yo procuro agradar a todos en todo no buscando mi propio beneficio sino el de muchos para que sean salvos	1	1corintios 10:33	1corintios 10:33	expanded
skip	count too low	καθὼς	como también	1	1corintios 11:1	1corintios 11:1	expanded
skip	count too low	καθὼς	según su	1	1corintios 12:11	1corintios 12:11	expanded
skip	count too low	καθὼς	agradó	1	1corintios 12:18	1corintios 12:18	direct
skip	count too low	καθὼς	sido	1	1corintios 13:12	1corintios 13:12	direct
skip	count too low	καθὼς	se	1	1corintios 14:34	1corintios 14:34	direct
skip	count too low	καινὴ	nuevo	1	1corintios 11:25	1corintios 11:25	direct
skip	count too low	καιροῦ	tiempo sino esperen	1	1cor 4:5	1cor 4:5	expanded
skip	count too low	καιρὸν	cierto tiempo	1	1cor 7:5	1cor 7:5	expanded
skip	count too low	καιρὸς	tiempo	1	1corintios 7:29	1corintios 7:29	direct
skip	count too low	κακίας	de malicia	1	1cor 5:8	1cor 5:8	expanded
skip	count too low	κακίᾳ	bien	1	1corintios 14:20	1corintios 14:20	direct
skip	count too low	κακόν	mal recibido	1	1corintios 13:5	1corintios 13:5	expanded
skip	count too low	καλάμην	paja	1	1cor 3:12	1cor 3:12	direct
skip	count too low	καλὸν	es buena	1	1cor 5:6	1cor 5:6	expanded
skip	count too low	καλὸν	bueno es	1	1cor 7:1	1cor 7:1	expanded
skip	count too low	καλὸν	esto es bueno	1	1corintios 7:26	1corintios 7:26	expanded
skip	count too low	καλὸν	porque mejor me fuera morir que permitir que alguien me prive de esta gloria	1	1corintios 9:15	1corintios 9:15	expanded
skip	count too low	καλῶς	das	1	1corintios 14:17	1corintios 14:17	direct
skip	count too low	καλῶς	bien	1	1corintios 7:38	1corintios 7:38	direct
skip	count too low	καρδίαν	corazón	1	1cor 2:9	1cor 2:9	direct
skip	count too low	καρδίας	su	1	1corintios 14:25	1corintios 14:25	direct
skip	count too low	καρδίᾳ	sin	1	1corintios 7:37	1corintios 7:37	direct
